WelcomeText.started,WelcomeText.stopped,WelcomeResponse.keys,WelcomeResponse.rt,WelcomeResponse.started,WelcomeResponse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
33.54615077599988,None,q,57.75800237999988,33.54615077599988,None,0,001,2021_Sep_15_1107,visual-search_exp1,2021.1.4,59.94293803944435,
