WelcomeText.started,WelcomeText.stopped,WelcomeResponse.keys,WelcomeResponse.rt,WelcomeResponse.started,WelcomeResponse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.77959274998284,None,q,22.48211804201128,15.77959274998284,None,lily,001,2021_Sep_17_1150,visual-search_exp1,2021.1.4,60.85100100271897,
