WelcomeText.started,WelcomeText.stopped,WelcomeResponse.keys,WelcomeResponse.rt,WelcomeResponse.started,WelcomeResponse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.0161977079988,None,w,0.6711184169980697,11.0161977079988,None,lily,001,2021_Sep_17_1153,visual-search_exp1,2021.1.4,60.23638263280283,
