key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.7618073310004547,5.729561559000103,None,0,001,2021_Jun_24_1156,visual-search_exp1,2021.1.4,59.971439920971456,
