WelcomeText.started,WelcomeText.stopped,WelcomeResponse.keys,WelcomeResponse.rt,WelcomeResponse.started,WelcomeResponse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.041331000014907,None,w,0.4401470410230104,11.041331000014907,None,lily,001,2021_Sep_17_1152,visual-search_exp1,2021.1.4,60.23948218083439,
