trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WelcomeText.started,WelcomeText.stopped,WelcomeResponse.keys,WelcomeResponse.rt,WelcomeResponse.started,WelcomeResponse.stopped,InstructionsText.started,InstructionsText.stopped,InstructionsResponse.keys,InstructionsResponse.rt,InstructionsResponse.started,InstructionsResponse.stopped,PromptResponse.keys,PromptResponse.rt,PromptResponse.started,PromptResponse.stopped,PromptToContinue.started,PromptToContinue.stopped,SelectionResponse.keys,SelectionResponse.started,SelectionResponse.stopped,PromptToSelect.started,PromptToSelect.stopped,TimingText.started,TimingText.stopped,EndingText.started,EndingText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.782075482000437,None,q,3.6219453739995515,4.782075482000437,None,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Sep_13_1240,visual-search_exp1,2021.1.4,60.01136867404334,
,,,,,,,,,,8.420369556000878,None,space,4.500514696999744,8.420369556000878,None,,,,,,,,,,,,,,,,0,001,2021_Sep_13_1240,visual-search_exp1,2021.1.4,60.01136867404334,
0,0,0,0,,,,,,,,,,,,,space,1.1403332339996268,13.093088727000577,None,13.093088727000577,None,None,14.272987787000602,None,14.272987787000602,None,21.13146000300003,None,,,0,001,2021_Sep_13_1240,visual-search_exp1,2021.1.4,60.01136867404334,
1,0,1,0,,,,,,,,,,,,,space,0.891274378000162,23.294611889001317,None,23.294611889001317,None,None,24.216114652001124,None,24.216114652001124,None,31.311977882000065,None,,,0,001,2021_Sep_13_1240,visual-search_exp1,2021.1.4,60.01136867404334,
2,0,2,0,,,,,,,,,,,,,space,3.5530134990003717,33.48048599800131,None,33.48048599800131,None,None,37.06353047199991,None,37.06353047199991,None,45.15635554000073,None,,,0,001,2021_Sep_13_1240,visual-search_exp1,2021.1.4,60.01136867404334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.17192063699986,None,,,,,,,
