trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WelcomeText.started,WelcomeText.stopped,WelcomeResponse.keys,WelcomeResponse.rt,WelcomeResponse.started,WelcomeResponse.stopped,ExampleResponse.keys,ExampleResponse.rt,ExampleResponse.started,ExampleResponse.stopped,DemoText.started,DemoText.stopped,InstructionsText.started,InstructionsText.stopped,InstructionsResponse.keys,InstructionsResponse.rt,InstructionsResponse.started,InstructionsResponse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.375396666000597,None,q,6.602788457996212,10.375396666000597,None,,,,,,,,,,,,,0,001,2021_Oct_22_1116,visual-search_exp1,2021.1.4,60.12384008468284,
,,,,,,,,,,space,4.761752749996958,17.123156000016024,None,,,,,,,,,0,001,2021_Oct_22_1116,visual-search_exp1,2021.1.4,60.12384008468284,
,,,,,,,,,,,,,,17.123156000016024,None,21.90813500000513,None,space,3.3081024159910157,21.90813500000513,None,0,001,2021_Oct_22_1116,visual-search_exp1,2021.1.4,60.12384008468284,
