"participant","trial_count","line_width","line_id","line_orientation","drop_marker"
27,49,1.3333,"r0c1_bottom_right","forward_slash","27_49"
27,49,1.3333,"r0c1_right","vertical","27_49"
27,49,1.3333,"r2c0_right","vertical","27_49"
27,50,1.3333,"r0c2_right","vertical","27_50"
27,50,1.3333,"r1c1_bottom_left","back_slash","27_50"
27,50,1.3333,"r2c1_bottom_left","back_slash","27_50"
27,51,1,"r1c1_right","vertical","27_51"
27,51,1.3333,"r3c1_right","vertical","27_51"
27,51,2,"r0c1_bottom_right","forward_slash","27_51"
27,51,2,"r1c2_bottom_left","back_slash","27_51"
27,51,2,"r2c1_bottom_left","back_slash","27_51"
27,51,2,"r2c1_bottom_right","forward_slash","27_51"
27,51,2,"r2c2_bottom_left","back_slash","27_51"
27,51,2,"r2c2_right","vertical","27_51"
27,51,2,"r3c2_right","vertical","27_51"
27,52,1,"r2c3_bottom_right","forward_slash","27_52"
27,52,1.3333,"r0c1_bottom_left","back_slash","27_52"
27,52,1.3333,"r0c3_bottom_left","back_slash","27_52"
27,53,1,"r0c0_bottom_right","forward_slash","27_53"
27,53,1,"r1c1_bottom_left","back_slash","27_53"
27,53,1.3333,"r2c1_bottom_right","forward_slash","27_53"
27,53,1.3333,"r2c2_right","vertical","27_53"
27,53,1.3333,"r2c3_bottom_right","forward_slash","27_53"
27,54,1,"r1c1_right","vertical","27_54"
27,54,1.3333,"r0c1_bottom_left","back_slash","27_54"
27,54,1.3333,"r1c2_right","vertical","27_54"
27,54,1.3333,"r2c1_bottom_right","forward_slash","27_54"
27,54,1.3333,"r2c2_bottom_right","forward_slash","27_54"
27,55,1.3333,"r0c2_right","vertical","27_55"
27,55,1.3333,"r2c2_bottom_left","back_slash","27_55"
27,55,1.3333,"r2c2_right","vertical","27_55"
27,55,1.3333,"r2c3_bottom_right","forward_slash","27_55"
27,56,1,"r1c1_bottom_left","back_slash","27_56"
27,56,1,"r1c2_right","vertical","27_56"
27,56,1.3333,"r1c0_bottom_right","forward_slash","27_56"
27,56,1.3333,"r2c2_bottom_right","forward_slash","27_56"
27,56,1.3333,"r3c0_right","vertical","27_56"
27,57,1.3333,"r0c2_right","vertical","27_57"
27,57,1.3333,"r1c0_bottom_left","back_slash","27_57"
27,57,1.6667,"r0c2_bottom_right","forward_slash","27_57"
27,58,1.3333,"r0c1_right","vertical","27_58"
27,58,1.3333,"r2c3_bottom_right","forward_slash","27_58"
27,58,1.6667,"r1c1_bottom_right","forward_slash","27_58"
27,58,1.6667,"r3c2_right","vertical","27_58"
27,59,1.3333,"r0c2_bottom_right","forward_slash","27_59"
27,59,1.3333,"r1c3_bottom_left","back_slash","27_59"
27,59,1.3333,"r2c2_bottom_right","forward_slash","27_59"
27,60,1,"r1c2_bottom_right","forward_slash","27_60"
27,60,1.3333,"r2c0_bottom_right","forward_slash","27_60"
27,60,1.3333,"r2c2_bottom_right","forward_slash","27_60"
27,60,1.3333,"r3c0_right","vertical","27_60"
27,61,1.6667,"r1c1_right","vertical","27_61"
27,61,1.6667,"r2c1_right","vertical","27_61"
27,61,1.6667,"r3c0_right","vertical","27_61"
27,62,1.3333,"r2c1_bottom_left","back_slash","27_62"
27,62,1.3333,"r2c1_right","vertical","27_62"
27,62,1.6667,"r1c2_bottom_left","back_slash","27_62"
27,63,1.3333,"r1c2_bottom_left","back_slash","27_63"
27,63,1.6667,"r1c1_bottom_right","forward_slash","27_63"
27,63,1.6667,"r2c0_bottom_right","forward_slash","27_63"
27,64,1,"r1c1_bottom_left","back_slash","27_64"
27,64,1.3333,"r0c1_bottom_right","forward_slash","27_64"
27,64,1.3333,"r0c2_bottom_right","forward_slash","27_64"
27,64,1.3333,"r0c2_right","vertical","27_64"
27,64,1.3333,"r1c0_bottom_left","back_slash","27_64"
27,64,1.3333,"r1c0_right","vertical","27_64"
27,64,1.3333,"r1c2_bottom_right","forward_slash","27_64"
27,64,1.3333,"r2c1_bottom_right","forward_slash","27_64"
27,65,1.3333,"r1c0_right","vertical","27_65"
27,65,1.6667,"r1c1_bottom_right","forward_slash","27_65"
27,65,1.6667,"r2c3_bottom_right","forward_slash","27_65"
27,66,1.3333,"r1c0_right","vertical","27_66"
27,66,1.3333,"r1c2_bottom_right","forward_slash","27_66"
27,66,1.3333,"r2c2_bottom_left","back_slash","27_66"
27,66,1.3333,"r3c1_right","vertical","27_66"
27,67,1,"r0c0_right","vertical","27_67"
27,67,1,"r0c3_bottom_right","forward_slash","27_67"
27,67,1.3333,"r0c2_bottom_right","forward_slash","27_67"
27,67,1.3333,"r0c3_bottom_left","back_slash","27_67"
27,67,1.3333,"r1c0_bottom_right","forward_slash","27_67"
27,67,1.3333,"r1c1_bottom_left","back_slash","27_67"
27,67,1.3333,"r2c2_bottom_left","back_slash","27_67"
27,68,1,"r3c1_right","vertical","27_68"
27,68,1.3333,"r1c0_right","vertical","27_68"
27,68,1.3333,"r2c1_bottom_right","forward_slash","27_68"
27,69,1,"r0c3_bottom_right","forward_slash","27_69"
27,69,1.3333,"r0c0_bottom_right","forward_slash","27_69"
27,69,1.3333,"r1c0_right","vertical","27_69"
27,69,1.3333,"r1c2_bottom_left","back_slash","27_69"
27,69,1.3333,"r2c3_bottom_left","back_slash","27_69"
27,70,1,"r1c1_bottom_right","forward_slash","27_70"
27,70,1,"r1c2_bottom_right","forward_slash","27_70"
27,70,1.3333,"r2c3_bottom_right","forward_slash","27_70"
27,71,1,"r3c1_right","vertical","27_71"
27,71,1.3333,"r0c1_right","vertical","27_71"
27,71,1.3333,"r0c2_bottom_left","back_slash","27_71"
27,71,1.3333,"r1c0_right","vertical","27_71"
27,71,1.3333,"r1c3_bottom_left","back_slash","27_71"
27,71,1.3333,"r2c2_bottom_right","forward_slash","27_71"
27,72,1,"r0c1_bottom_right","forward_slash","27_72"
27,72,1,"r1c1_bottom_left","back_slash","27_72"
27,72,1.3333,"r0c1_right","vertical","27_72"
27,72,1.3333,"r2c2_bottom_right","forward_slash","27_72"
27,73,1,"r0c1_right","vertical","27_73"
27,73,1.3333,"r0c2_right","vertical","27_73"
27,73,1.3333,"r0c3_bottom_right","forward_slash","27_73"
27,74,1,"r1c2_bottom_left","back_slash","27_74"
27,74,1.3333,"r0c1_bottom_right","forward_slash","27_74"
27,74,1.3333,"r0c2_bottom_right","forward_slash","27_74"
27,74,1.3333,"r1c0_bottom_left","back_slash","27_74"
27,74,1.3333,"r1c1_bottom_right","forward_slash","27_74"
27,74,1.3333,"r1c2_bottom_right","forward_slash","27_74"
27,74,1.3333,"r2c1_bottom_left","back_slash","27_74"
27,74,1.3333,"r2c3_bottom_right","forward_slash","27_74"
27,75,1,"r1c0_bottom_right","forward_slash","27_75"
27,75,1.3333,"r2c1_bottom_left","back_slash","27_75"
27,75,1.6667,"r1c2_bottom_right","forward_slash","27_75"
27,75,1.6667,"r2c0_right","vertical","27_75"
27,75,1.6667,"r2c1_right","vertical","27_75"
27,76,1,"r1c1_right","vertical","27_76"
27,76,1.6667,"r0c2_bottom_right","forward_slash","27_76"
27,76,2,"r0c0_bottom_right","forward_slash","27_76"
27,76,2,"r0c2_bottom_left","back_slash","27_76"
27,76,2,"r1c0_bottom_left","back_slash","27_76"
27,76,2,"r1c2_bottom_left","back_slash","27_76"
27,76,2,"r2c0_bottom_right","forward_slash","27_76"
27,76,2,"r2c1_right","vertical","27_76"
27,77,1,"r2c0_bottom_right","forward_slash","27_77"
27,77,1.3333,"r0c0_right","vertical","27_77"
27,77,1.3333,"r2c0_right","vertical","27_77"
27,77,1.3333,"r3c2_right","vertical","27_77"
27,78,1,"r1c2_right","vertical","27_78"
27,78,1.3333,"r0c0_right","vertical","27_78"
27,78,1.3333,"r2c2_right","vertical","27_78"
27,78,1.3333,"r2c3_bottom_right","forward_slash","27_78"
27,79,1,"r1c0_right","vertical","27_79"
27,79,1.3333,"r1c0_bottom_right","forward_slash","27_79"
27,79,1.6667,"r1c2_bottom_right","forward_slash","27_79"
27,80,1.3333,"r0c1_bottom_right","forward_slash","27_80"
27,80,1.3333,"r2c0_bottom_right","forward_slash","27_80"
27,80,1.6667,"r1c2_bottom_right","forward_slash","27_80"
27,80,1.6667,"r2c0_right","vertical","27_80"
27,80,1.6667,"r2c2_right","vertical","27_80"
27,81,1.3333,"r0c3_bottom_right","forward_slash","27_81"
27,81,1.3333,"r1c2_bottom_right","forward_slash","27_81"
27,81,1.6667,"r0c2_right","vertical","27_81"
27,81,1.6667,"r1c0_bottom_right","forward_slash","27_81"
27,81,1.6667,"r1c1_bottom_left","back_slash","27_81"
27,82,1,"r2c1_bottom_right","forward_slash","27_82"
27,82,1,"r3c0_right","vertical","27_82"
27,82,1.3333,"r0c1_right","vertical","27_82"
27,82,1.3333,"r1c2_bottom_right","forward_slash","27_82"
27,82,1.3333,"r1c2_right","vertical","27_82"
27,83,1,"r2c3_bottom_left","back_slash","27_83"
27,83,1.3333,"r3c0_right","vertical","27_83"
27,83,1.6667,"r0c1_right","vertical","27_83"
27,83,1.6667,"r2c2_bottom_left","back_slash","27_83"
27,84,1,"r3c1_right","vertical","27_84"
27,84,1,"r3c2_right","vertical","27_84"
27,84,1.3333,"r1c0_bottom_right","forward_slash","27_84"
27,85,1.3333,"r0c2_right","vertical","27_85"
27,85,1.3333,"r0c3_bottom_right","forward_slash","27_85"
27,85,1.6667,"r0c3_bottom_left","back_slash","27_85"
27,85,1.6667,"r1c1_bottom_left","back_slash","27_85"
27,86,1.3333,"r0c2_bottom_left","back_slash","27_86"
27,86,1.3333,"r1c1_bottom_right","forward_slash","27_86"
27,86,1.3333,"r3c0_right","vertical","27_86"
27,87,1.3333,"r0c0_right","vertical","27_87"
27,87,1.3333,"r1c3_bottom_left","back_slash","27_87"
27,87,1.3333,"r2c2_bottom_right","forward_slash","27_87"
27,88,1.3333,"r1c1_bottom_left","back_slash","27_88"
27,88,1.3333,"r1c1_right","vertical","27_88"
27,88,1.6667,"r2c1_bottom_left","back_slash","27_88"
27,89,1,"r2c2_bottom_right","forward_slash","27_89"
27,89,1.3333,"r0c3_bottom_left","back_slash","27_89"
27,89,1.6667,"r0c2_bottom_right","forward_slash","27_89"
27,89,1.6667,"r1c1_bottom_left","back_slash","27_89"
27,89,1.6667,"r2c0_right","vertical","27_89"
27,89,1.6667,"r2c1_right","vertical","27_89"
27,90,1.3333,"r1c0_bottom_left","back_slash","27_90"
27,90,1.3333,"r1c2_bottom_right","forward_slash","27_90"
27,90,1.3333,"r2c1_bottom_right","forward_slash","27_90"
27,90,1.3333,"r2c1_right","vertical","27_90"
27,91,1.3333,"r2c2_right","vertical","27_91"
27,91,1.6667,"r0c1_bottom_left","back_slash","27_91"
27,91,2,"r1c0_bottom_left","back_slash","27_91"
27,91,2,"r1c0_bottom_right","forward_slash","27_91"
27,91,2,"r1c1_bottom_right","forward_slash","27_91"
27,91,2,"r1c2_bottom_left","back_slash","27_91"
27,91,2,"r1c2_bottom_right","forward_slash","27_91"
27,91,2,"r2c1_right","vertical","27_91"
27,91,2,"r2c3_bottom_right","forward_slash","27_91"
27,91,2,"r3c1_right","vertical","27_91"
27,91,2,"r3c2_right","vertical","27_91"
27,92,1,"r0c2_bottom_right","forward_slash","27_92"
27,92,1,"r2c1_bottom_right","forward_slash","27_92"
27,92,1.3333,"r1c2_right","vertical","27_92"
27,92,1.3333,"r2c0_right","vertical","27_92"
27,93,1.6667,"r1c0_bottom_right","forward_slash","27_93"
27,93,1.6667,"r2c1_bottom_right","forward_slash","27_93"
27,93,1.6667,"r2c2_right","vertical","27_93"
27,94,1.6667,"r0c1_right","vertical","27_94"
27,94,1.6667,"r1c0_bottom_right","forward_slash","27_94"
27,94,1.6667,"r1c0_right","vertical","27_94"
27,94,1.6667,"r2c0_bottom_right","forward_slash","27_94"
27,94,1.6667,"r2c3_bottom_right","forward_slash","27_94"
27,95,1.3333,"r0c3_bottom_right","forward_slash","27_95"
27,95,1.3333,"r1c1_right","vertical","27_95"
27,95,1.3333,"r1c3_bottom_left","back_slash","27_95"
27,95,1.3333,"r3c2_right","vertical","27_95"
27,96,1,"r1c2_bottom_left","back_slash","27_96"
27,96,1.3333,"r0c2_bottom_left","back_slash","27_96"
27,96,1.3333,"r0c2_bottom_right","forward_slash","27_96"
27,96,1.3333,"r1c3_bottom_left","back_slash","27_96"
27,97,1,"r1c2_bottom_left","back_slash","27_97"
27,97,1.3333,"r1c0_bottom_right","forward_slash","27_97"
27,97,1.3333,"r1c0_right","vertical","27_97"
27,97,1.3333,"r2c2_bottom_left","back_slash","27_97"
27,98,1,"r3c1_right","vertical","27_98"
27,98,1.3333,"r0c3_bottom_left","back_slash","27_98"
27,98,1.3333,"r1c1_bottom_right","forward_slash","27_98"
27,98,1.3333,"r3c2_right","vertical","27_98"
27,99,1.3333,"r0c1_bottom_left","back_slash","27_99"
27,99,1.3333,"r1c2_bottom_right","forward_slash","27_99"
27,99,1.3333,"r2c1_bottom_right","forward_slash","27_99"
27,99,1.3333,"r2c2_bottom_right","forward_slash","27_99"
28,1,1,"r0c2_bottom_left","back_slash","28_1"
28,1,1,"r2c0_right","vertical","28_1"
28,1,1.3333,"r0c0_bottom_right","forward_slash","28_1"
28,1,1.3333,"r1c0_bottom_right","forward_slash","28_1"
28,3,1,"r0c2_bottom_right","forward_slash","28_3"
28,3,1,"r1c1_bottom_right","forward_slash","28_3"
28,3,1.3333,"r0c1_right","vertical","28_3"
28,3,1.3333,"r0c2_bottom_left","back_slash","28_3"
28,3,1.3333,"r2c0_bottom_right","forward_slash","28_3"
28,3,1.3333,"r2c2_bottom_right","forward_slash","28_3"
28,4,1,"r2c2_right","vertical","28_4"
28,4,1.6667,"r1c0_right","vertical","28_4"
28,4,2,"r0c1_right","vertical","28_4"
28,4,2,"r0c2_bottom_left","back_slash","28_4"
28,4,2,"r1c0_bottom_right","forward_slash","28_4"
28,4,2,"r1c2_bottom_left","back_slash","28_4"
28,4,2,"r2c0_bottom_right","forward_slash","28_4"
28,4,2,"r2c0_right","vertical","28_4"
28,4,2,"r2c1_bottom_left","back_slash","28_4"
28,4,2,"r3c2_right","vertical","28_4"
28,6,1,"r0c0_bottom_right","forward_slash","28_6"
28,6,1,"r2c2_bottom_left","back_slash","28_6"
28,6,1.3333,"r2c1_bottom_left","back_slash","28_6"
28,7,1.3333,"r0c1_bottom_right","forward_slash","28_7"
28,7,1.3333,"r1c0_bottom_right","forward_slash","28_7"
28,7,1.3333,"r1c3_bottom_left","back_slash","28_7"
28,8,1.3333,"r0c3_bottom_left","back_slash","28_8"
28,8,1.3333,"r1c3_bottom_left","back_slash","28_8"
28,8,1.3333,"r3c0_right","vertical","28_8"
28,9,1,"r3c1_right","vertical","28_9"
28,9,1.3333,"r2c0_right","vertical","28_9"
28,9,1.3333,"r2c2_bottom_left","back_slash","28_9"
28,9,1.3333,"r2c3_bottom_right","forward_slash","28_9"
28,10,1,"r1c1_right","vertical","28_10"
28,10,1.6667,"r0c3_bottom_left","back_slash","28_10"
28,10,1.6667,"r1c2_bottom_left","back_slash","28_10"
28,11,1,"r1c1_right","vertical","28_11"
28,11,1.3333,"r0c1_bottom_left","back_slash","28_11"
28,11,1.3333,"r0c2_bottom_left","back_slash","28_11"
28,11,1.3333,"r1c1_bottom_left","back_slash","28_11"
28,11,1.3333,"r2c0_right","vertical","28_11"
28,11,1.3333,"r2c1_bottom_left","back_slash","28_11"
28,11,1.3333,"r2c1_bottom_right","forward_slash","28_11"
28,12,1,"r0c1_right","vertical","28_12"
28,12,1,"r1c1_bottom_right","forward_slash","28_12"
28,12,1.3333,"r0c0_bottom_right","forward_slash","28_12"
28,12,1.3333,"r1c1_bottom_left","back_slash","28_12"
28,12,1.3333,"r1c2_bottom_right","forward_slash","28_12"
28,13,1.3333,"r3c1_right","vertical","28_13"
28,13,1.6667,"r0c0_bottom_right","forward_slash","28_13"
28,13,1.6667,"r3c2_right","vertical","28_13"
28,14,1.3333,"r1c0_right","vertical","28_14"
28,14,1.6667,"r1c0_bottom_right","forward_slash","28_14"
28,14,1.6667,"r2c1_bottom_right","forward_slash","28_14"
28,15,1.3333,"r0c1_bottom_left","back_slash","28_15"
28,15,1.3333,"r0c3_bottom_left","back_slash","28_15"
28,15,1.3333,"r2c2_bottom_right","forward_slash","28_15"
28,16,1,"r2c0_bottom_right","forward_slash","28_16"
28,16,1,"r2c3_bottom_right","forward_slash","28_16"
28,16,1.3333,"r0c1_bottom_left","back_slash","28_16"
28,16,1.3333,"r2c1_bottom_left","back_slash","28_16"
28,16,1.3333,"r2c3_bottom_left","back_slash","28_16"
28,17,1,"r3c2_right","vertical","28_17"
28,17,1.6667,"r2c0_bottom_right","forward_slash","28_17"
28,17,1.6667,"r2c1_right","vertical","28_17"
28,18,1,"r0c3_bottom_right","forward_slash","28_18"
28,18,1.3333,"r1c0_bottom_right","forward_slash","28_18"
28,18,1.3333,"r1c2_right","vertical","28_18"
28,18,1.3333,"r2c1_right","vertical","28_18"
28,18,1.3333,"r2c2_bottom_left","back_slash","28_18"
28,18,1.3333,"r3c0_right","vertical","28_18"
28,19,1,"r0c3_bottom_left","back_slash","28_19"
28,19,1,"r2c0_right","vertical","28_19"
28,19,1.6667,"r0c0_right","vertical","28_19"
28,19,1.6667,"r1c0_bottom_right","forward_slash","28_19"
28,19,1.6667,"r2c0_bottom_right","forward_slash","28_19"
28,20,1,"r0c0_right","vertical","28_20"
28,20,1.3333,"r0c2_bottom_left","back_slash","28_20"
28,20,1.3333,"r1c0_bottom_right","forward_slash","28_20"
28,20,1.3333,"r1c2_bottom_left","back_slash","28_20"
28,20,1.3333,"r1c2_bottom_right","forward_slash","28_20"
28,21,1,"r1c2_bottom_right","forward_slash","28_21"
28,21,1.3333,"r0c0_bottom_right","forward_slash","28_21"
28,21,1.3333,"r0c2_bottom_right","forward_slash","28_21"
28,22,1.3333,"r0c0_right","vertical","28_22"
28,22,1.3333,"r0c3_bottom_right","forward_slash","28_22"
28,22,1.3333,"r1c0_bottom_left","back_slash","28_22"
28,22,1.3333,"r2c0_bottom_right","forward_slash","28_22"
28,22,1.3333,"r3c2_right","vertical","28_22"
28,23,1.3333,"r2c1_bottom_right","forward_slash","28_23"
28,23,1.3333,"r2c1_right","vertical","28_23"
28,23,1.3333,"r2c2_bottom_left","back_slash","28_23"
28,24,1.3333,"r1c0_bottom_left","back_slash","28_24"
28,24,1.3333,"r1c0_right","vertical","28_24"
28,24,1.3333,"r2c0_right","vertical","28_24"
28,24,1.3333,"r2c3_bottom_right","forward_slash","28_24"
28,25,1.3333,"r0c0_right","vertical","28_25"
28,25,1.3333,"r1c0_right","vertical","28_25"
28,25,1.3333,"r1c3_bottom_left","back_slash","28_25"
28,25,1.3333,"r3c0_right","vertical","28_25"
28,25,1.3333,"r3c1_right","vertical","28_25"
28,26,1.3333,"r2c0_right","vertical","28_26"
28,26,1.3333,"r2c3_bottom_right","forward_slash","28_26"
28,26,2,"r0c1_right","vertical","28_26"
28,26,2,"r0c2_bottom_left","back_slash","28_26"
28,26,2,"r1c3_bottom_left","back_slash","28_26"
28,27,1,"r2c1_bottom_left","back_slash","28_27"
28,27,1.3333,"r0c1_bottom_right","forward_slash","28_27"
28,27,1.3333,"r2c2_right","vertical","28_27"
