"participant","date","overall_time","trial_count","click_order","prompt_rt_sec","selection_rt_ms","pressed_object","line_width","top_x","top_y","bottom_x","bottom_y","line_id","line_orientation","selected_or_released","accuracy","possible_thinnest_lines","is_practice","drop_marker","indecision_trial","accuracy_type"
35,"2021_Oct_18_1258","0 days 00:27:16.458975000",87,2,3.23775810000006,3349.04,"line",2,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,13,"False","35_87",0,"hit"
35,"2021_Oct_18_1258","0 days 00:27:18.762260000",87,3,3.23775810000006,5652.325,"line",2,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,13,"False","35_87",0,"hit"
35,"2021_Oct_18_1258","0 days 00:27:19.764255000",87,4,3.23775810000006,6654.32,"submit",NA,NA,NA,NA,NA,"","","",1,13,"False","35_87",0,NA
35,"2021_Oct_18_1258","0 days 00:27:24.567520000",88,1,3.37867410000035,696.869,"line",2,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","35_88",0,"false_alarm"
35,"2021_Oct_18_1258","0 days 00:27:28.105212000",88,2,3.37867410000035,4234.561,"line",2,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,3,"False","35_88",0,"false_alarm"
35,"2021_Oct_18_1258","0 days 00:27:30.690007000",88,3,3.37867410000035,6819.356,"line",2,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,3,"False","35_88",0,"false_alarm"
35,"2021_Oct_18_1258","0 days 00:27:31.860632000",88,4,3.37867410000035,7989.981,"submit",NA,NA,NA,NA,NA,"","","",0,3,"False","35_88",0,NA
35,"2021_Oct_18_1258","0 days 00:27:44.504294000",89,1,10.2913357999996,1398.003,"line",2,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,5,"False","35_89",0,"false_alarm"
35,"2021_Oct_18_1258","0 days 00:27:46.306272000",89,2,10.2913357999996,3199.981,"line",1.3333,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,5,"False","35_89",0,"hit"
35,"2021_Oct_18_1258","0 days 00:27:47.673682000",89,3,10.2913357999996,4567.391,"line",1.6667,-106.894850610438,210.326657894522,-106.894850610438,90.3266578945223,"r1c0_right","vertical","selected",NA,5,"False","35_89",0,"hit"
35,"2021_Oct_18_1258","0 days 00:27:48.909908000",89,4,10.2913357999996,5803.617,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,5,"False","35_89",0,NA
35,"2021_Oct_18_1258","0 days 00:27:52.628285000",90,1,2.11293029999979,679.631,"line",1.6667,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,4,"False","35_90",0,"false_alarm"
35,"2021_Oct_18_1258","0 days 00:27:53.496038000",90,2,2.11293029999979,1547.384,"line",1.3333,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,4,"False","35_90",0,"hit"
35,"2021_Oct_18_1258","0 days 00:27:54.498085000",90,3,2.11293029999979,2549.431,"line",1.3333,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,4,"False","35_90",0,"hit"
35,"2021_Oct_18_1258","0 days 00:27:55.233228000",90,4,2.11293029999979,3284.574,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,4,"False","35_90",0,NA
35,"2021_Oct_18_1258","0 days 00:27:59.202128000",91,1,2.84608949999983,381.105,"line",1.3333,-9.19313414725039,400,-9.19313414725039,280,"r0c1_right","vertical","selected",NA,4,"False","35_91",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:00.986796000",91,2,2.84608949999983,2165.773,"line",1.3333,88.508582315937,210.326657894522,88.508582315937,90.3266578945223,"r1c1_right","vertical","selected",NA,4,"False","35_91",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:02.589252000",91,3,2.84608949999983,3768.229,"line",1,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,4,"False","35_91",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:03.525349000",91,4,2.84608949999983,4704.326,"submit",NA,NA,NA,NA,NA,"","","",1,4,"False","35_91",0,NA
35,"2021_Oct_18_1258","0 days 00:28:10.797333000",92,1,5.93160809999972,648.379,"line",1.3333,186.210298779124,20.6533157890446,186.210298779124,-99.3466842109554,"r2c2_right","vertical","selected",NA,4,"False","35_92",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:11.698151000",92,2,5.93160809999972,1549.197,"line",1.6667,186.210298779124,280,283.912015242312,210.326657894522,"r0c3_bottom_left","back_slash","selected",NA,4,"False","35_92",0,"false_alarm"
35,"2021_Oct_18_1258","0 days 00:28:16.635782000",92,3,5.93160809999972,6486.828,"line",1.3333,-9.19313414725039,400,-9.19313414725039,280,"r0c1_right","vertical","selected",NA,4,"False","35_92",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:18.722835000",92,4,5.93160809999972,8573.881,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,4,"False","35_92",0,NA
35,"2021_Oct_18_1258","0 days 00:28:25.394084000",93,1,2.18516350000027,747.406,"line",1,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,4,"False","35_93",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:26.412350000",93,2,2.18516350000027,1765.672,"line",1.3333,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,4,"False","35_93",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:33.219853000",93,3,2.18516350000027,8573.175,"line",1.3333,-106.894850610438,-169.020026316433,-106.894850610438,-289.020026316433,"r3c0_right","vertical","selected",NA,4,"False","35_93",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:34.055375000",93,4,2.18516350000027,9408.697,"submit",NA,NA,NA,NA,NA,"","","",1,4,"False","35_93",0,NA
35,"2021_Oct_18_1258","0 days 00:28:45.882242000",94,1,3.79925479999929,3768.988,"line",1,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,7,"False","35_94",1,"hit"
35,"2021_Oct_18_1258","0 days 00:28:47.816759000",94,2,3.79925479999929,5703.505,"line",1.3333,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,7,"False","35_94",1,"hit"
35,"2021_Oct_18_1258","0 days 00:28:51.421240000",94,3,3.79925479999929,9307.986,"line",2,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,7,"False","35_94",1,NA
35,"2021_Oct_18_1258","0 days 00:28:51.554582000",94,4,3.79925479999929,9441.328,"line",2,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","released",NA,7,"False","35_94",1,NA
35,"2021_Oct_18_1258","0 days 00:28:53.356900000",94,5,3.79925479999929,11243.646,"line",2,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,7,"False","35_94",1,"hit"
35,"2021_Oct_18_1258","0 days 00:28:54.025652000",94,6,3.79925479999929,11912.398,"submit",NA,NA,NA,NA,NA,"","","",1,7,"False","35_94",1,NA
35,"2021_Oct_18_1258","0 days 00:28:57.058980000",95,1,1.17168300000048,663.543,"line",1.3333,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,3,"False","35_95",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:58.193453000",95,2,1.17168300000048,1798.016,"line",1,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,3,"False","35_95",0,"hit"
35,"2021_Oct_18_1258","0 days 00:28:59.562723000",95,3,1.17168300000048,3167.286,"line",1,-9.19313414725039,20.6533157890446,-9.19313414725039,-99.3466842109554,"r2c1_right","vertical","selected",NA,3,"False","35_95",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:00.548701000",95,4,1.17168300000048,4153.264,"submit",NA,NA,NA,NA,NA,"","","",1,3,"False","35_95",0,NA
35,"2021_Oct_18_1258","0 days 00:29:05.417639000",96,1,3.44852429999992,614.218,"line",1,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,4,"False","35_96",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:06.702969000",96,2,3.44852429999992,1899.548,"line",1.3333,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,4,"False","35_96",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:12.892429000",96,3,3.44852429999992,8089.008,"line",1,283.912015242312,-169.020026316433,283.912015242312,-289.020026316433,"r3c2_right","vertical","selected",NA,4,"False","35_96",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:14.012512000",96,4,3.44852429999992,9209.091,"submit",NA,NA,NA,NA,NA,"","","",1,4,"False","35_96",0,NA
35,"2021_Oct_18_1258","0 days 00:29:16.429539000",97,1,1.15927750000083,413.984,"line",1,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","35_97",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:20.766849000",97,2,1.15927750000083,4751.294,"line",1,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","35_97",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:25.121070000",97,3,1.15927750000083,9105.515,"line",1.3333,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,3,"False","35_97",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:26.073889000",97,4,1.15927750000083,10058.334,"submit",NA,NA,NA,NA,NA,"","","",1,3,"False","35_97",0,NA
35,"2021_Oct_18_1258","0 days 00:29:37.633986000",98,1,10.3858298999994,347.278,"line",2,-9.19313414725039,400,-9.19313414725039,280,"r0c1_right","vertical","selected",NA,4,"False","35_98",0,"false_alarm"
35,"2021_Oct_18_1258","0 days 00:29:40.453297000",98,2,10.3858298999994,3166.589,"line",1.3333,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,4,"False","35_98",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:41.588890000",98,3,10.3858298999994,4302.182,"line",1.3333,-9.19313414725039,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_left","back_slash","selected",NA,4,"False","35_98",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:42.457390000",98,4,10.3858298999994,5170.682,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,4,"False","35_98",0,NA
35,"2021_Oct_18_1258","0 days 00:29:46.475984000",99,1,2.7737688999996,514.023,"line",1,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,3,"False","35_99",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:54.134749000",99,2,2.7737688999996,8172.788,"line",1.3333,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,3,"False","35_99",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:56.986016000",99,3,2.7737688999996,11024.055,"line",1.3333,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","35_99",0,"hit"
35,"2021_Oct_18_1258","0 days 00:29:58.022005000",99,4,2.7737688999996,12060.044,"submit",NA,NA,NA,NA,NA,"","","",1,3,"False","35_99",0,NA
36,"2021_Oct_18_1333","0 days 00:03:48.049789000",2,1,6.18094530000053,1547.582,"line",1,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,3,"False","36_2",1,"hit"
36,"2021_Oct_18_1333","0 days 00:03:51.620976000",2,2,6.18094530000053,5118.769,"line",1.3333,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","36_2",1,NA
36,"2021_Oct_18_1333","0 days 00:03:51.753260000",2,3,6.18094530000053,5251.053,"line",1.3333,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","released",NA,3,"False","36_2",1,NA
36,"2021_Oct_18_1333","0 days 00:03:53.155348000",2,4,6.18094530000053,6653.141,"line",1.3333,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","36_2",1,"hit"
36,"2021_Oct_18_1333","0 days 00:04:02.948045000",2,5,6.18094530000053,16445.838,"line",1,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,3,"False","36_2",1,NA
36,"2021_Oct_18_1333","0 days 00:04:03.082252000",2,6,6.18094530000053,16580.045,"line",1,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","released",NA,3,"False","36_2",1,NA
36,"2021_Oct_18_1333","0 days 00:04:04.350242000",2,7,6.18094530000053,17848.035,"line",1,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,3,"False","36_2",1,"hit"
36,"2021_Oct_18_1333","0 days 00:04:06.070184000",2,8,6.18094530000053,19567.977,"submit",NA,NA,NA,NA,NA,"","","",1,3,"False","36_2",1,NA
36,"2021_Oct_18_1333","0 days 00:04:47.860426000",4,1,0.0297257000001991,3467.461,"line",1.3333,-106.894850610438,-169.020026316433,-106.894850610438,-289.020026316433,"r3c0_right","vertical","selected",NA,3,"False","36_4",1,NA
36,"2021_Oct_18_1333","0 days 00:04:47.993859000",4,2,0.0297257000001991,3600.894,"line",1.3333,-106.894850610438,-169.020026316433,-106.894850610438,-289.020026316433,"r3c0_right","vertical","released",NA,3,"False","36_4",1,NA
36,"2021_Oct_18_1333","0 days 00:04:50.396919000",4,3,0.0297257000001991,6003.954,"line",1.3333,-106.894850610438,-169.020026316433,-106.894850610438,-289.020026316433,"r3c0_right","vertical","selected",NA,3,"False","36_4",1,"hit"
36,"2021_Oct_18_1333","0 days 00:04:57.269511000",4,4,0.0297257000001991,12876.546,"line",2,283.912015242312,210.326657894522,283.912015242312,90.3266578945223,"r1c2_right","vertical","selected",NA,3,"False","36_4",1,NA
36,"2021_Oct_18_1333","0 days 00:04:57.403259000",4,5,0.0297257000001991,13010.294,"line",2,283.912015242312,210.326657894522,283.912015242312,90.3266578945223,"r1c2_right","vertical","released",NA,3,"False","36_4",1,NA
36,"2021_Oct_18_1333","0 days 00:04:59.907378000",4,6,0.0297257000001991,15514.413,"line",2,283.912015242312,210.326657894522,283.912015242312,90.3266578945223,"r1c2_right","vertical","selected",NA,3,"False","36_4",1,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:05:02.374105000",4,7,0.0297257000001991,17981.14,"line",1.3333,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,3,"False","36_4",1,"hit"
36,"2021_Oct_18_1333","0 days 00:05:03.978377000",4,8,0.0297257000001991,19585.412,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","36_4",1,NA
36,"2021_Oct_18_1333","0 days 00:05:43.148900000",6,1,0.700625800000125,6703.711,"line",1.6667,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,3,"False","36_6",1,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:05:44.115926000",6,2,0.700625800000125,7670.737,"line",2,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,3,"False","36_6",1,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:05:46.786133000",6,3,0.700625800000125,10340.944,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","36_6",1,NA
36,"2021_Oct_18_1333","0 days 00:05:46.918725000",6,4,0.700625800000125,10473.536,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","released",NA,3,"False","36_6",1,NA
36,"2021_Oct_18_1333","0 days 00:05:48.520656000",6,5,0.700625800000125,12075.467,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","36_6",1,"hit"
36,"2021_Oct_18_1333","0 days 00:05:49.890897000",6,6,0.700625800000125,13445.708,"submit",NA,NA,NA,NA,NA,"","","",0.333333333333333,3,"False","36_6",1,NA
36,"2021_Oct_18_1333","0 days 00:06:24.708564000",8,1,0.7860754000003,5921.963,"line",2,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,7,"False","36_8",1,"hit"
36,"2021_Oct_18_1333","0 days 00:06:30.012106000",8,2,0.7860754000003,11225.505,"line",2,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,7,"False","36_8",1,NA
36,"2021_Oct_18_1333","0 days 00:06:30.146174000",8,3,0.7860754000003,11359.573,"line",2,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","released",NA,7,"False","36_8",1,NA
36,"2021_Oct_18_1333","0 days 00:06:31.580825000",8,4,0.7860754000003,12794.224,"line",2,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,7,"False","36_8",1,"hit"
36,"2021_Oct_18_1333","0 days 00:06:33.048937000",8,5,0.7860754000003,14262.336,"line",2,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,7,"False","36_8",1,"hit"
36,"2021_Oct_18_1333","0 days 00:06:34.202017000",8,6,0.7860754000003,15415.416,"submit",NA,NA,NA,NA,NA,"","","",1,7,"False","36_8",1,NA
36,"2021_Oct_18_1333","0 days 00:06:37.669232000",9,1,0.865225399999872,1615.133,"line",1,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,4,"False","36_9",1,"hit"
36,"2021_Oct_18_1333","0 days 00:06:44.160049000",9,2,0.865225399999872,8105.95,"line",2,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,4,"False","36_9",1,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:06:47.997050000",9,3,0.865225399999872,11942.951,"line",1.3333,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,4,"False","36_9",1,NA
36,"2021_Oct_18_1333","0 days 00:06:48.130116000",9,4,0.865225399999872,12076.017,"line",1.3333,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","released",NA,4,"False","36_9",1,NA
36,"2021_Oct_18_1333","0 days 00:06:49.565577000",9,5,0.865225399999872,13511.478,"line",1.3333,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,4,"False","36_9",1,"hit"
36,"2021_Oct_18_1333","0 days 00:06:52.720679000",9,6,0.865225399999872,16666.58,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,4,"False","36_9",1,NA
36,"2021_Oct_18_1333","0 days 00:07:32.108038000",11,1,0.20856780000031,2615.96,"line",1,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,3,"False","36_11",0,"hit"
36,"2021_Oct_18_1333","0 days 00:07:36.612688000",11,2,0.20856780000031,7120.61,"line",1,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,3,"False","36_11",0,"hit"
36,"2021_Oct_18_1333","0 days 00:07:38.546953000",11,3,0.20856780000031,9054.875,"line",2,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,3,"False","36_11",0,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:07:39.784070000",11,4,0.20856780000031,10291.992,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","36_11",0,NA
36,"2021_Oct_18_1333","0 days 00:07:43.819887000",12,1,1.52465260000008,1948.872,"line",1.6667,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,3,"False","36_12",0,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:07:46.539206000",12,2,1.52465260000008,4668.191,"line",1.3333,381.613731705499,280,283.912015242312,210.326657894522,"r0c3_bottom_right","forward_slash","selected",NA,3,"False","36_12",0,"hit"
36,"2021_Oct_18_1333","0 days 00:07:47.974030000",12,3,1.52465260000008,6103.015,"line",1.3333,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,3,"False","36_12",0,"hit"
36,"2021_Oct_18_1333","0 days 00:07:49.777481000",12,4,1.52465260000008,7906.466,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","36_12",0,NA
36,"2021_Oct_18_1333","0 days 00:07:52.895461000",13,1,0.235613400000148,2348.811,"line",1,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,5,"False","36_13",1,NA
36,"2021_Oct_18_1333","0 days 00:07:55.548041000",13,2,0.235613400000148,5001.391,"line",1,381.613731705499,280,283.912015242312,210.326657894522,"r0c3_bottom_right","forward_slash","selected",NA,5,"False","36_13",1,"hit"
36,"2021_Oct_18_1333","0 days 00:07:56.616072000",13,3,0.235613400000148,6069.422,"line",1.3333,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,5,"False","36_13",1,"hit"
36,"2021_Oct_18_1333","0 days 00:07:59.051916000",13,4,0.235613400000148,8505.266,"line",1,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","released",NA,5,"False","36_13",1,NA
36,"2021_Oct_18_1333","0 days 00:08:02.588998000",13,5,0.235613400000148,12042.348,"line",1,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,5,"False","36_13",1,NA
36,"2021_Oct_18_1333","0 days 00:08:02.722594000",13,6,0.235613400000148,12175.944,"line",1,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","released",NA,5,"False","36_13",1,NA
36,"2021_Oct_18_1333","0 days 00:08:03.991045000",13,7,0.235613400000148,13444.395,"line",1,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,5,"False","36_13",1,"hit"
36,"2021_Oct_18_1333","0 days 00:08:05.259689000",13,8,0.235613400000148,14713.039,"submit",NA,NA,NA,NA,NA,"","","",1,5,"False","36_13",1,NA
36,"2021_Oct_18_1333","0 days 00:08:07.743837000",14,1,0.214624199999889,1648.522,"line",1,283.912015242312,210.326657894522,283.912015242312,90.3266578945223,"r1c2_right","vertical","selected",NA,3,"False","36_14",1,"hit"
36,"2021_Oct_18_1333","0 days 00:08:11.881899000",14,2,0.214624199999889,5786.584,"line",1,-106.894850610438,210.326657894522,-106.894850610438,90.3266578945223,"r1c0_right","vertical","selected",NA,3,"False","36_14",1,NA
36,"2021_Oct_18_1333","0 days 00:08:12.014116000",14,3,0.214624199999889,5918.801,"line",1,-106.894850610438,210.326657894522,-106.894850610438,90.3266578945223,"r1c0_right","vertical","released",NA,3,"False","36_14",1,NA
36,"2021_Oct_18_1333","0 days 00:08:13.082863000",14,4,0.214624199999889,6987.548,"line",1,-106.894850610438,210.326657894522,-106.894850610438,90.3266578945223,"r1c0_right","vertical","selected",NA,3,"False","36_14",1,"hit"
36,"2021_Oct_18_1333","0 days 00:08:15.500944000",14,5,0.214624199999889,9405.629,"line",1.6667,-204.596567073625,400,-204.596567073625,280,"r0c0_right","vertical","selected",NA,3,"False","36_14",1,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:08:16.704535000",14,6,0.214624199999889,10609.22,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","36_14",1,NA
36,"2021_Oct_18_1333","0 days 00:08:18.605761000",15,1,0.133250599999883,1049.011,"line",1,186.210298779124,20.6533157890446,186.210298779124,-99.3466842109554,"r2c2_right","vertical","selected",NA,5,"False","36_15",1,"hit"
36,"2021_Oct_18_1333","0 days 00:08:23.795042000",15,2,0.133250599999883,6239.319,"line",1,-106.894850610438,-169.020026316433,-106.894850610438,-289.020026316433,"r3c0_right","vertical","selected",NA,5,"False","36_15",1,"hit"
36,"2021_Oct_18_1333","0 days 00:08:26.730386000",15,3,0.133250599999883,9174.663,"line",1.3333,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,5,"False","36_15",1,NA
36,"2021_Oct_18_1333","0 days 00:08:26.863864000",15,4,0.133250599999883,9308.141,"line",1.3333,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","released",NA,5,"False","36_15",1,NA
36,"2021_Oct_18_1333","0 days 00:08:30.100150000",15,5,0.133250599999883,12544.427,"line",1.3333,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,5,"False","36_15",1,"hit"
36,"2021_Oct_18_1333","0 days 00:08:31.237013000",15,6,0.133250599999883,13681.29,"submit",NA,NA,NA,NA,NA,"","","",1,5,"False","36_15",1,NA
36,"2021_Oct_18_1333","0 days 00:08:37.157451000",16,1,0.209097199999633,4985.151,"line",1.3333,-204.596567073625,400,-204.596567073625,280,"r0c0_right","vertical","selected",NA,3,"False","36_16",1,"hit"
36,"2021_Oct_18_1333","0 days 00:08:41.745506000",16,2,0.209097199999633,9573.206,"line",2,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,3,"False","36_16",1,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:08:44.982050000",16,3,0.209097199999633,12809.75,"line",2,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,3,"False","36_16",1,NA
36,"2021_Oct_18_1333","0 days 00:08:45.114786000",16,4,0.209097199999633,12942.486,"line",2,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","released",NA,3,"False","36_16",1,NA
36,"2021_Oct_18_1333","0 days 00:08:46.750873000",16,5,0.209097199999633,14578.573,"line",2,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,3,"False","36_16",1,"false_alarm"
36,"2021_Oct_18_1333","0 days 00:08:48.454232000",16,6,0.209097199999633,16281.932,"submit",NA,NA,NA,NA,NA,"","","",0.333333333333333,3,"False","36_16",1,NA
36,"2021_Oct_18_1333","0 days 00:08:53.422994000",17,1,0.0803783000001204,4151.645,"line",1.3333,186.210298779124,400,186.210298779124,280,"r0c2_right","vertical","selected",NA,3,"False","36_17",0,"false_alarm"
