participant,date,overall_time,trial_count,click_order,prompt_rt_sec,selection_rt_ms,pressed_object,line_width,top_x,top_y,bottom_x,bottom_y,line_id,line_orientation,selected_or_released,accuracy,possible_thinnest_lines,is_practice
27,2021_Oct_13_1358,0 days 00:02:42.196529000,0,1,10.350891099995351,22415.038,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,4,True
27,2021_Oct_13_1358,0 days 00:02:50.502900000,0,2,10.350891099995351,30721.409,line,2.0,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,4,True
27,2021_Oct_13_1358,0 days 00:02:58.378044000,0,3,10.350891099995351,38596.553,line,1.6667,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,4,True
27,2021_Oct_13_1358,0 days 00:02:59.881561000,0,4,10.350891099995351,40100.07,submit,,,,,,,,,0.3333333333333333,4,True
27,2021_Oct_13_1358,0 days 00:03:25.437133000,1,1,7.495524800004205,2880.691,line,1.6667,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:03:27.807610000,1,2,7.495524800004205,5251.168,line,1.0,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:03:35.915302000,1,3,7.495524800004205,13358.86,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:03:37.118676000,1,4,7.495524800004205,14562.234,submit,,,,,,,,,1.0,4,False
27,2021_Oct_13_1358,0 days 00:03:52.948996000,2,1,2.7649311999994097,10657.786,line,1.3333,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:03:55.334836000,2,2,2.7649311999994097,13043.626,line,1.3333,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:03:56.535467000,2,3,2.7649311999994097,14244.257,line,2.0,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:04:08.096961000,2,4,2.7649311999994097,25805.751,line,1.3333,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,released,,4,False
27,2021_Oct_13_1358,0 days 00:04:11.152652000,2,5,2.7649311999994097,28861.442,line,1.3333,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:04:19.677698000,2,6,2.7649311999994097,37386.488,submit,,,,,,,,,0.6666666666666666,4,False
27,2021_Oct_13_1358,0 days 00:04:34.774233000,3,1,2.4212165999924764,10441.178,line,1.0,-204.5965670736252,400.0,-204.5965670736252,280.0,r0c0_right,vertical,selected,,3,False
27,2021_Oct_13_1358,0 days 00:04:37.176477000,3,2,2.4212165999924764,12843.422,line,1.3333,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,3,False
27,2021_Oct_13_1358,0 days 00:04:40.046854000,3,3,2.4212165999924764,15713.798999999999,line,1.0,186.21029877912443,20.653315789044555,186.21029877912443,-99.34668421095544,r2c2_right,vertical,selected,,3,False
27,2021_Oct_13_1358,0 days 00:04:50.892081000,3,4,2.4212165999924764,26559.026,submit,,,,,,,,,1.0,3,False
27,2021_Oct_13_1358,0 days 00:05:07.908001000,4,1,8.030859899998177,7171.706,line,1.3333,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,3,False
27,2021_Oct_13_1358,0 days 00:05:09.242581000,4,2,8.030859899998177,8506.286,line,1.0,-9.19313414725039,20.653315789044555,-9.19313414725039,-99.34668421095544,r2c1_right,vertical,selected,,3,False
27,2021_Oct_13_1358,0 days 00:05:20.352707000,4,3,8.030859899998177,19616.412,line,1.6667,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,3,False
27,2021_Oct_13_1358,0 days 00:05:22.257805000,4,4,8.030859899998177,21521.51,submit,,,,,,,,,0.6666666666666666,3,False
27,2021_Oct_13_1358,0 days 00:05:33.698948000,5,1,8.399984099989524,1180.808,line,1.3333,-204.5965670736252,400.0,-204.5965670736252,280.0,r0c0_right,vertical,selected,,4,False
27,2021_Oct_13_1358,0 days 00:05:34.917470000,5,2,8.399984099989524,2399.33,line,1.6667,-9.19313414725039,400.0,-9.19313414725039,280.0,r0c1_right,vertical,selected,,4,False
27,2021_Oct_13_1358,0 days 00:05:36.118586000,5,3,8.399984099989524,3600.446,line,1.0,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:05:40.906879000,5,4,8.399984099989524,8388.739,line,1.3333,-204.5965670736252,400.0,-204.5965670736252,280.0,r0c0_right,vertical,released,,4,False
27,2021_Oct_13_1358,0 days 00:05:43.608162000,5,5,8.399984099989524,11090.022,line,1.6667,-9.19313414725039,400.0,-9.19313414725039,280.0,r0c1_right,vertical,released,,4,False
27,2021_Oct_13_1358,0 days 00:05:44.860665000,5,6,8.399984099989524,12342.525,line,1.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:05:45.962001000,5,7,8.399984099989524,13443.861,line,1.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,4,False
27,2021_Oct_13_1358,0 days 00:05:47.231228000,5,8,8.399984099989524,14713.088,submit,,,,,,,,,1.0,4,False
27,2021_Oct_13_1358,0 days 00:05:54.136310000,6,1,1.982835700007854,2980.6710000000003,line,1.0,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,5,False
27,2021_Oct_13_1358,0 days 00:05:55.371084000,6,2,1.982835700007854,4215.445,line,1.3333,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,5,False
