"subject","date","overall_time","trial_count","click_order","prompt_rt_sec","selection_rt_ms","pressed_object","line_width","top_x","top_y","bottom_x","bottom_y","line_id","line_orientation","selected_or_released","accuracy","possible_thinnest_lines","is_practice","drop_marker","indecision_trial","accuracy_type","selection_rt_ms_relative","accuracy_numeric"
10,"2021_Oct_01_1059","0 days 00:31:04.465510000",2,1,18.0645066000002,980.533,"line",1.3333,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,3,"False","10_2",0,"hit",980.533,1
10,"2021_Oct_01_1059","0 days 00:31:05.332162000",2,2,18.0645066000002,1847.185,"line",1.3333,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,3,"False","10_2",0,"hit",866.652,1
10,"2021_Oct_01_1059","0 days 00:31:06.467754000",2,3,18.0645066000002,2982.777,"line",1,283.912015242312,210.326657894522,283.912015242312,90.3266578945223,"r1c2_right","vertical","selected",NA,3,"False","10_2",0,"hit",1135.592,1
10,"2021_Oct_01_1059","0 days 00:31:59.290233000",4,1,10.2630254000001,499.617,"line",1,88.508582315937,210.326657894522,88.508582315937,90.3266578945223,"r1c1_right","vertical","selected",NA,4,"False","10_4",0,"hit",499.617,1
10,"2021_Oct_01_1059","0 days 00:32:00.722075000",4,2,10.2630254000001,1931.459,"line",1,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,4,"False","10_4",0,"hit",1431.842,1
10,"2021_Oct_01_1059","0 days 00:32:06.628690000",4,3,10.2630254000001,7838.074,"line",1.3333,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,4,"False","10_4",0,"hit",5906.615,1
10,"2021_Oct_01_1059","0 days 00:33:31.726854000",7,1,12.6041823999994,494.944,"line",1,-204.596567073625,400,-204.596567073625,280,"r0c0_right","vertical","selected",NA,3,"False","10_7",0,"hit",494.944,1
10,"2021_Oct_01_1059","0 days 00:33:33.398530000",7,2,12.6041823999994,2166.62,"line",1.3333,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,3,"False","10_7",0,"hit",1671.676,1
10,"2021_Oct_01_1059","0 days 00:33:38.169668000",7,3,12.6041823999994,6937.758,"line",2,186.210298779124,280,283.912015242312,210.326657894522,"r0c3_bottom_left","back_slash","selected",NA,3,"False","10_7",0,"false_alarm",4771.138,0
10,"2021_Oct_01_1059","0 days 00:33:45.994577000",8,1,5.93534029999955,413.548,"line",1,381.613731705499,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_right","forward_slash","selected",NA,4,"False","10_8",0,"hit",413.548,1
10,"2021_Oct_01_1059","0 days 00:33:47.062964000",8,2,5.93534029999955,1481.935,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,4,"False","10_8",0,"hit",1068.387,1
10,"2021_Oct_01_1059","0 days 00:33:50.432498000",8,3,5.93534029999955,4851.469,"line",1.3333,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,4,"False","10_8",0,"hit",3369.534,1
10,"2021_Oct_01_1059","0 days 00:34:01.994344000",9,1,9.24786649999987,432.085,"line",1,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","10_9",0,"hit",432.085,1
10,"2021_Oct_01_1059","0 days 00:34:02.827050000",9,2,9.24786649999987,1264.791,"line",1.3333,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,3,"False","10_9",0,"hit",832.706,1
10,"2021_Oct_01_1059","0 days 00:34:03.560541000",9,3,9.24786649999987,1998.282,"line",1.3333,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,3,"False","10_9",0,"hit",733.491,1
10,"2021_Oct_01_1059","0 days 00:34:17.425251000",10,1,11.0859492999998,493.813,"line",1,381.613731705499,280,283.912015242312,210.326657894522,"r0c3_bottom_right","forward_slash","selected",NA,4,"False","10_10",0,"hit",493.813,1
10,"2021_Oct_01_1059","0 days 00:34:19.793947000",10,2,11.0859492999998,2862.509,"line",1.3333,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,4,"False","10_10",0,"hit",2368.696,1
10,"2021_Oct_01_1059","0 days 00:34:21.528694000",10,3,11.0859492999998,4597.256,"line",1.3333,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,4,"False","10_10",0,"hit",1734.747,1
10,"2021_Oct_01_1059","0 days 00:34:30.637667000",11,1,6.61410849999993,612.735,"line",1,381.613731705499,280,283.912015242312,210.326657894522,"r0c3_bottom_right","forward_slash","selected",NA,3,"False","10_11",0,"hit",612.735,1
10,"2021_Oct_01_1059","0 days 00:34:31.304974000",11,2,6.61410849999993,1280.042,"line",1.6667,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","10_11",0,"hit",667.307,1
10,"2021_Oct_01_1059","0 days 00:34:32.006249000",11,3,6.61410849999993,1981.317,"line",1.3333,-9.19313414725039,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_left","back_slash","selected",NA,3,"False","10_11",0,"hit",701.275,1
10,"2021_Oct_01_1059","0 days 00:34:43.534405000",12,1,7.41927919999944,1297.117,"line",1,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,3,"False","10_12",0,"hit",1297.117,1
10,"2021_Oct_01_1059","0 days 00:34:44.634910000",12,2,7.41927919999944,2397.622,"line",1,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,3,"False","10_12",0,"hit",1100.505,1
10,"2021_Oct_01_1059","0 days 00:34:47.471233000",12,3,7.41927919999944,5233.945,"line",1.3333,-9.19313414725039,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_left","back_slash","selected",NA,3,"False","10_12",0,"false_alarm",2836.323,0
10,"2021_Oct_01_1059","0 days 00:35:26.710625000",14,1,12.0802248,881.533,"line",1.6667,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","10_14",0,"hit",881.533,1
10,"2021_Oct_01_1059","0 days 00:35:27.744609000",14,2,12.0802248,1915.517,"line",1,-106.894850610438,210.326657894522,-106.894850610438,90.3266578945223,"r1c0_right","vertical","selected",NA,3,"False","10_14",0,"hit",1033.984,1
10,"2021_Oct_01_1059","0 days 00:35:29.012779000",14,3,12.0802248,3183.687,"line",1.6667,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,3,"False","10_14",0,"hit",1268.17,1
10,"2021_Oct_01_1059","0 days 00:36:09.886894000",16,1,16.3268708000005,498.522,"line",1,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,4,"False","10_16",0,"hit",498.522,1
10,"2021_Oct_01_1059","0 days 00:36:10.987275000",16,2,16.3268708000005,1598.903,"line",1.3333,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,4,"False","10_16",0,"hit",1100.381,1
10,"2021_Oct_01_1059","0 days 00:36:13.622401000",16,3,16.3268708000005,4234.029,"line",1.6667,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,4,"False","10_16",0,"hit",2635.126,1
10,"2021_Oct_01_1059","0 days 00:36:25.951212000",17,1,8.37903879999976,1198.739,"line",1,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,5,"False","10_17",0,"hit",1198.739,1
10,"2021_Oct_01_1059","0 days 00:36:27.020083000",17,2,8.37903879999976,2267.61,"line",1.3333,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,5,"False","10_17",0,"hit",1068.871,1
10,"2021_Oct_01_1059","0 days 00:36:27.754106000",17,3,8.37903879999976,3001.633,"line",1,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,5,"False","10_17",0,"hit",734.023,1
10,"2021_Oct_01_1059","0 days 00:37:13.381460000",19,1,11.6432841999995,1215.655,"line",1.6667,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,3,"False","10_19",0,"hit",1215.655,1
10,"2021_Oct_01_1059","0 days 00:37:14.515688000",19,2,11.6432841999995,2349.883,"line",1.3333,88.508582315937,210.326657894522,88.508582315937,90.3266578945223,"r1c1_right","vertical","selected",NA,3,"False","10_19",0,"hit",1134.228,1
10,"2021_Oct_01_1059","0 days 00:37:15.750279000",19,3,11.6432841999995,3584.474,"line",2,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,3,"False","10_19",0,"false_alarm",1234.591,0
10,"2021_Oct_01_1059","0 days 00:37:23.608228000",20,1,5.18830470000012,913.82,"line",1.3333,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,3,"False","10_20",0,"hit",913.82,1
10,"2021_Oct_01_1059","0 days 00:37:24.909180000",20,2,5.18830470000012,2214.772,"line",1,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","10_20",0,"hit",1300.952,1
10,"2021_Oct_01_1059","0 days 00:37:26.945109000",20,3,5.18830470000012,4250.701,"line",1.6667,381.613731705499,280,283.912015242312,210.326657894522,"r0c3_bottom_right","forward_slash","selected",NA,3,"False","10_20",0,"hit",2035.929,1
10,"2021_Oct_01_1059","0 days 00:37:37.155548000",21,1,7.36492249999992,981.831,"line",1.3333,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,3,"False","10_21",0,"hit",981.831,1
10,"2021_Oct_01_1059","0 days 00:37:38.457376000",21,2,7.36492249999992,2283.659,"line",1.6667,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,3,"False","10_21",0,"false_alarm",1301.828,0
10,"2021_Oct_01_1059","0 days 00:37:39.691514000",21,3,7.36492249999992,3517.797,"line",1.3333,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,3,"False","10_21",0,"hit",1234.138,1
10,"2021_Oct_01_1059","0 days 00:37:52.921123000",22,1,10.3933053000001,349.008,"line",1.3333,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,5,"False","10_22",0,"hit",349.008,1
