"participant","trial","is_anomaly_trial","anomaly_line_id","anomaly_group","selected_line_1","selected_line_2","selected_line_3","num_contiguous","num_non_contiguous","total_contiguous","anomaly_proportion","non_anomaly_proportion"
66,87,"True","r0c2_bottom_left",2,"r1c2_bottom_left","r2c1_bottom_left","r1c0_bottom_right",0,3,4,0,0.176470588235294
66,89,"True","r1c2_bottom_right",1,"r1c0_bottom_right","r2c1_bottom_left","r1c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
66,93,"True","r0c2_bottom_left",2,"r1c1_bottom_right","r1c1_bottom_left","r2c0_bottom_right",2,1,4,0.5,0.0588235294117647
67,2,"True","r2c2_right",1,"r0c2_bottom_right","r1c2_bottom_right","r2c2_bottom_right",2,1,8,0.25,0.0769230769230769
67,3,"True","r2c2_bottom_right",2,"r0c2_bottom_right","r2c1_right","r3c2_right",0,3,4,0,0.176470588235294
67,9,"True","r0c1_bottom_right",2,"r0c2_bottom_left","r0c2_bottom_right","r1c3_bottom_left",1,2,4,0.25,0.117647058823529
67,10,"True","r1c2_bottom_right",1,"r0c1_bottom_left","r2c1_bottom_right","r2c2_bottom_right",0,3,6,0,0.2
67,13,"True","r1c1_bottom_right",0,"r0c3_bottom_left","r0c2_right","r3c2_right",0,3,6,0,0.2
67,14,"True","r1c0_bottom_right",1,"r2c2_bottom_left","r2c2_bottom_right","r0c2_bottom_left",0,3,6,0,0.2
67,16,"True","r2c2_bottom_left",2,"r2c1_bottom_left","r2c1_bottom_right","r0c3_bottom_left",1,2,4,0.25,0.117647058823529
67,18,"True","r0c2_bottom_left",2,"r1c0_bottom_left","r1c1_bottom_left","r0c3_bottom_left",1,2,4,0.25,0.117647058823529
67,21,"True","r1c2_bottom_right",1,"r0c1_bottom_right","r1c1_bottom_right","r1c0_bottom_left",0,3,6,0,0.2
67,23,"True","r2c1_bottom_right",2,"r0c2_bottom_right","r2c3_bottom_left","r2c2_bottom_left",1,2,4,0.25,0.117647058823529
67,25,"True","r1c1_bottom_left",0,"r0c0_bottom_right","r0c1_bottom_right","r3c2_right",1,2,6,0.166666666666667,0.133333333333333
67,30,"True","r0c1_bottom_right",2,"r1c1_bottom_left","r0c3_bottom_right","r0c2_right",1,2,4,0.25,0.117647058823529
67,31,"True","r1c0_bottom_right",1,"r2c0_bottom_right","r1c3_bottom_left","r0c1_right",0,3,6,0,0.2
67,35,"True","r2c2_bottom_right",2,"r0c3_bottom_right","r0c1_bottom_left","r1c2_bottom_left",1,2,4,0.25,0.117647058823529
67,41,"True","r1c2_bottom_right",1,"r0c2_bottom_right","r0c3_bottom_right","r2c0_bottom_right",1,2,6,0.166666666666667,0.133333333333333
67,45,"True","r0c2_bottom_left",2,"r3c1_right","r1c3_bottom_left","r1c0_bottom_right",0,3,4,0,0.176470588235294
67,48,"True","r0c1_bottom_right",2,"r1c1_right","r1c2_right","r2c1_bottom_left",0,3,4,0,0.176470588235294
67,53,"True","r1c0_bottom_right",1,"r1c2_bottom_right","r2c3_bottom_right","r2c1_bottom_left",1,2,6,0.166666666666667,0.133333333333333
67,55,"True","r0c1_bottom_right",2,"r0c1_bottom_left","r2c0_bottom_right","r2c1_bottom_left",1,2,4,0.25,0.117647058823529
67,59,"True","r1c1_bottom_left",0,"r1c0_bottom_right","r0c1_right","r0c1_bottom_left",1,2,6,0.166666666666667,0.133333333333333
67,60,"True","r1c0_bottom_right",1,"r1c2_bottom_right","r2c1_right","r2c1_bottom_left",1,2,6,0.166666666666667,0.133333333333333
67,65,"True","r0c1_bottom_right",2,"r1c0_bottom_right","r2c1_bottom_right","r1c1_bottom_right",1,2,4,0.25,0.117647058823529
67,71,"True","r2c2_right",1,"r0c2_bottom_right","r2c1_bottom_left","r0c3_bottom_left",0,3,8,0,0.230769230769231
67,72,"True","r1c1_bottom_right",0,"r2c0_right","r0c2_bottom_left","r0c2_bottom_right",1,2,6,0.166666666666667,0.133333333333333
67,73,"True","r0c1_bottom_right",2,"r2c0_bottom_right","r1c2_bottom_right","r1c0_bottom_left",0,3,4,0,0.176470588235294
67,74,"True","r2c1_bottom_right",2,"r1c1_bottom_right","r2c2_bottom_right","r1c0_bottom_right",1,2,4,0.25,0.117647058823529
67,77,"True","r1c0_bottom_right",1,"r0c1_bottom_left","r0c2_bottom_right","r0c3_bottom_right",1,2,6,0.166666666666667,0.133333333333333
67,79,"True","r1c1_right",0,"r1c0_bottom_left","r1c1_bottom_right","r0c3_bottom_left",2,1,8,0.25,0.0769230769230769
67,80,"True","r1c1_right",0,"r1c1_bottom_right","r1c0_bottom_left","r1c0_right",1,2,8,0.125,0.153846153846154
67,82,"True","r0c2_bottom_left",2,"r2c3_bottom_right","r2c2_bottom_right","r0c3_bottom_left",0,3,4,0,0.176470588235294
67,88,"True","r0c1_bottom_right",2,"r1c0_bottom_left","r0c3_bottom_left","r0c3_bottom_right",0,3,4,0,0.176470588235294
67,89,"True","r0c2_bottom_left",2,"r1c0_bottom_right","r2c1_bottom_right","r2c2_bottom_left",0,3,4,0,0.176470588235294
67,94,"True","r1c1_right",0,"r2c1_bottom_right","r1c0_bottom_right","r0c0_bottom_right",0,3,8,0,0.230769230769231
68,12,"True","r2c2_bottom_right",2,"r1c2_bottom_left","r1c0_right","r2c1_bottom_right",1,2,4,0.25,0.117647058823529
68,14,"True","r1c1_right",0,"r2c3_bottom_left","r3c0_right","r2c1_bottom_left",0,3,8,0,0.230769230769231
68,25,"True","r2c2_bottom_left",2,"r1c0_right","r1c1_bottom_left","r1c2_bottom_right",0,3,4,0,0.176470588235294
68,31,"True","r1c1_right",0,"r1c1_bottom_right","r2c1_right","r0c2_right",1,2,8,0.125,0.153846153846154
68,32,"True","r0c1_bottom_right",2,"r0c2_bottom_left","r1c1_bottom_right","r1c2_bottom_right",2,1,4,0.5,0.0588235294117647
68,36,"True","r1c1_bottom_left",0,"r0c1_bottom_right","r2c1_right","r0c0_bottom_right",1,2,6,0.166666666666667,0.133333333333333
68,39,"True","r1c0_bottom_right",1,"r1c2_bottom_right","r0c3_bottom_left","r0c1_bottom_right",0,3,6,0,0.2
68,40,"True","r2c2_right",1,"r2c2_bottom_right","r0c2_right","r1c2_bottom_right",2,1,8,0.25,0.0769230769230769
68,42,"True","r1c2_bottom_right",1,"r2c3_bottom_right","r0c2_bottom_left","r0c2_right",1,2,6,0.166666666666667,0.133333333333333
68,44,"True","r0c1_bottom_right",2,"r2c1_bottom_left","r0c1_bottom_left","r1c1_bottom_left",2,1,4,0.5,0.0588235294117647
68,47,"True","r1c1_right",0,"r1c1_bottom_right","r0c0_bottom_right","r2c2_right",1,2,8,0.125,0.153846153846154
68,48,"True","r1c1_bottom_left",0,"r2c2_bottom_left","r1c1_bottom_right","r0c2_bottom_right",1,2,6,0.166666666666667,0.133333333333333
68,53,"True","r0c2_bottom_right",2,"r2c2_right","r3c2_right","r0c0_bottom_right",0,3,4,0,0.176470588235294
68,57,"True","r0c1_bottom_right",2,"r2c2_bottom_right","r0c3_bottom_right","r1c1_bottom_right",1,2,4,0.25,0.117647058823529
68,59,"True","r2c2_bottom_right",2,"r2c1_bottom_left","r0c1_bottom_right","r1c2_bottom_right",0,3,4,0,0.176470588235294
68,60,"True","r1c2_bottom_right",1,"r1c1_right","r2c3_bottom_left","r1c1_bottom_left",1,2,6,0.166666666666667,0.133333333333333
68,61,"True","r2c2_bottom_left",2,"r2c1_right","r2c1_bottom_left","r0c1_right",0,3,4,0,0.176470588235294
68,63,"True","r2c1_right",0,"r2c2_bottom_right","r1c3_bottom_left","r0c3_bottom_right",1,2,8,0.125,0.153846153846154
68,65,"True","r0c2_bottom_right",2,"r1c1_bottom_right","r2c2_bottom_left","r0c0_bottom_right",0,3,4,0,0.176470588235294
68,66,"True","r1c0_right",1,"r0c2_bottom_left","r1c1_bottom_left","r0c1_bottom_right",3,0,8,0.375,0
68,67,"True","r2c2_bottom_left",2,"r1c1_bottom_right","r1c0_right","r2c2_bottom_right",2,1,4,0.5,0.0588235294117647
68,68,"True","r2c1_bottom_right",2,"r1c1_bottom_right","r1c0_right","r1c3_bottom_left",0,3,4,0,0.176470588235294
68,70,"True","r0c2_bottom_right",2,"r1c1_bottom_left","r0c0_bottom_right","r0c3_bottom_right",0,3,4,0,0.176470588235294
68,71,"True","r2c2_bottom_left",2,"r1c2_bottom_right","r2c1_bottom_right","r1c0_bottom_right",1,2,4,0.25,0.117647058823529
68,72,"True","r1c0_right",1,"r2c2_bottom_right","r2c1_bottom_right","r2c3_bottom_right",0,3,8,0,0.230769230769231
68,73,"True","r1c2_bottom_right",1,"r1c0_bottom_right","r2c3_bottom_right","r0c1_bottom_right",1,2,6,0.166666666666667,0.133333333333333
68,77,"True","r0c2_bottom_left",2,"r1c0_bottom_right","r2c1_bottom_left","r2c3_bottom_left",0,3,4,0,0.176470588235294
68,83,"True","r0c2_bottom_right",2,"r0c2_right","r1c1_bottom_right","r2c1_right",0,3,4,0,0.176470588235294
68,84,"True","r1c1_bottom_right",0,"r1c1_right","r2c1_bottom_left","r0c3_bottom_left",0,3,6,0,0.2
68,91,"True","r2c2_right",1,"r1c1_bottom_left","r0c3_bottom_right","r0c2_bottom_right",0,3,8,0,0.230769230769231
68,93,"True","r2c2_bottom_right",2,"r1c1_bottom_right","r1c0_right","r2c2_right",1,2,4,0.25,0.117647058823529
68,95,"True","r2c1_bottom_right",2,"r2c2_bottom_left","r2c3_bottom_right","r1c2_bottom_left",1,2,4,0.25,0.117647058823529
68,96,"True","r2c2_right",1,"r2c2_bottom_left","r2c0_bottom_right","r0c2_bottom_left",1,2,8,0.125,0.153846153846154
68,97,"True","r1c0_right",1,"r1c1_bottom_left","r1c1_bottom_right","r1c2_bottom_right",2,1,8,0.25,0.0769230769230769
68,98,"True","r2c2_bottom_left",2,"r2c2_bottom_right","r1c0_bottom_left","r2c0_bottom_right",1,2,4,0.25,0.117647058823529
69,1,"True","r2c1_right",0,"r3c1_right","r1c2_bottom_right","r1c1_bottom_left",1,2,8,0.125,0.153846153846154
69,3,"True","r1c0_bottom_right",1,"r0c3_bottom_left","r1c0_bottom_left","r2c1_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
69,10,"True","r1c0_bottom_right",1,"r2c2_bottom_left","r0c2_bottom_right","r0c3_bottom_right",0,3,6,0,0.2
69,12,"True","r1c2_bottom_right",1,"r2c2_bottom_right","r0c0_bottom_right","r0c2_bottom_right",1,2,6,0.166666666666667,0.133333333333333
69,13,"True","r2c2_bottom_left",2,"r0c1_bottom_right","r1c2_bottom_right","r0c1_bottom_left",0,3,4,0,0.176470588235294
69,14,"True","r1c2_bottom_right",1,"r2c3_bottom_left","r1c1_bottom_right","r1c0_bottom_left",1,2,6,0.166666666666667,0.133333333333333
69,17,"True","r1c0_right",1,"r0c3_bottom_right","r2c1_bottom_right","r2c0_bottom_right",0,3,8,0,0.230769230769231
69,19,"True","r1c1_bottom_left",0,"r0c1_bottom_right","r1c2_bottom_left","r1c0_bottom_right",2,1,6,0.333333333333333,0.0666666666666667
69,23,"True","r2c2_bottom_left",2,"r2c3_bottom_left","r0c3_bottom_right","r1c2_bottom_right",0,3,4,0,0.176470588235294
69,28,"True","r1c1_bottom_left",0,"r0c2_bottom_left","r0c3_bottom_left","r1c0_bottom_right",2,1,6,0.333333333333333,0.0666666666666667
69,30,"True","r0c1_bottom_right",2,"r2c2_bottom_right","r0c2_bottom_left","r2c1_bottom_left",1,2,4,0.25,0.117647058823529
69,37,"True","r2c1_right",0,"r1c1_bottom_left","r2c1_bottom_right","r0c1_bottom_right",2,1,8,0.25,0.0769230769230769
69,38,"True","r2c2_bottom_left",2,"r2c3_bottom_left","r0c0_bottom_right","r1c2_bottom_left",1,2,4,0.25,0.117647058823529
69,40,"True","r0c2_bottom_right",2,"r0c3_bottom_right","r1c3_bottom_left","r2c2_bottom_right",0,3,4,0,0.176470588235294
69,47,"True","r0c1_bottom_right",2,"r1c1_right","r1c0_right","r2c2_bottom_right",0,3,4,0,0.176470588235294
69,51,"True","r1c2_bottom_left",0,"r1c1_bottom_left","r0c1_bottom_left","r2c3_bottom_left",0,3,6,0,0.2
69,59,"True","r1c1_right",0,"r2c2_bottom_right","r0c1_right","r0c1_bottom_left",0,3,8,0,0.230769230769231
69,73,"True","r2c1_right",0,"r0c2_bottom_left","r1c0_bottom_left","r1c1_bottom_right",1,2,8,0.125,0.153846153846154
69,75,"True","r0c2_bottom_left",2,"r0c0_bottom_right","r2c1_bottom_left","r1c2_bottom_left",0,3,4,0,0.176470588235294
69,76,"True","r1c1_right",0,"r2c0_bottom_right","r0c1_bottom_right","r2c3_bottom_left",1,2,8,0.125,0.153846153846154
69,78,"True","r2c1_right",0,"r0c1_bottom_left","r1c2_bottom_left","r2c3_bottom_right",1,2,8,0.125,0.153846153846154
69,80,"True","r1c0_bottom_right",1,"r2c1_bottom_left","r1c3_bottom_left","r0c3_bottom_right",1,2,6,0.166666666666667,0.133333333333333
69,85,"True","r0c1_bottom_right",2,"r2c2_bottom_right","r2c1_bottom_left","r2c3_bottom_right",0,3,4,0,0.176470588235294
69,88,"True","r2c2_bottom_right",2,"r0c3_bottom_left","r1c0_bottom_left","r2c1_bottom_left",0,3,4,0,0.176470588235294
69,91,"True","r2c2_bottom_left",2,"r0c3_bottom_left","r0c2_bottom_left","r2c2_right",0,3,4,0,0.176470588235294
69,98,"True","r2c2_bottom_left",2,"r2c1_bottom_right","r0c3_bottom_left","r0c1_bottom_left",1,2,4,0.25,0.117647058823529
69,99,"True","r2c2_bottom_right",2,"r2c3_bottom_right","r0c3_bottom_right","r0c0_bottom_right",0,3,4,0,0.176470588235294
70,2,"True","r2c2_right",1,"r2c1_bottom_left","r2c2_bottom_left","r0c0_bottom_right",1,2,8,0.125,0.153846153846154
70,7,"True","r2c2_bottom_left",2,"r0c3_bottom_right","r0c3_bottom_left","r0c0_right",0,3,4,0,0.176470588235294
70,17,"True","r2c1_bottom_right",2,"r1c2_bottom_left","r1c0_bottom_left","r0c2_bottom_right",0,3,4,0,0.176470588235294
70,19,"True","r0c1_bottom_right",2,"r1c0_bottom_left","r2c2_right","r2c0_bottom_right",0,3,4,0,0.176470588235294
70,24,"True","r2c1_right",0,"r1c0_bottom_left","r0c2_bottom_left","r0c3_bottom_right",0,3,8,0,0.230769230769231
70,28,"True","r1c1_bottom_left",0,"r3c0_right","r2c3_bottom_left","r1c3_bottom_left",0,3,6,0,0.2
70,32,"True","r1c1_bottom_left",0,"r1c2_bottom_left","r1c2_bottom_right","r1c1_right",0,3,6,0,0.2
70,33,"True","r1c2_bottom_right",1,"r1c1_bottom_left","r0c2_bottom_left","r1c1_bottom_right",0,3,6,0,0.2
70,39,"True","r0c2_bottom_right",2,"r1c0_bottom_left","r2c2_bottom_left","r2c0_bottom_right",0,3,4,0,0.176470588235294
70,44,"True","r1c1_bottom_right",0,"r0c1_bottom_left","r1c0_bottom_right","r1c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
70,45,"True","r0c2_bottom_right",2,"r1c1_bottom_right","r0c2_bottom_left","r1c3_bottom_left",1,2,4,0.25,0.117647058823529
70,50,"True","r0c2_bottom_left",2,"r1c1_right","r1c2_bottom_left","r1c1_bottom_right",1,2,4,0.25,0.117647058823529
70,59,"True","r1c0_bottom_right",1,"r2c2_bottom_right","r0c3_bottom_left","r1c2_bottom_left",0,3,6,0,0.2
70,60,"True","r2c2_bottom_left",2,"r2c1_bottom_right","r1c2_bottom_right","r2c2_bottom_right",2,1,4,0.5,0.0588235294117647
70,61,"True","r2c2_bottom_left",2,"r0c3_bottom_left","r0c2_bottom_right","r1c0_bottom_right",0,3,4,0,0.176470588235294
70,63,"True","r2c2_bottom_left",2,"r1c1_bottom_left","r2c3_bottom_right","r0c3_bottom_left",0,3,4,0,0.176470588235294
70,64,"True","r1c1_bottom_left",0,"r2c3_bottom_left","r2c3_bottom_right","r0c3_bottom_left",0,3,6,0,0.2
70,65,"True","r2c2_bottom_right",2,"r2c1_bottom_right","r1c0_bottom_right","r2c2_bottom_left",1,2,4,0.25,0.117647058823529
70,69,"True","r2c1_right",0,"r1c1_bottom_right","r2c2_bottom_left","r2c3_bottom_left",2,1,8,0.25,0.0769230769230769
70,72,"True","r1c1_bottom_left",0,"r2c2_bottom_left","r2c1_bottom_right","r2c0_bottom_right",1,2,6,0.166666666666667,0.133333333333333
70,77,"True","r2c2_bottom_right",2,"r1c0_bottom_right","r1c2_bottom_right","r1c3_bottom_left",0,3,4,0,0.176470588235294
70,82,"True","r1c1_right",0,"r2c2_bottom_left","r2c1_bottom_left","r0c2_bottom_left",1,2,8,0.125,0.153846153846154
70,87,"True","r0c1_bottom_right",2,"r2c2_bottom_right","r1c0_bottom_right","r2c3_bottom_left",0,3,4,0,0.176470588235294
70,91,"True","r1c0_bottom_right",1,"r1c2_bottom_left","r2c2_bottom_right","r2c2_bottom_left",0,3,6,0,0.2
70,93,"True","r2c2_bottom_right",2,"r1c2_right","r2c3_bottom_left","r1c1_bottom_right",2,1,4,0.5,0.0588235294117647
71,1,"True","r1c0_right",1,"r1c3_bottom_left","r2c2_bottom_right","r2c1_bottom_left",0,3,8,0,0.230769230769231
71,9,"True","r2c1_right",0,"r2c0_right","r3c0_right","r0c3_bottom_right",0,3,8,0,0.230769230769231
71,10,"True","r2c2_bottom_right",2,"r1c0_bottom_right","r1c1_bottom_left","r1c0_right",0,3,4,0,0.176470588235294
71,13,"True","r1c1_right",0,"r2c1_bottom_right","r1c2_bottom_right","r2c3_bottom_left",1,2,8,0.125,0.153846153846154
71,21,"True","r2c2_right",1,"r2c0_bottom_right","r2c1_bottom_left","r1c1_right",0,3,8,0,0.230769230769231
71,31,"True","r1c1_right",0,"r1c2_bottom_right","r1c0_bottom_right","r2c2_bottom_right",1,2,8,0.125,0.153846153846154
71,33,"True","r1c0_right",1,"r2c1_right","r0c2_bottom_left","r1c2_bottom_right",1,2,8,0.125,0.153846153846154
71,36,"True","r2c2_right",1,"r2c1_bottom_left","r1c1_right","r2c3_bottom_left",1,2,8,0.125,0.153846153846154
71,38,"True","r1c1_bottom_right",0,"r1c1_bottom_left","r0c2_bottom_left","r1c3_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
71,47,"True","r1c2_bottom_right",1,"r1c1_bottom_left","r1c0_bottom_left","r0c1_bottom_right",0,3,6,0,0.2
71,57,"True","r1c2_bottom_right",1,"r1c1_bottom_left","r2c2_bottom_left","r2c2_bottom_right",0,3,6,0,0.2
71,59,"True","r1c0_right",1,"r2c1_right","r1c1_bottom_left","r2c2_bottom_left",1,2,8,0.125,0.153846153846154
71,62,"True","r0c2_bottom_right",2,"r1c3_bottom_left","r2c3_bottom_right","r0c0_bottom_right",0,3,4,0,0.176470588235294
71,64,"True","r2c1_bottom_right",2,"r1c1_bottom_right","r0c2_bottom_left","r0c3_bottom_left",0,3,4,0,0.176470588235294
71,70,"True","r1c1_right",0,"r0c2_bottom_left","r0c1_right","r0c2_bottom_right",2,1,8,0.25,0.0769230769230769
71,71,"True","r1c2_bottom_right",1,"r1c2_bottom_left","r0c1_bottom_right","r0c1_bottom_left",1,2,6,0.166666666666667,0.133333333333333
71,73,"True","r2c2_bottom_right",2,"r1c2_bottom_left","r1c3_bottom_left","r1c0_bottom_right",1,2,4,0.25,0.117647058823529
71,75,"True","r1c2_bottom_left",0,"r0c0_right","r1c1_bottom_left","r2c3_bottom_left",0,3,6,0,0.2
71,80,"True","r1c0_right",1,"r0c2_bottom_left","r0c1_bottom_left","r0c3_bottom_right",2,1,8,0.25,0.0769230769230769
71,85,"True","r2c2_bottom_right",2,"r2c1_bottom_right","r0c1_bottom_left","r2c3_bottom_right",0,3,4,0,0.176470588235294
71,90,"True","r1c2_bottom_right",1,"r0c1_bottom_left","r1c0_right","r2c1_bottom_left",0,3,6,0,0.2
71,92,"True","r1c1_bottom_right",0,"r0c1_bottom_left","r1c2_right","r1c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
71,94,"True","r1c0_bottom_right",1,"r0c2_bottom_right","r2c1_bottom_right","r2c3_bottom_left",1,2,6,0.166666666666667,0.133333333333333
71,96,"True","r1c2_bottom_right",1,"r3c2_right","r2c3_bottom_left","r1c0_right",1,2,6,0.166666666666667,0.133333333333333
72,10,"True","r0c2_bottom_left",2,"r1c1_bottom_right","r2c2_bottom_right","r2c0_bottom_right",1,2,4,0.25,0.117647058823529
72,15,"True","r1c1_bottom_left",0,"r2c1_bottom_left","r1c2_bottom_left","r0c3_bottom_left",1,2,6,0.166666666666667,0.133333333333333
72,18,"True","r1c1_bottom_right",0,"r0c1_right","r0c0_bottom_right","r1c0_right",0,3,6,0,0.2
72,19,"True","r2c1_bottom_right",2,"r0c0_right","r2c2_right","r3c1_right",0,3,4,0,0.176470588235294
72,23,"True","r2c2_bottom_left",2,"r1c2_bottom_right","r1c2_bottom_left","r1c0_bottom_right",1,2,4,0.25,0.117647058823529
72,26,"True","r1c2_bottom_right",1,"r1c2_bottom_left","r1c0_bottom_left","r1c0_right",1,2,6,0.166666666666667,0.133333333333333
72,29,"True","r1c1_right",0,"r2c1_bottom_right","r0c3_bottom_right","r0c2_bottom_left",1,2,8,0.125,0.153846153846154
72,31,"True","r1c0_right",1,"r2c2_right","r0c3_bottom_right","r2c2_bottom_left",0,3,8,0,0.230769230769231
72,38,"True","r1c0_bottom_right",1,"r2c2_bottom_right","r2c1_bottom_right","r1c3_bottom_left",1,2,6,0.166666666666667,0.133333333333333
72,39,"True","r2c2_right",1,"r1c2_bottom_left","r1c2_bottom_right","r0c2_bottom_right",2,1,8,0.25,0.0769230769230769
72,40,"True","r2c2_right",1,"r2c0_bottom_right","r0c0_bottom_right","r1c2_bottom_left",1,2,8,0.125,0.153846153846154
72,48,"True","r0c1_bottom_right",2,"r1c1_bottom_left","r2c1_right","r0c0_bottom_right",1,2,4,0.25,0.117647058823529
72,51,"True","r1c2_bottom_left",0,"r1c0_bottom_left","r1c0_bottom_right","r2c1_right",0,3,6,0,0.2
72,57,"True","r0c2_bottom_left",2,"r1c1_bottom_left","r0c1_bottom_right","r0c2_bottom_right",3,0,4,0.75,0
72,58,"True","r1c1_right",0,"r2c0_bottom_right","r2c1_bottom_right","r0c1_bottom_right",1,2,8,0.125,0.153846153846154
72,69,"True","r2c1_bottom_right",2,"r2c0_bottom_right","r0c1_bottom_left","r0c2_bottom_left",0,3,4,0,0.176470588235294
72,71,"True","r1c0_right",1,"r0c2_bottom_left","r0c2_right","r2c3_bottom_right",1,2,8,0.125,0.153846153846154
72,85,"True","r0c2_bottom_left",2,"r0c2_bottom_right","r2c2_right","r1c1_right",1,2,4,0.25,0.117647058823529
72,89,"True","r1c2_bottom_right",1,"r1c1_bottom_left","r0c1_bottom_right","r2c1_bottom_left",0,3,6,0,0.2
72,90,"True","r2c1_bottom_right",2,"r0c1_bottom_left","r2c0_bottom_right","r0c3_bottom_left",0,3,4,0,0.176470588235294
72,92,"True","r1c2_bottom_left",0,"r1c0_right","r0c2_bottom_left","r2c2_bottom_right",1,2,6,0.166666666666667,0.133333333333333
73,21,"True","r2c2_right",1,"r2c2_bottom_right","r1c2_bottom_left","r1c1_bottom_right",3,0,8,0.375,0
73,22,"True","r1c1_bottom_left",0,"r2c3_bottom_right","r0c3_bottom_left","r1c2_bottom_left",0,3,6,0,0.2
73,24,"True","r0c2_bottom_right",2,"r2c1_bottom_right","r1c0_right","r2c2_bottom_left",0,3,4,0,0.176470588235294
73,31,"True","r1c1_right",0,"r2c3_bottom_right","r2c2_bottom_right","r1c3_bottom_left",0,3,8,0,0.230769230769231
73,40,"True","r1c1_right",0,"r2c3_bottom_left","r1c1_bottom_left","r0c0_bottom_right",1,2,8,0.125,0.153846153846154
73,41,"True","r0c2_bottom_left",2,"r0c1_right","r0c1_bottom_right","r2c0_bottom_right",1,2,4,0.25,0.117647058823529
73,42,"True","r0c1_bottom_right",2,"r0c3_bottom_left","r1c0_right","r1c1_bottom_right",1,2,4,0.25,0.117647058823529
73,43,"True","r1c0_right",1,"r3c0_right","r0c3_bottom_left","r1c2_bottom_right",0,3,8,0,0.230769230769231
73,48,"True","r0c2_bottom_right",2,"r1c1_bottom_right","r0c0_bottom_right","r2c2_bottom_right",0,3,4,0,0.176470588235294
73,56,"True","r1c0_bottom_right",1,"r1c1_bottom_left","r2c1_right","r1c2_right",1,2,6,0.166666666666667,0.133333333333333
73,66,"True","r1c2_bottom_right",1,"r1c0_bottom_left","r2c1_bottom_left","r2c3_bottom_right",1,2,6,0.166666666666667,0.133333333333333
73,68,"True","r1c1_bottom_right",0,"r2c1_bottom_right","r0c3_bottom_right","r2c3_bottom_right",0,3,6,0,0.2
73,76,"True","r1c1_right",0,"r1c2_bottom_left","r1c0_right","r0c1_bottom_left",1,2,8,0.125,0.153846153846154
73,83,"True","r2c2_bottom_left",2,"r0c1_right","r1c2_right","r2c1_bottom_right",1,2,4,0.25,0.117647058823529
73,84,"True","r1c1_bottom_right",0,"r0c0_bottom_right","r2c3_bottom_right","r2c2_right",0,3,6,0,0.2
73,86,"True","r0c1_bottom_right",2,"r1c2_bottom_right","r0c1_bottom_left","r1c0_right",1,2,4,0.25,0.117647058823529
73,87,"True","r1c1_right",0,"r0c1_bottom_right","r2c1_bottom_right","r0c2_bottom_left",2,1,8,0.25,0.0769230769230769
73,88,"True","r0c2_bottom_left",2,"r1c1_right","r0c1_bottom_right","r1c0_bottom_right",1,2,4,0.25,0.117647058823529
73,91,"True","r1c0_bottom_right",1,"r0c1_bottom_right","r0c3_bottom_right","r2c3_bottom_left",0,3,6,0,0.2
73,92,"True","r2c2_right",1,"r0c3_bottom_left","r3c1_right","r1c2_bottom_right",1,2,8,0.125,0.153846153846154
73,95,"True","r1c2_bottom_right",1,"r2c1_bottom_left","r1c1_bottom_left","r0c2_bottom_left",0,3,6,0,0.2
73,99,"True","r2c2_bottom_right",2,"r1c2_bottom_right","r2c1_bottom_right","r1c0_bottom_left",0,3,4,0,0.176470588235294
74,4,"True","r2c2_right",1,"r2c1_bottom_right","r1c1_bottom_left","r0c1_bottom_right",0,3,8,0,0.230769230769231
74,8,"True","r1c2_bottom_right",1,"r2c2_bottom_right","r2c0_bottom_right","r1c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
74,11,"True","r0c2_bottom_right",2,"r2c0_right","r1c1_bottom_right","r1c0_bottom_right",0,3,4,0,0.176470588235294
74,13,"True","r2c1_bottom_right",2,"r2c2_right","r1c2_bottom_left","r1c2_right",0,3,4,0,0.176470588235294
74,14,"True","r0c1_bottom_right",2,"r0c2_bottom_left","r1c1_bottom_right","r1c1_bottom_left",3,0,4,0.75,0
74,15,"True","r2c1_bottom_right",2,"r1c1_bottom_left","r1c1_right","r1c0_bottom_right",2,1,4,0.5,0.0588235294117647
74,23,"True","r2c2_right",1,"r2c1_bottom_left","r1c0_bottom_left","r0c3_bottom_right",0,3,8,0,0.230769230769231
74,29,"True","r0c2_bottom_right",2,"r2c1_bottom_right","r1c1_bottom_right","r2c2_bottom_right",0,3,4,0,0.176470588235294
74,30,"True","r0c2_bottom_left",2,"r2c1_bottom_left","r2c1_bottom_right","r2c1_right",0,3,4,0,0.176470588235294
74,31,"True","r1c1_right",0,"r2c2_bottom_left","r1c1_bottom_right","r0c1_bottom_left",1,2,8,0.125,0.153846153846154
74,34,"True","r0c1_bottom_right",2,"r1c0_bottom_right","r1c1_bottom_left","r0c2_bottom_left",2,1,4,0.5,0.0588235294117647
74,36,"True","r0c2_bottom_right",2,"r2c0_bottom_right","r1c1_bottom_right","r1c0_bottom_left",0,3,4,0,0.176470588235294
74,38,"True","r1c0_right",1,"r1c0_bottom_left","r0c1_bottom_right","r2c2_bottom_right",2,1,8,0.25,0.0769230769230769
