"participant","trial","is_anomaly_trial","anomaly_line_id","anomaly_group","selected_line_1","selected_line_2","selected_line_3","num_contiguous","num_non_contiguous","total_contiguous","anomaly_proportion","non_anomaly_proportion"
59,74,"True","r1c1_bottom_right",0,"r0c3_bottom_right","r2c0_right","r0c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
59,76,"True","r0c1_bottom_right",2,"r2c2_bottom_right","r0c2_bottom_left","r0c0_bottom_right",1,2,4,0.25,0.117647058823529
59,79,"True","r1c0_right",1,"r1c1_right","r2c3_bottom_right","r2c1_right",0,3,8,0,0.230769230769231
59,83,"True","r2c2_right",1,"r0c1_bottom_right","r0c2_bottom_left","r2c3_bottom_right",1,2,8,0.125,0.153846153846154
59,88,"True","r2c2_right",1,"r0c3_bottom_left","r0c0_bottom_right","r2c1_bottom_right",0,3,8,0,0.230769230769231
59,90,"True","r0c2_bottom_right",2,"r1c3_bottom_left","r1c1_bottom_right","r0c1_bottom_left",0,3,4,0,0.176470588235294
59,92,"True","r2c1_right",0,"r1c1_bottom_right","r1c1_bottom_left","r1c0_bottom_right",3,0,8,0.375,0
59,93,"True","r1c0_right",1,"r2c2_bottom_right","r1c1_bottom_left","r0c2_bottom_left",2,1,8,0.25,0.0769230769230769
60,1,"True","r1c1_right",0,"r1c0_right","r2c2_bottom_right","r2c3_bottom_right",0,3,8,0,0.230769230769231
60,21,"True","r1c1_bottom_right",0,"r2c0_right","r1c2_bottom_right","r2c0_bottom_right",0,3,6,0,0.2
60,22,"True","r1c1_bottom_right",0,"r2c1_bottom_right","r2c1_right","r2c3_bottom_right",0,3,6,0,0.2
60,27,"True","r2c2_right",1,"r2c1_bottom_left","r0c1_bottom_right","r0c2_bottom_left",0,3,8,0,0.230769230769231
60,31,"True","r1c1_bottom_right",0,"r1c2_bottom_right","r2c3_bottom_right","r2c0_right",0,3,6,0,0.2
60,35,"True","r0c2_bottom_left",2,"r2c2_bottom_right","r1c1_bottom_right","r1c0_bottom_left",1,2,4,0.25,0.117647058823529
60,37,"True","r1c1_right",0,"r2c0_right","r2c2_bottom_right","r2c3_bottom_right",0,3,8,0,0.230769230769231
60,38,"True","r1c2_bottom_right",1,"r1c0_right","r0c2_bottom_left","r2c0_bottom_right",0,3,6,0,0.2
60,43,"True","r1c2_bottom_right",1,"r2c1_bottom_left","r0c1_bottom_right","r1c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
60,45,"True","r1c1_right",0,"r0c2_bottom_left","r1c1_bottom_left","r1c2_bottom_right",3,0,8,0.375,0
60,47,"True","r1c1_bottom_left",0,"r2c1_bottom_left","r0c2_right","r1c2_right",1,2,6,0.166666666666667,0.133333333333333
60,48,"True","r2c2_right",1,"r0c3_bottom_left","r1c0_bottom_left","r0c0_bottom_right",0,3,8,0,0.230769230769231
60,53,"True","r1c0_bottom_right",1,"r2c1_bottom_left","r0c1_bottom_right","r0c0_right",1,2,6,0.166666666666667,0.133333333333333
60,56,"True","r1c0_bottom_right",1,"r2c1_bottom_left","r2c2_bottom_right","r2c0_bottom_right",1,2,6,0.166666666666667,0.133333333333333
60,64,"True","r2c2_right",1,"r2c2_bottom_left","r2c1_bottom_right","r1c3_bottom_left",2,1,8,0.25,0.0769230769230769
60,68,"True","r1c1_right",0,"r0c1_bottom_left","r1c1_bottom_right","r0c0_right",1,2,8,0.125,0.153846153846154
60,70,"True","r2c1_bottom_right",2,"r2c2_bottom_right","r3c2_right","r0c0_bottom_right",0,3,4,0,0.176470588235294
60,74,"True","r1c2_bottom_right",1,"r0c2_bottom_right","r2c3_bottom_left","r0c3_bottom_left",3,0,6,0.5,0
60,76,"True","r1c1_bottom_right",0,"r2c2_bottom_right","r1c2_right","r1c2_bottom_right",1,2,6,0.166666666666667,0.133333333333333
60,77,"True","r2c1_right",0,"r1c0_bottom_left","r2c1_bottom_left","r2c2_right",1,2,8,0.125,0.153846153846154
60,79,"True","r0c2_bottom_right",2,"r2c2_bottom_right","r1c2_bottom_left","r0c3_bottom_right",1,2,4,0.25,0.117647058823529
60,86,"True","r2c2_right",1,"r1c2_bottom_right","r0c3_bottom_left","r2c3_bottom_right",2,1,8,0.25,0.0769230769230769
60,95,"True","r0c2_bottom_left",2,"r1c0_bottom_right","r2c1_right","r0c1_bottom_left",0,3,4,0,0.176470588235294
60,96,"True","r2c1_bottom_right",2,"r1c2_bottom_right","r1c1_bottom_right","r0c2_right",0,3,4,0,0.176470588235294
61,1,"True","r1c1_bottom_left",0,"r0c0_right","r0c2_bottom_left","r1c2_bottom_right",1,2,6,0.166666666666667,0.133333333333333
61,9,"True","r1c1_bottom_right",0,"r3c1_right","r2c3_bottom_left","r1c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
61,12,"True","r2c2_bottom_right",2,"r1c3_bottom_left","r2c3_bottom_right","r0c3_bottom_right",0,3,4,0,0.176470588235294
61,19,"True","r0c1_bottom_right",2,"r1c2_right","r1c3_bottom_left","r1c1_right",0,3,4,0,0.176470588235294
61,22,"True","r2c2_bottom_right",2,"r2c3_bottom_right","r1c2_bottom_left","r0c2_bottom_left",1,2,4,0.25,0.117647058823529
61,24,"True","r1c1_bottom_left",0,"r0c1_bottom_left","r0c2_bottom_left","r2c1_bottom_right",2,1,6,0.333333333333333,0.0666666666666667
61,26,"True","r2c2_bottom_left",2,"r2c0_bottom_right","r2c3_bottom_left","r0c3_bottom_left",0,3,4,0,0.176470588235294
61,27,"True","r1c0_right",1,"r1c0_bottom_right","r0c3_bottom_left","r1c2_bottom_left",1,2,8,0.125,0.153846153846154
61,28,"True","r0c1_bottom_right",2,"r0c2_bottom_right","r1c0_bottom_right","r2c2_right",0,3,4,0,0.176470588235294
61,34,"True","r1c1_bottom_right",0,"r2c1_bottom_right","r0c0_bottom_right","r1c0_bottom_left",0,3,6,0,0.2
61,35,"True","r0c2_bottom_left",2,"r1c1_bottom_right","r2c2_bottom_left","r0c1_bottom_left",1,2,4,0.25,0.117647058823529
61,38,"True","r1c0_right",1,"r0c3_bottom_right","r1c3_bottom_left","r2c0_bottom_right",0,3,8,0,0.230769230769231
61,40,"True","r1c2_bottom_right",1,"r1c2_bottom_left","r1c0_bottom_left","r2c0_bottom_right",1,2,6,0.166666666666667,0.133333333333333
61,42,"True","r2c2_bottom_right",2,"r0c3_bottom_left","r0c1_bottom_left","r2c3_bottom_right",0,3,4,0,0.176470588235294
61,48,"True","r2c2_bottom_left",2,"r1c1_bottom_left","r0c2_bottom_left","r1c3_bottom_left",0,3,4,0,0.176470588235294
61,49,"True","r1c1_right",0,"r0c1_bottom_right","r1c2_bottom_left","r1c3_bottom_left",2,1,8,0.25,0.0769230769230769
61,50,"True","r1c2_bottom_left",0,"r1c1_bottom_right","r1c3_bottom_left","r2c2_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
61,51,"True","r2c2_right",1,"r1c2_bottom_left","r2c1_bottom_left","r0c3_bottom_left",1,2,8,0.125,0.153846153846154
61,53,"True","r2c2_bottom_right",2,"r2c3_bottom_left","r0c1_bottom_right","r2c0_right",1,2,4,0.25,0.117647058823529
61,62,"True","r2c2_right",1,"r1c1_bottom_right","r1c0_bottom_left","r2c2_bottom_right",2,1,8,0.25,0.0769230769230769
61,63,"True","r2c2_bottom_right",2,"r1c2_bottom_right","r2c2_bottom_left","r1c0_bottom_right",1,2,4,0.25,0.117647058823529
61,65,"True","r2c2_right",1,"r0c3_bottom_right","r1c0_bottom_left","r2c3_bottom_left",1,2,8,0.125,0.153846153846154
61,73,"True","r1c1_bottom_left",0,"r1c0_bottom_left","r3c2_right","r0c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
61,75,"True","r1c1_bottom_right",0,"r1c3_bottom_left","r0c3_bottom_right","r1c0_bottom_left",0,3,6,0,0.2
61,76,"True","r1c0_right",1,"r2c3_bottom_right","r1c0_bottom_right","r2c1_bottom_right",1,2,8,0.125,0.153846153846154
61,77,"True","r2c2_right",1,"r1c2_bottom_left","r0c0_bottom_right","r0c3_bottom_right",1,2,8,0.125,0.153846153846154
61,78,"True","r0c1_bottom_right",2,"r1c0_bottom_left","r2c2_bottom_right","r2c3_bottom_right",0,3,4,0,0.176470588235294
61,80,"True","r1c0_bottom_right",1,"r2c1_bottom_left","r2c2_bottom_right","r1c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
61,89,"True","r1c1_right",0,"r2c1_bottom_left","r0c3_bottom_right","r1c3_bottom_left",0,3,8,0,0.230769230769231
61,90,"True","r2c2_right",1,"r2c1_bottom_right","r1c0_bottom_right","r0c3_bottom_right",0,3,8,0,0.230769230769231
61,91,"True","r2c2_bottom_left",2,"r1c1_bottom_left","r1c3_bottom_left","r2c3_bottom_left",0,3,4,0,0.176470588235294
61,92,"True","r2c2_right",1,"r2c2_bottom_right","r0c2_bottom_right","r0c1_bottom_left",1,2,8,0.125,0.153846153846154
61,99,"True","r2c2_bottom_left",2,"r1c2_right","r1c2_bottom_left","r0c2_bottom_right",1,2,4,0.25,0.117647058823529
62,1,"True","r2c2_bottom_left",2,"r0c2_bottom_right","r0c2_right","r2c3_bottom_left",0,3,4,0,0.176470588235294
62,3,"True","r0c2_bottom_right",2,"r0c0_bottom_right","r1c2_right","r0c2_right",0,3,4,0,0.176470588235294
62,4,"True","r1c1_bottom_left",0,"r0c2_bottom_right","r2c0_bottom_right","r2c3_bottom_right",0,3,6,0,0.2
62,10,"True","r2c1_bottom_right",2,"r2c2_bottom_right","r1c0_bottom_left","r0c2_bottom_right",0,3,4,0,0.176470588235294
62,12,"True","r2c2_right",1,"r1c1_bottom_right","r0c1_bottom_left","r0c0_bottom_right",1,2,8,0.125,0.153846153846154
62,16,"True","r2c1_bottom_right",2,"r2c1_right","r0c2_bottom_left","r1c0_right",0,3,4,0,0.176470588235294
62,19,"True","r2c2_bottom_left",2,"r1c0_bottom_right","r2c3_bottom_left","r2c3_bottom_right",0,3,4,0,0.176470588235294
62,21,"True","r2c2_bottom_right",2,"r1c1_bottom_left","r0c2_bottom_right","r0c0_bottom_right",0,3,4,0,0.176470588235294
62,22,"True","r0c1_bottom_right",2,"r0c0_bottom_right","r2c1_bottom_left","r1c1_bottom_left",1,2,4,0.25,0.117647058823529
62,25,"True","r1c2_bottom_left",0,"r1c3_bottom_left","r2c2_bottom_right","r0c3_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
62,26,"True","r1c0_right",1,"r0c1_bottom_right","r1c3_bottom_left","r1c0_bottom_left",2,1,8,0.25,0.0769230769230769
62,28,"True","r1c1_bottom_right",0,"r2c2_bottom_left","r0c0_bottom_right","r0c3_bottom_right",1,2,6,0.166666666666667,0.133333333333333
62,31,"True","r2c2_bottom_left",2,"r2c1_bottom_right","r1c1_right","r0c2_bottom_left",1,2,4,0.25,0.117647058823529
62,34,"True","r1c0_right",1,"r2c3_bottom_right","r0c1_bottom_left","r1c1_bottom_left",2,1,8,0.25,0.0769230769230769
62,37,"True","r2c2_right",1,"r0c3_bottom_left","r2c3_bottom_right","r0c2_bottom_right",1,2,8,0.125,0.153846153846154
62,40,"True","r2c2_right",1,"r2c1_right","r0c1_bottom_left","r0c0_bottom_right",0,3,8,0,0.230769230769231
62,43,"True","r1c2_bottom_right",1,"r0c0_bottom_right","r2c2_bottom_right","r2c3_bottom_left",1,2,6,0.166666666666667,0.133333333333333
62,44,"True","r2c1_right",0,"r1c2_bottom_right","r0c3_bottom_left","r0c0_bottom_right",0,3,8,0,0.230769230769231
62,49,"True","r2c2_bottom_left",2,"r3c0_right","r0c0_bottom_right","r0c3_bottom_right",0,3,4,0,0.176470588235294
62,51,"True","r2c2_bottom_left",2,"r0c1_bottom_left","r2c2_bottom_right","r3c1_right",1,2,4,0.25,0.117647058823529
62,54,"True","r1c1_right",0,"r1c1_bottom_right","r1c1_bottom_left","r1c2_bottom_right",3,0,8,0.375,0
62,55,"True","r1c0_right",1,"r0c2_bottom_left","r0c1_bottom_left","r2c3_bottom_right",2,1,8,0.25,0.0769230769230769
62,60,"True","r1c0_right",1,"r2c1_right","r2c3_bottom_right","r1c0_bottom_right",1,2,8,0.125,0.153846153846154
62,63,"True","r1c2_bottom_left",0,"r1c1_bottom_right","r2c2_bottom_right","r2c3_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
62,73,"True","r1c1_right",0,"r0c0_bottom_right","r0c2_bottom_left","r2c0_bottom_right",1,2,8,0.125,0.153846153846154
62,79,"True","r0c1_bottom_right",2,"r0c1_bottom_left","r0c3_bottom_left","r1c3_bottom_left",1,2,4,0.25,0.117647058823529
62,83,"True","r1c0_right",1,"r1c2_bottom_left","r2c2_right","r2c1_bottom_right",0,3,8,0,0.230769230769231
62,85,"True","r1c0_bottom_right",1,"r2c3_bottom_right","r2c1_bottom_left","r2c0_bottom_right",1,2,6,0.166666666666667,0.133333333333333
62,88,"True","r1c1_bottom_left",0,"r0c2_bottom_left","r0c0_bottom_right","r2c2_bottom_right",1,2,6,0.166666666666667,0.133333333333333
62,93,"True","r1c1_bottom_left",0,"r0c0_bottom_right","r0c1_bottom_right","r0c3_bottom_left",1,2,6,0.166666666666667,0.133333333333333
63,4,"True","r2c1_right",0,"r2c0_right","r1c1_right","r0c1_bottom_right",0,3,8,0,0.230769230769231
63,7,"True","r0c1_bottom_right",2,"r2c1_bottom_right","r2c2_right","r1c2_bottom_left",0,3,4,0,0.176470588235294
63,9,"True","r2c2_bottom_right",2,"r2c1_bottom_left","r1c0_right","r2c2_bottom_left",1,2,4,0.25,0.117647058823529
63,16,"True","r2c2_right",1,"r2c1_bottom_right","r2c2_bottom_right","r2c3_bottom_left",2,1,8,0.25,0.0769230769230769
63,17,"True","r1c0_right",1,"r2c3_bottom_left","r2c0_bottom_right","r0c2_bottom_right",0,3,8,0,0.230769230769231
63,25,"True","r2c1_right",0,"r2c2_bottom_left","r1c1_bottom_right","r0c2_bottom_right",2,1,8,0.25,0.0769230769230769
63,29,"True","r0c2_bottom_right",2,"r0c1_right","r2c3_bottom_right","r1c1_bottom_right",0,3,4,0,0.176470588235294
63,42,"True","r1c0_bottom_right",1,"r1c1_right","r2c1_bottom_right","r2c1_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
63,45,"True","r1c2_bottom_right",1,"r1c2_bottom_left","r1c1_bottom_right","r2c1_bottom_left",1,2,6,0.166666666666667,0.133333333333333
63,46,"True","r1c2_bottom_left",0,"r1c1_bottom_left","r0c1_bottom_left","r2c2_bottom_left",1,2,6,0.166666666666667,0.133333333333333
63,50,"True","r2c2_bottom_right",2,"r1c1_bottom_right","r2c0_right","r1c0_bottom_left",1,2,4,0.25,0.117647058823529
63,51,"True","r1c1_right",0,"r1c2_bottom_left","r1c1_bottom_right","r1c0_bottom_left",2,1,8,0.25,0.0769230769230769
63,55,"True","r1c1_bottom_left",0,"r0c3_bottom_left","r2c2_bottom_left","r2c2_right",0,3,6,0,0.2
63,63,"True","r1c0_bottom_right",1,"r2c1_bottom_right","r2c3_bottom_right","r0c3_bottom_left",1,2,6,0.166666666666667,0.133333333333333
63,67,"True","r1c1_right",0,"r2c2_bottom_right","r1c0_bottom_left","r2c0_bottom_right",0,3,8,0,0.230769230769231
63,69,"True","r2c1_bottom_right",2,"r1c2_bottom_left","r1c1_bottom_left","r2c3_bottom_left",1,2,4,0.25,0.117647058823529
63,74,"True","r2c2_bottom_right",2,"r0c1_bottom_right","r0c2_bottom_left","r1c3_bottom_left",0,3,4,0,0.176470588235294
63,77,"True","r2c1_bottom_right",2,"r0c2_bottom_left","r0c2_bottom_right","r0c3_bottom_left",0,3,4,0,0.176470588235294
63,78,"True","r0c2_bottom_right",2,"r0c0_bottom_right","r1c0_bottom_right","r1c1_bottom_left",0,3,4,0,0.176470588235294
63,82,"True","r0c2_bottom_right",2,"r1c0_bottom_right","r0c3_bottom_left","r2c1_bottom_left",1,2,4,0.25,0.117647058823529
63,84,"True","r1c1_right",0,"r1c1_bottom_right","r1c2_bottom_right","r2c2_bottom_right",2,1,8,0.25,0.0769230769230769
63,85,"True","r1c2_bottom_left",0,"r0c0_bottom_right","r0c1_bottom_left","r0c2_bottom_left",0,3,6,0,0.2
63,88,"True","r1c1_bottom_right",0,"r2c2_bottom_right","r2c2_bottom_left","r0c1_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
63,93,"True","r2c2_right",1,"r1c1_bottom_left","r0c0_right","r1c0_bottom_left",0,3,8,0,0.230769230769231
63,97,"True","r0c2_bottom_left",2,"r1c1_bottom_right","r0c3_bottom_left","r1c3_bottom_left",1,2,4,0.25,0.117647058823529
64,7,"True","r1c1_bottom_left",0,"r2c0_bottom_right","r2c1_bottom_left","r0c1_bottom_left",1,2,6,0.166666666666667,0.133333333333333
64,8,"True","r2c2_bottom_right",2,"r2c1_bottom_right","r2c3_bottom_right","r0c0_bottom_right",0,3,4,0,0.176470588235294
64,9,"True","r1c2_bottom_right",1,"r2c3_bottom_left","r1c3_bottom_left","r2c2_bottom_right",2,1,6,0.333333333333333,0.0666666666666667
64,10,"True","r1c2_bottom_right",1,"r1c0_bottom_left","r0c1_bottom_left","r0c3_bottom_left",1,2,6,0.166666666666667,0.133333333333333
64,11,"True","r1c1_right",0,"r1c0_bottom_left","r0c0_bottom_right","r2c2_bottom_left",0,3,8,0,0.230769230769231
64,13,"True","r2c2_right",1,"r0c1_bottom_left","r0c3_bottom_left","r2c3_bottom_left",1,2,8,0.125,0.153846153846154
64,14,"True","r2c2_right",1,"r0c0_bottom_right","r1c2_bottom_right","r1c1_bottom_right",2,1,8,0.25,0.0769230769230769
64,15,"True","r0c2_bottom_left",2,"r2c2_bottom_right","r0c3_bottom_left","r1c0_bottom_left",0,3,4,0,0.176470588235294
64,18,"True","r1c1_bottom_right",0,"r1c2_bottom_left","r2c2_bottom_right","r1c0_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
64,26,"True","r1c1_bottom_left",0,"r0c1_bottom_right","r2c3_bottom_left","r0c0_bottom_right",1,2,6,0.166666666666667,0.133333333333333
64,28,"True","r1c1_bottom_right",0,"r0c2_bottom_right","r2c1_right","r0c0_bottom_right",0,3,6,0,0.2
64,29,"True","r1c2_bottom_right",1,"r0c1_bottom_left","r0c1_bottom_right","r0c0_bottom_right",0,3,6,0,0.2
64,30,"True","r2c2_bottom_right",2,"r0c3_bottom_right","r1c2_right","r0c2_bottom_left",0,3,4,0,0.176470588235294
64,33,"True","r1c0_right",1,"r1c2_bottom_right","r2c1_bottom_right","r2c0_bottom_right",0,3,8,0,0.230769230769231
64,34,"True","r1c1_bottom_left",0,"r2c3_bottom_right","r1c2_bottom_right","r0c0_bottom_right",0,3,6,0,0.2
64,38,"True","r2c1_right",0,"r0c2_bottom_left","r2c2_bottom_left","r1c2_bottom_left",2,1,8,0.25,0.0769230769230769
64,40,"True","r2c2_bottom_left",2,"r1c2_bottom_right","r0c0_bottom_right","r2c3_bottom_right",0,3,4,0,0.176470588235294
64,41,"True","r1c0_bottom_right",1,"r1c1_bottom_right","r0c1_bottom_right","r1c2_right",0,3,6,0,0.2
64,42,"True","r0c2_bottom_left",2,"r0c1_bottom_right","r1c0_bottom_right","r2c3_bottom_right",1,2,4,0.25,0.117647058823529
64,43,"True","r1c2_bottom_right",1,"r0c2_bottom_right","r1c0_bottom_right","r2c1_bottom_right",1,2,6,0.166666666666667,0.133333333333333
64,49,"True","r1c1_right",0,"r0c2_bottom_right","r1c2_right","r1c2_bottom_right",2,1,8,0.25,0.0769230769230769
64,55,"True","r0c2_bottom_left",2,"r1c2_bottom_left","r1c0_bottom_right","r1c2_bottom_right",0,3,4,0,0.176470588235294
64,57,"True","r2c1_right",0,"r1c1_bottom_right","r0c2_bottom_right","r2c1_bottom_left",2,1,8,0.25,0.0769230769230769
64,58,"True","r2c1_right",0,"r1c3_bottom_left","r1c1_bottom_right","r2c1_bottom_left",2,1,8,0.25,0.0769230769230769
64,68,"True","r0c2_bottom_left",2,"r2c2_bottom_right","r2c1_bottom_left","r0c3_bottom_right",0,3,4,0,0.176470588235294
64,72,"True","r1c2_bottom_left",0,"r0c0_bottom_right","r2c3_bottom_left","r0c1_right",0,3,6,0,0.2
64,74,"True","r1c2_bottom_right",1,"r0c3_bottom_left","r0c2_bottom_right","r1c0_bottom_right",2,1,6,0.333333333333333,0.0666666666666667
64,75,"True","r2c2_right",1,"r0c2_bottom_left","r3c2_right","r2c0_right",0,3,8,0,0.230769230769231
64,76,"True","r2c1_bottom_right",2,"r1c2_bottom_right","r0c2_bottom_right","r2c2_bottom_right",0,3,4,0,0.176470588235294
64,79,"True","r1c2_bottom_right",1,"r0c1_bottom_right","r0c1_bottom_left","r2c0_bottom_right",0,3,6,0,0.2
64,83,"True","r2c2_bottom_right",2,"r2c1_bottom_left","r1c0_bottom_left","r0c2_bottom_left",0,3,4,0,0.176470588235294
64,91,"True","r0c2_bottom_right",2,"r0c3_bottom_right","r0c1_bottom_left","r2c3_bottom_left",0,3,4,0,0.176470588235294
64,93,"True","r1c2_bottom_right",1,"r2c1_right","r2c3_bottom_left","r1c1_bottom_left",1,2,6,0.166666666666667,0.133333333333333
64,95,"True","r0c1_bottom_right",2,"r1c0_bottom_left","r2c2_bottom_right","r2c3_bottom_left",0,3,4,0,0.176470588235294
64,96,"True","r0c2_bottom_right",2,"r0c3_bottom_left","r1c0_bottom_right","r2c1_bottom_left",1,2,4,0.25,0.117647058823529
65,4,"True","r2c2_right",1,"r0c1_bottom_left","r0c2_bottom_right","r1c2_bottom_left",1,2,8,0.125,0.153846153846154
65,15,"True","r2c2_right",1,"r0c1_bottom_left","r1c0_bottom_right","r2c0_bottom_right",0,3,8,0,0.230769230769231
65,16,"True","r0c1_bottom_right",2,"r0c1_right","r0c2_bottom_left","r2c2_bottom_right",1,2,4,0.25,0.117647058823529
65,21,"True","r0c1_bottom_right",2,"r2c3_bottom_right","r0c2_bottom_left","r0c0_bottom_right",1,2,4,0.25,0.117647058823529
65,31,"True","r0c1_bottom_right",2,"r0c3_bottom_right","r1c1_bottom_right","r0c0_bottom_right",1,2,4,0.25,0.117647058823529
65,35,"True","r1c1_right",0,"r0c2_bottom_left","r2c3_bottom_left","r1c3_bottom_left",1,2,8,0.125,0.153846153846154
65,37,"True","r1c0_bottom_right",1,"r0c1_bottom_right","r1c1_bottom_left","r1c0_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
65,41,"True","r2c2_bottom_left",2,"r0c1_bottom_left","r2c0_bottom_right","r2c1_bottom_right",1,2,4,0.25,0.117647058823529
65,50,"True","r0c1_bottom_right",2,"r1c2_bottom_left","r1c2_bottom_right","r0c2_bottom_right",0,3,4,0,0.176470588235294
65,51,"True","r2c2_bottom_left",2,"r2c3_bottom_right","r0c2_bottom_left","r0c3_bottom_left",0,3,4,0,0.176470588235294
65,56,"True","r1c1_right",0,"r0c3_bottom_left","r0c2_bottom_right","r1c1_bottom_left",3,0,8,0.375,0
65,59,"True","r1c0_bottom_right",1,"r2c1_bottom_left","r0c0_bottom_right","r0c3_bottom_right",2,1,6,0.333333333333333,0.0666666666666667
65,62,"True","r0c2_bottom_left",2,"r0c2_bottom_right","r0c0_right","r2c2_bottom_right",1,2,4,0.25,0.117647058823529
65,63,"True","r2c2_bottom_right",2,"r0c0_bottom_right","r1c0_bottom_left","r1c3_bottom_left",0,3,4,0,0.176470588235294
65,65,"True","r2c2_bottom_left",2,"r1c1_bottom_right","r0c3_bottom_left","r1c0_bottom_right",1,2,4,0.25,0.117647058823529
65,80,"True","r2c2_bottom_left",2,"r1c3_bottom_left","r2c3_bottom_left","r0c2_bottom_right",0,3,4,0,0.176470588235294
65,83,"True","r1c1_bottom_right",0,"r1c2_bottom_left","r2c1_bottom_left","r2c2_bottom_left",2,1,6,0.333333333333333,0.0666666666666667
65,91,"True","r1c1_bottom_right",0,"r0c2_bottom_left","r0c3_bottom_left","r1c0_bottom_left",1,2,6,0.166666666666667,0.133333333333333
65,92,"True","r1c2_bottom_right",1,"r2c0_bottom_right","r0c0_right","r1c3_bottom_left",1,2,6,0.166666666666667,0.133333333333333
65,94,"True","r1c1_right",0,"r2c2_bottom_left","r2c1_bottom_right","r1c0_bottom_right",0,3,8,0,0.230769230769231
65,96,"True","r1c2_bottom_left",0,"r2c1_bottom_left","r2c1_bottom_right","r0c1_right",0,3,6,0,0.2
66,1,"True","r1c1_right",0,"r1c3_bottom_left","r2c2_bottom_left","r2c0_bottom_right",0,3,8,0,0.230769230769231
66,9,"True","r2c2_bottom_right",2,"r1c1_right","r3c0_right","r0c3_bottom_right",0,3,4,0,0.176470588235294
66,10,"True","r0c2_bottom_right",2,"r2c1_bottom_right","r1c1_bottom_left","r0c0_right",0,3,4,0,0.176470588235294
66,12,"True","r2c2_right",1,"r1c0_bottom_right","r1c1_bottom_left","r0c3_bottom_right",0,3,8,0,0.230769230769231
66,14,"True","r1c2_bottom_left",0,"r2c3_bottom_right","r2c1_bottom_left","r0c2_bottom_left",0,3,6,0,0.2
66,24,"True","r0c2_bottom_left",2,"r2c2_bottom_left","r1c2_bottom_right","r0c1_bottom_left",0,3,4,0,0.176470588235294
66,25,"True","r1c1_right",0,"r2c0_right","r2c1_right","r0c2_bottom_right",1,2,8,0.125,0.153846153846154
66,29,"True","r2c1_right",0,"r1c1_bottom_right","r0c3_bottom_right","r2c2_bottom_right",2,1,8,0.25,0.0769230769230769
66,31,"True","r1c0_right",1,"r1c0_bottom_left","r1c0_bottom_right","r2c3_bottom_left",2,1,8,0.25,0.0769230769230769
66,33,"True","r2c1_right",0,"r1c2_bottom_right","r1c3_bottom_left","r0c1_bottom_right",0,3,8,0,0.230769230769231
66,35,"True","r0c2_bottom_left",2,"r1c1_right","r2c2_bottom_right","r2c2_bottom_left",0,3,4,0,0.176470588235294
66,36,"True","r2c1_bottom_right",2,"r0c1_right","r1c0_right","r0c2_right",0,3,4,0,0.176470588235294
66,37,"True","r2c2_right",1,"r1c2_right","r2c1_bottom_right","r0c1_bottom_left",0,3,8,0,0.230769230769231
66,41,"True","r2c1_bottom_right",2,"r2c2_bottom_left","r1c1_right","r0c2_bottom_right",1,2,4,0.25,0.117647058823529
66,52,"True","r2c1_bottom_right",2,"r1c1_bottom_right","r1c2_bottom_right","r1c3_bottom_left",0,3,4,0,0.176470588235294
66,54,"True","r0c1_bottom_right",2,"r2c2_bottom_left","r1c2_bottom_left","r2c3_bottom_right",0,3,4,0,0.176470588235294
66,58,"True","r2c1_bottom_right",2,"r1c0_bottom_left","r2c2_bottom_left","r1c0_bottom_right",2,1,4,0.5,0.0588235294117647
66,59,"True","r0c2_bottom_right",2,"r2c0_bottom_right","r2c1_bottom_left","r0c0_bottom_right",0,3,4,0,0.176470588235294
66,60,"True","r0c2_bottom_left",2,"r0c1_bottom_left","r0c2_bottom_right","r2c3_bottom_left",1,2,4,0.25,0.117647058823529
66,67,"True","r1c0_bottom_right",1,"r1c1_bottom_right","r2c2_bottom_right","r0c3_bottom_right",0,3,6,0,0.2
66,69,"True","r1c0_right",1,"r2c3_bottom_right","r1c2_right","r0c0_right",0,3,8,0,0.230769230769231
66,73,"True","r0c2_bottom_left",2,"r1c1_bottom_left","r2c1_bottom_left","r1c2_bottom_right",1,2,4,0.25,0.117647058823529
66,75,"True","r0c1_bottom_right",2,"r1c1_bottom_right","r2c1_bottom_left","r2c1_bottom_right",1,2,4,0.25,0.117647058823529
66,76,"True","r1c0_bottom_right",1,"r3c0_right","r2c1_bottom_right","r2c0_bottom_right",1,2,6,0.166666666666667,0.133333333333333
66,77,"True","r2c2_right",1,"r2c1_bottom_left","r2c2_bottom_right","r1c1_bottom_right",2,1,8,0.25,0.0769230769230769
66,86,"True","r1c2_bottom_left",0,"r3c1_right","r0c2_bottom_left","r2c1_bottom_left",0,3,6,0,0.2
