"subject","prompt_rt_sec","selection_rt_ms","accuracy"
59,16.0652764810256,3367.57757435897,0.854609929078014
60,11.9608555202899,4412.09443961353,0.875886524822695
61,1.45040557846159,3570.57210769231,0.740350877192983
62,4.03886938500007,9709.63118181818,0.803703703703704
63,1.24477898543697,3776.5520776699,0.776666666666667
64,2.89113398151686,3539.44616113744,0.809027777777778
65,5.62293442608699,2927.00648067633,0.743055555555556
66,0.848562224122968,4217.91451535088,0.693602693602694
67,3.26999652663316,3106.74153266332,0.789115646258504
68,1.82064088103447,7455.41561063218,0.797101449275362
69,1.3930761061302,4947.9048697318,0.799319727891157
70,1.94297937330647,4268.61898406375,0.774305555555556
71,2.48661015247526,3937.08947772277,0.838951310861423
72,1.99342306695711,3881.73803043478,0.836734693877551
73,2.89991382713565,6768.74685427136,0.754789272030651
74,1.62903193508773,4118.39173684211,0.614583333333333
76,2.29961419246224,7327.24421859296,0.827838827838828
77,2.5564253512604,4905.31508403361,0.816326530612245
78,1.54060034318181,4770.70026363636,0.853046594982079
79,0.832432539698511,4612.96281155779,0.809027777777778
80,2.50660663432831,4001.51326865672,0.863157894736842
81,0.933856956185391,7171.28092783505,0.820512820512821
82,8.5701444700002,5418.90409166667,0.875
83,1.40916260192305,8609.24313221154,0.819148936170213
84,1.86545307571373,4417.4295452381,0.744897959183674
85,1.31707938937209,3277.58316666667,0.744897959183674
86,2.1784429788728,7904.36510798122,0.805555555555556
87,2.21467221255883,3857.73539855072,0.863333333333333
88,1.94613705968795,4391.47553926702,0.838709677419355
89,5.96748229898085,3163.10602806122,0.804123711340206
90,1.28042864079592,3042.3741840796,0.643097643097643
91,3.01136261599968,3617.7450075,0.761904761904762
