participant,trial_count,line_width,line_id,line_orientation
84,98,1.3333,r1c2_bottom_left,back_slash
84,98,1.3333,r2c2_right,vertical
84,99,1.3333,r1c1_right,vertical
84,99,1.3333,r3c0_right,vertical
84,99,2.0,r0c1_right,vertical
84,99,2.0,r0c3_bottom_right,forward_slash
84,99,2.0,r1c2_bottom_left,back_slash
84,99,2.0,r3c2_right,vertical
85,0,1.0,r0c3_bottom_left,back_slash
85,0,1.3333,r0c0_bottom_right,forward_slash
85,0,1.3333,r0c1_bottom_left,back_slash
85,1,1.0,r2c3_bottom_right,forward_slash
85,1,1.3333,r0c0_bottom_right,forward_slash
85,1,1.6667,r0c2_bottom_left,back_slash
85,2,1.0,r1c1_bottom_left,back_slash
85,2,1.0,r2c0_right,vertical
85,2,1.3333,r0c1_bottom_left,back_slash
85,2,1.3333,r1c2_bottom_right,forward_slash
85,2,1.3333,r3c0_right,vertical
85,3,1.3333,r2c2_right,vertical
85,3,1.3333,r2c3_bottom_right,forward_slash
85,3,1.3333,r3c2_right,vertical
85,4,1.0,r1c3_bottom_left,back_slash
85,4,1.3333,r0c3_bottom_left,back_slash
85,4,1.3333,r2c0_bottom_right,forward_slash
85,5,1.0,r2c2_bottom_left,back_slash
85,5,1.3333,r2c1_bottom_right,forward_slash
85,5,1.6667,r0c3_bottom_right,forward_slash
85,6,1.3333,r1c0_bottom_right,forward_slash
85,6,1.3333,r1c2_right,vertical
85,6,1.6667,r1c2_bottom_left,back_slash
85,7,1.3333,r2c3_bottom_right,forward_slash
85,7,1.6667,r0c1_right,vertical
85,7,1.6667,r2c2_bottom_right,forward_slash
85,8,1.0,r1c0_bottom_left,back_slash
85,8,1.3333,r1c0_bottom_right,forward_slash
85,8,1.3333,r1c1_bottom_right,forward_slash
85,8,1.3333,r1c2_right,vertical
85,8,1.3333,r3c1_right,vertical
85,9,1.3333,r0c0_bottom_right,forward_slash
85,9,1.3333,r0c3_bottom_left,back_slash
85,9,1.3333,r1c2_bottom_left,back_slash
85,10,1.0,r1c1_bottom_right,forward_slash
85,10,1.3333,r0c2_bottom_left,back_slash
