participant,date,overall_time,trial_count,click_order,prompt_rt_sec,selection_rt_ms,pressed_object,line_width,top_x,top_y,bottom_x,bottom_y,line_id,line_orientation,selected_or_released,accuracy,possible_thinnest_lines,is_practice,is_anomaly_trial,anomaly_mid_x,anomaly_mid_y,anomaly_line_id,anomaly_group
63,2021_Nov_01_1258,0 days 00:14:20.608044000,84,2,0.7225199000004068,3082.275,line,2.0,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,3,False,True,88.50858231593702,150.32665789452227,r1c1_right,0
63,2021_Nov_01_1258,0 days 00:14:21.442060000,84,3,0.7225199000004068,3916.291,line,2.0,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,3,False,True,88.50858231593702,150.32665789452227,r1c1_right,0
63,2021_Nov_01_1258,0 days 00:14:22.174928000,84,4,0.7225199000004068,4649.159,submit,,,,,,,,,0.3333333333333333,3,False,True,88.50858231593702,150.32665789452227,r1c1_right,0
63,2021_Nov_01_1258,0 days 00:14:30.516205000,85,1,4.432606399999713,3182.16,line,1.3333,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,5,False,True,137.3594405475307,55.48998684178341,r1c2_bottom_left,0
63,2021_Nov_01_1258,0 days 00:14:31.085312000,85,2,4.432606399999713,3751.267,line,1.3333,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,5,False,True,137.3594405475307,55.48998684178341,r1c2_bottom_left,0
63,2021_Nov_01_1258,0 days 00:14:32.020171000,85,3,4.432606399999713,4686.126,line,1.0,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,5,False,True,137.3594405475307,55.48998684178341,r1c2_bottom_left,0
63,2021_Nov_01_1258,0 days 00:14:32.873849000,85,4,4.432606399999713,5539.804,submit,,,,,,,,,1.0,5,False,True,137.3594405475307,55.48998684178341,r1c2_bottom_left,0
63,2021_Nov_01_1258,0 days 00:14:35.172928000,86,1,0.7914835000010498,729.26,line,1.3333,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:36.141406000,86,2,0.7914835000010498,1697.738,line,1.3333,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:37.744267000,86,3,0.7914835000010498,3300.599,line,1.6667,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:37.943711000,86,4,0.7914835000010498,3500.043,line,1.6667,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,released,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:38.844296000,86,5,0.7914835000010498,4400.628,line,1.6667,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:39.580324000,86,6,0.7914835000010498,5136.656,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:41.846912000,87,1,0.5288736000002245,998.325,line,1.6667,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:42.980209000,87,2,0.5288736000002245,2131.622,line,2.0,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:44.049315000,87,3,0.5288736000002245,3200.728,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:44.936869000,87,4,0.5288736000002245,4088.282,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:46.723052000,88,1,0.6857935000007274,449.796,line,1.0,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,7,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
63,2021_Nov_01_1258,0 days 00:14:47.250952000,88,2,0.6857935000007274,977.696,line,1.3333,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,7,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
63,2021_Nov_01_1258,0 days 00:14:49.037309000,88,3,0.6857935000007274,2764.053,line,1.3333,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,7,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
63,2021_Nov_01_1258,0 days 00:14:49.909038000,88,4,0.6857935000007274,3635.782,submit,,,,,,,,,1.0,7,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
63,2021_Nov_01_1258,0 days 00:14:52.457257000,89,1,0.14029929999924207,1797.868,line,2.0,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,8,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:53.241968000,89,2,0.14029929999924207,2582.5789999999997,line,1.3333,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,8,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:54.876755000,89,3,0.14029929999924207,4217.366,line,2.0,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,8,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:55.614869000,89,4,0.14029929999924207,4955.48,submit,,,,,,,,,1.0,8,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:57.912371000,90,1,0.0934873999995034,1647.987,line,1.3333,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:58.514172000,90,2,0.0934873999995034,2249.788,line,1.0,-9.19313414725039,400.0,-9.19313414725039,280.0,r0c1_right,vertical,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:14:58.947139000,90,3,0.0934873999995034,2682.755,line,1.0,-9.19313414725039,400.0,-9.19313414725039,280.0,r0c1_right,vertical,released,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:01.216504000,90,4,0.0934873999995034,4952.12,line,1.0,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:01.984383000,90,5,0.0934873999995034,5719.999,line,1.0,-9.19313414725039,400.0,-9.19313414725039,280.0,r0c1_right,vertical,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:02.986980000,90,6,0.0934873999995034,6722.596,submit,,,,,,,,,1.0,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:05.436764000,91,1,0.004317799999626004,1846.196,line,1.6667,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,6,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:06.171503000,91,2,0.004317799999626004,2580.935,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,6,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:07.206885000,91,3,0.004317799999626004,3616.317,line,1.6667,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,6,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:08.024357000,91,4,0.004317799999626004,4433.789,submit,,,,,,,,,1.0,6,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:09.607461000,92,1,0.33107190000009723,745.46,line,1.0,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:11.709304000,92,2,0.33107190000009723,2847.303,line,1.3333,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:12.711726000,92,3,0.33107190000009723,3849.725,line,1.3333,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:13.580900000,92,4,0.33107190000009723,4718.899,submit,,,,,,,,,1.0,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:15.448335000,93,1,0.09455630000047677,1248.95,line,1.3333,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,4,False,True,186.21029877912443,-39.346684210955445,r2c2_right,2
63,2021_Nov_01_1258,0 days 00:15:16.246853000,93,2,0.09455630000047677,2047.468,line,1.0,-204.5965670736252,400.0,-204.5965670736252,280.0,r0c0_right,vertical,selected,,4,False,True,186.21029877912443,-39.346684210955445,r2c2_right,2
63,2021_Nov_01_1258,0 days 00:15:18.683241000,93,3,0.09455630000047677,4483.856,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,4,False,True,186.21029877912443,-39.346684210955445,r2c2_right,2
63,2021_Nov_01_1258,0 days 00:15:19.686289000,93,4,0.09455630000047677,5486.904,submit,,,,,,,,,1.0,4,False,True,186.21029877912443,-39.346684210955445,r2c2_right,2
63,2021_Nov_01_1258,0 days 00:15:23.872863000,94,1,2.66705120000006,782.457,line,1.6667,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:25.988820000,94,2,2.66705120000006,2898.4139999999998,line,1.3333,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:26.757986000,94,3,2.66705120000006,3667.58,line,1.6667,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:27.878360000,94,4,2.66705120000006,4787.954,submit,,,,,,,,,1.0,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:29.827426000,95,1,0.2880834000006871,1013.165,line,2.0,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:30.528723000,95,2,0.2880834000006871,1714.462,line,2.0,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:33.765803000,95,3,0.2880834000006871,4951.542,line,2.0,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:34.584233000,95,4,0.2880834000006871,5769.972,submit,,,,,,,,,1.0,5,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:36.318027000,96,1,0.7133503000004566,463.528,line,1.3333,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:36.817873000,96,2,0.7133503000004566,963.374,line,2.0,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:38.020587000,96,3,0.7133503000004566,2166.088,line,1.6667,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:38.606148000,96,4,0.7133503000004566,2751.649,submit,,,,,,,,,0.3333333333333333,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:40.372376000,97,1,0.05966189999890048,1148.548,line,1.3333,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,4,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
63,2021_Nov_01_1258,0 days 00:15:41.323741000,97,2,0.05966189999890048,2099.913,line,2.0,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,4,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
63,2021_Nov_01_1258,0 days 00:15:41.623953000,97,3,0.05966189999890048,2400.125,line,2.0,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,released,,4,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
63,2021_Nov_01_1258,0 days 00:15:42.423903000,97,4,0.05966189999890048,3200.075,line,2.0,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,4,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
63,2021_Nov_01_1258,0 days 00:15:45.028218000,97,5,0.05966189999890048,5804.39,line,2.0,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,4,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
63,2021_Nov_01_1258,0 days 00:15:45.561362000,97,6,0.05966189999890048,6337.534,submit,,,,,,,,,0.3333333333333333,4,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
63,2021_Nov_01_1258,0 days 00:15:48.265705000,98,1,0.0842811000002257,2001.448,line,1.0,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:49.131288000,98,2,0.0842811000002257,2867.031,line,1.0,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:49.981353000,98,3,0.0842811000002257,3717.096,line,1.3333,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:50.917391000,98,4,0.0842811000002257,4653.134,submit,,,,,,,,,1.0,4,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:53.868124000,99,1,0.16991260000031616,2214.574,line,1.6667,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:54.769769000,99,2,0.16991260000031616,3116.219,line,2.0,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:55.637725000,99,3,0.16991260000031616,3984.175,line,1.6667,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,3,False,False,,,,
63,2021_Nov_01_1258,0 days 00:15:56.541742000,99,4,0.16991260000031616,4888.192,submit,,,,,,,,,0.0,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:02:14.901290000,0,1,7.552478300000075,3530.19,line,1.6667,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,5,True,False,,,,
64,2021_Nov_01_1344,0 days 00:02:15.034537000,0,2,7.552478300000075,3663.437,line,1.6667,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,released,,5,True,False,,,,
64,2021_Nov_01_1344,0 days 00:02:16.735373000,0,3,7.552478300000075,5364.273,line,1.6667,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,5,True,False,,,,
64,2021_Nov_01_1344,0 days 00:02:21.674876000,0,4,7.552478300000075,10303.776,line,1.6667,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,5,True,False,,,,
64,2021_Nov_01_1344,0 days 00:02:25.144122000,0,5,7.552478300000075,13773.022,line,2.0,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,5,True,False,,,,
64,2021_Nov_01_1344,0 days 00:02:26.148154000,0,6,7.552478300000075,14777.054,submit,,,,,,,,,0.6666666666666666,5,True,False,,,,
64,2021_Nov_01_1344,0 days 00:02:56.826631000,1,1,5.314114900000277,462.818,line,1.0,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,4,False,False,,,,
64,2021_Nov_01_1344,0 days 00:02:59.561758000,1,2,5.314114900000277,3197.945,line,1.3333,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,4,False,False,,,,
64,2021_Nov_01_1344,0 days 00:03:03.867177000,1,3,5.314114900000277,7503.364,line,1.3333,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,4,False,False,,,,
64,2021_Nov_01_1344,0 days 00:03:04.655072000,1,4,5.314114900000277,8291.259,submit,,,,,,,,,1.0,4,False,False,,,,
64,2021_Nov_01_1344,0 days 00:03:18.065181000,2,1,3.694535200000246,364.256,line,1.0,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,5,False,False,,,,
64,2021_Nov_01_1344,0 days 00:03:20.265676000,2,2,3.694535200000246,2564.751,line,1.3333,381.6137317054993,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_right,forward_slash,selected,,5,False,False,,,,
64,2021_Nov_01_1344,0 days 00:03:24.938097000,2,3,3.694535200000246,7237.172,line,1.3333,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,5,False,False,,,,
64,2021_Nov_01_1344,0 days 00:03:26.074211000,2,4,3.694535200000246,8373.286,submit,,,,,,,,,1.0,5,False,False,,,,
64,2021_Nov_01_1344,0 days 00:03:35.747906000,3,1,7.061532100000477,980.985,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,5,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
64,2021_Nov_01_1344,0 days 00:03:35.881711000,3,2,7.061532100000477,1114.79,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,released,,5,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
64,2021_Nov_01_1344,0 days 00:03:37.216497000,3,3,7.061532100000477,2449.576,line,1.6667,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,5,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
64,2021_Nov_01_1344,0 days 00:03:40.986425000,3,4,7.061532100000477,6219.504,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,5,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
64,2021_Nov_01_1344,0 days 00:03:53.467520000,3,5,7.061532100000477,18700.599,line,1.6667,-106.8948506104378,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_left,back_slash,selected,,5,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
64,2021_Nov_01_1344,0 days 00:03:54.168472000,3,6,7.061532100000477,19401.551,submit,,,,,,,,,1.0,5,False,True,39.657724084343315,245.16332894726114,r0c2_bottom_left,2
64,2021_Nov_01_1344,0 days 00:04:02.407850000,4,1,6.267524399998365,1047.925,line,1.3333,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:04.710059000,4,2,6.267524399998365,3350.134,line,1.6667,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:17.955053000,4,3,6.267524399998365,16595.128,line,1.6667,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:18.560497000,4,4,6.267524399998365,17200.572,submit,,,,,,,,,0.3333333333333333,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:21.526991000,5,1,1.5635701999999583,447.029,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:23.196837000,5,2,1.5635701999999583,2115.877,line,1.3333,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:37.777835000,5,3,1.5635701999999583,16697.873,line,1.3333,88.50858231593702,210.32665789452227,88.50858231593702,90.32665789452227,r1c1_right,vertical,selected,,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:38.513099000,5,4,1.5635701999999583,17433.137,submit,,,,,,,,,1.0,3,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:41.898503000,6,1,2.2250332000003255,330.765,line,1.3333,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,5,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:45.501971000,6,2,2.2250332000003255,3934.233,line,1.3333,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,5,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:49.005602000,6,3,2.2250332000003255,7437.864,line,1.3333,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,5,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:50.441157000,6,4,2.2250332000003255,8873.419,submit,,,,,,,,,1.0,5,False,False,,,,
64,2021_Nov_01_1344,0 days 00:04:54.259840000,7,1,2.4093739000018104,480.414,line,1.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,8,False,True,-58.043992378844095,55.48998684178341,r1c1_bottom_left,1
64,2021_Nov_01_1344,0 days 00:04:59.798732000,7,2,2.4093739000018104,6019.306,line,1.3333,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,8,False,True,-58.043992378844095,55.48998684178341,r1c1_bottom_left,1
64,2021_Nov_01_1344,0 days 00:05:08.440356000,7,3,2.4093739000018104,14660.93,line,2.0,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,8,False,True,-58.043992378844095,55.48998684178341,r1c1_bottom_left,1
64,2021_Nov_01_1344,0 days 00:05:09.175740000,7,4,2.4093739000018104,15396.314,submit,,,,,,,,,1.0,8,False,True,-58.043992378844095,55.48998684178341,r1c1_bottom_left,1
64,2021_Nov_01_1344,0 days 00:05:12.094644000,8,1,1.6932462000004307,313.572,line,1.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,3,False,True,137.3594405475307,-134.1833552636943,r2c2_bottom_right,2
64,2021_Nov_01_1344,0 days 00:05:13.128578000,8,2,1.6932462000004307,1347.5059999999999,line,1.3333,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,3,False,True,137.3594405475307,-134.1833552636943,r2c2_bottom_right,2
64,2021_Nov_01_1344,0 days 00:05:14.330063000,8,3,1.6932462000004307,2548.991,line,1.0,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,3,False,True,137.3594405475307,-134.1833552636943,r2c2_bottom_right,2
64,2021_Nov_01_1344,0 days 00:05:16.765648000,8,4,1.6932462000004307,4984.576,line,1.3333,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,released,,3,False,True,137.3594405475307,-134.1833552636943,r2c2_bottom_right,2
64,2021_Nov_01_1344,0 days 00:05:18.335125000,8,5,1.6932462000004307,6554.053,line,1.0,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,3,False,True,137.3594405475307,-134.1833552636943,r2c2_bottom_right,2
64,2021_Nov_01_1344,0 days 00:05:19.468924000,8,6,1.6932462000004307,7687.852,submit,,,,,,,,,1.0,3,False,True,137.3594405475307,-134.1833552636943,r2c2_bottom_right,2
64,2021_Nov_01_1344,0 days 00:05:25.526271000,9,1,4.822175500001322,282.294,line,1.0,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,4,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
64,2021_Nov_01_1344,0 days 00:05:26.625609000,9,2,4.822175500001322,1381.632,line,1.6667,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,4,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
64,2021_Nov_01_1344,0 days 00:05:27.894638000,9,3,4.822175500001322,2650.661,line,1.3333,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,4,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
64,2021_Nov_01_1344,0 days 00:05:29.964187000,9,4,4.822175500001322,4720.21,submit,,,,,,,,,0.6666666666666666,4,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
64,2021_Nov_01_1344,0 days 00:05:43.392203000,10,1,11.945117300001584,796.021,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,4,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
64,2021_Nov_01_1344,0 days 00:05:44.126507000,10,2,11.945117300001584,1530.325,line,2.0,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,4,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
64,2021_Nov_01_1344,0 days 00:05:45.127495000,10,3,11.945117300001584,2531.313,line,2.0,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,4,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
64,2021_Nov_01_1344,0 days 00:05:46.598380000,10,4,11.945117300001584,4002.198,submit,,,,,,,,,1.0,4,False,True,235.06115701071815,55.48998684178341,r1c2_bottom_right,1
64,2021_Nov_01_1344,0 days 00:05:56.455896000,11,1,8.169035399998393,647.505,line,1.6667,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,3,False,True,88.50858231593702,150.32665789452227,r1c1_right,0
