participant,date,overall_time,trial_count,click_order,prompt_rt_sec,selection_rt_ms,pressed_object,line_width,top_x,top_y,bottom_x,bottom_y,line_id,line_orientation,selected_or_released,accuracy,possible_thinnest_lines,is_practice,is_anomaly_trial,anomaly_mid_x,anomaly_mid_y,anomaly_line_id,anomaly_group
77,2021_Nov_12_1135,0 days 00:11:29.420473000,24,4,2.381310199998552,4268.311,submit,,,,,,,,,1.0,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:32.957614000,25,1,1.4841161000003922,1283.434,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:33.989903000,25,2,1.4841161000003922,2315.723,line,1.3333,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:36.457904000,25,3,1.4841161000003922,4783.724,line,1.6667,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:37.078353000,25,4,1.4841161000003922,5404.173,submit,,,,,,,,,1.0,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:39.913494000,26,1,1.726584100000764,447.356,line,1.6667,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:40.412393000,26,2,1.726584100000764,946.255,line,1.6667,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:41.547513000,26,3,1.726584100000764,2081.375,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:42.645718000,26,4,1.726584100000764,3179.58,submit,,,,,,,,,1.0,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:47.586038000,27,1,2.2341539000008197,2032.245,line,2.0,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:48.887600000,27,2,2.2341539000008197,3333.807,line,2.0,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:51.891083000,27,3,2.2341539000008197,6337.29,line,1.6667,283.91201524231184,-169.02002631643313,283.91201524231184,-289.02002631643313,r3c2_right,vertical,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:52.924870000,27,4,2.2341539000008197,7371.077,line,2.0,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,released,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:54.893408000,27,5,2.2341539000008197,9339.615,line,2.0,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,released,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:56.794939000,27,6,2.2341539000008197,11241.146,line,2.0,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:58.764302000,27,7,2.2341539000008197,13210.509,line,2.0,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:11:59.032252000,27,8,2.2341539000008197,13477.462,line,2.0,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,released,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:00.399413000,27,9,2.2341539000008197,14845.62,line,2.0,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:00.968759000,27,10,2.2341539000008197,15414.966,submit,,,,,,,,,1.0,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:04.451835000,28,1,1.8613595999995596,979.465,line,1.3333,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,7,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
77,2021_Nov_12_1135,0 days 00:12:05.187647000,28,2,1.8613595999995596,1715.277,line,1.3333,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,7,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
77,2021_Nov_12_1135,0 days 00:12:06.555512000,28,3,1.8613595999995596,3083.142,line,2.0,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,7,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
77,2021_Nov_12_1135,0 days 00:12:07.707732000,28,4,1.8613595999995596,4235.362,submit,,,,,,,,,1.0,7,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
77,2021_Nov_12_1135,0 days 00:12:12.277267000,29,1,3.2445690000004106,596.477,line,1.3333,88.50858231593702,210.32665789452227,88.50858231593702,90.32665789452227,r1c1_right,vertical,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:13.745679000,29,2,3.2445690000004106,2064.889,line,1.6667,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:14.747144000,29,3,3.2445690000004106,3066.354,line,2.0,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:15.080707000,29,4,3.2445690000004106,3399.917,line,2.0,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,released,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:16.231394000,29,5,3.2445690000004106,4550.604,line,2.0,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:16.933463000,29,6,3.2445690000004106,5252.673,submit,,,,,,,,,0.6666666666666666,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:21.854679000,30,1,2.716457700000319,1482.348,line,1.3333,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:23.754054000,30,2,2.716457700000319,3381.723,line,1.6667,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:27.511779000,30,3,2.716457700000319,7139.448,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:27.642931000,30,4,2.716457700000319,7270.6,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,released,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:29.579507000,30,5,2.716457700000319,9207.176,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:29.711037000,30,6,2.716457700000319,9338.706,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,released,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:30.980286000,30,7,2.716457700000319,10607.955,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:31.632862000,30,8,2.716457700000319,11260.531,submit,,,,,,,,,0.6666666666666666,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:34.851481000,31,1,2.0357309999999416,514.762,line,1.6667,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,6,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
77,2021_Nov_12_1135,0 days 00:12:36.017451000,31,2,2.0357309999999416,1680.732,line,1.6667,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,6,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
77,2021_Nov_12_1135,0 days 00:12:37.487323000,31,3,2.0357309999999416,3150.604,line,1.3333,88.50858231593702,210.32665789452227,88.50858231593702,90.32665789452227,r1c1_right,vertical,selected,,6,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
77,2021_Nov_12_1135,0 days 00:12:39.341277000,31,4,2.0357309999999416,5004.558,submit,,,,,,,,,1.0,6,False,True,-106.8948506104378,150.32665789452227,r1c0_right,0
77,2021_Nov_12_1135,0 days 00:12:42.724882000,32,1,0.9929979000007734,1749.3020000000001,line,1.0,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:43.993326000,32,2,0.9929979000007734,3017.746,line,1.3333,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:44.126087000,32,3,0.9929979000007734,3150.507,line,1.3333,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,released,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:46.596261000,32,4,0.9929979000007734,5620.6810000000005,line,1.3333,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:48.930525000,32,5,0.9929979000007734,7954.945,line,1.3333,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:49.766823000,32,6,0.9929979000007734,8791.243,submit,,,,,,,,,1.0,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:52.851689000,33,1,1.5725423000003502,815.128,line,1.6667,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,6,False,False,,,,
77,2021_Nov_12_1135,0 days 00:12:54.050065000,33,2,1.5725423000003502,2013.504,line,1.6667,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,6,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:02.861403000,33,3,1.5725423000003502,10824.842,line,2.0,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,6,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:03.779964000,33,4,1.5725423000003502,11743.403,submit,,,,,,,,,0.6666666666666666,6,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:07.683291000,34,1,1.062137499999153,2115.707,line,1.3333,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:08.183404000,34,2,1.062137499999153,2615.82,line,1.0,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:10.352397000,34,3,1.062137499999153,4784.813,line,1.6667,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:11.272980000,34,4,1.062137499999153,5705.396,submit,,,,,,,,,0.6666666666666666,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:14.453977000,35,1,1.7836678000003303,780.216,line,1.3333,-302.2982835368126,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_left,back_slash,selected,,4,False,True,-9.19313414725039,-39.346684210955445,r2c1_right,1
77,2021_Nov_12_1135,0 days 00:13:15.556440000,35,2,1.7836678000003303,1882.679,line,1.3333,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,4,False,True,-9.19313414725039,-39.346684210955445,r2c1_right,1
77,2021_Nov_12_1135,0 days 00:13:17.959077000,35,3,1.7836678000003303,4285.316,line,1.6667,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,4,False,True,-9.19313414725039,-39.346684210955445,r2c1_right,1
77,2021_Nov_12_1135,0 days 00:13:18.811554000,35,4,1.7836678000003303,5137.793,submit,,,,,,,,,0.6666666666666666,4,False,True,-9.19313414725039,-39.346684210955445,r2c1_right,1
77,2021_Nov_12_1135,0 days 00:13:20.845746000,36,1,0.7903459999997722,563.718,line,1.0,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:22.780325000,36,2,0.7903459999997722,2498.297,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:23.481272000,36,3,0.7903459999997722,3199.244,line,1.3333,-204.5965670736252,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_left,back_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:24.721025000,36,4,0.7903459999997722,4438.997,submit,,,,,,,,,1.0,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:27.637706000,37,1,0.959289099999296,1351.464,line,1.3333,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:28.403223000,37,2,0.959289099999296,2116.9809999999998,line,1.0,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:29.604870000,37,3,0.959289099999296,3318.628,line,1.0,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:30.991407000,37,4,0.959289099999296,4705.165,submit,,,,,,,,,1.0,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:37.312870000,38,1,5.162307799999326,415.138,line,1.3333,-9.19313414725039,20.653315789044555,-9.19313414725039,-99.34668421095544,r2c1_right,vertical,selected,,3,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
77,2021_Nov_12_1135,0 days 00:13:38.846381000,38,2,5.162307799999326,1948.649,line,2.0,-204.5965670736252,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_left,back_slash,selected,,3,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
77,2021_Nov_12_1135,0 days 00:13:45.253812000,38,3,5.162307799999326,8356.08,line,2.3333,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,3,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
77,2021_Nov_12_1135,0 days 00:13:45.387356000,38,4,5.162307799999326,8489.624,line,2.3333,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,released,,3,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
77,2021_Nov_12_1135,0 days 00:13:47.104792000,38,5,5.162307799999326,10207.06,line,2.3333,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,3,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
77,2021_Nov_12_1135,0 days 00:13:48.074571000,38,6,5.162307799999326,11176.839,submit,,,,,,,,,0.6666666666666666,3,False,True,39.657724084343315,-134.1833552636943,r2c2_bottom_left,2
77,2021_Nov_12_1135,0 days 00:13:53.227979000,39,1,0.11642030000075465,2898.875,line,1.6667,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,6,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:54.162445000,39,2,0.11642030000075465,3833.341,line,1.6667,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,6,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:56.298344000,39,3,0.11642030000075465,5969.24,line,1.6667,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,6,False,False,,,,
77,2021_Nov_12_1135,0 days 00:13:57.734185000,39,4,0.11642030000075465,7405.081,submit,,,,,,,,,1.0,6,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:08.761821000,40,1,9.22758199999953,516.062,line,1.6667,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:11.029057000,40,2,9.22758199999953,2783.298,line,2.0,-9.19313414725039,-99.34668421095544,-106.8948506104378,-169.02002631643316,r2c1_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:12.230550000,40,3,9.22758199999953,3984.791,line,2.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:13.267094000,40,4,9.22758199999953,5021.335,submit,,,,,,,,,0.3333333333333333,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:18.471367000,41,1,2.040431899999021,1933.8220000000001,line,1.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:21.372651000,41,2,2.040431899999021,4835.106,line,1.6667,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:24.111963000,41,3,2.040431899999021,7574.418,line,1.0,283.91201524231184,-169.02002631643313,283.91201524231184,-289.02002631643313,r3c2_right,vertical,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:24.811676000,41,4,2.040431899999021,8274.131,submit,,,,,,,,,1.0,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:29.014107000,42,1,2.221294700000726,463.498,line,1.3333,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,5,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
77,2021_Nov_12_1135,0 days 00:14:29.880638000,42,2,2.221294700000726,1330.029,line,1.6667,186.21029877912443,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_left,back_slash,selected,,5,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
77,2021_Nov_12_1135,0 days 00:14:31.348425000,42,3,2.221294700000726,2797.816,line,1.3333,88.50858231593702,210.32665789452227,88.50858231593702,90.32665789452227,r1c1_right,vertical,selected,,5,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
77,2021_Nov_12_1135,0 days 00:14:32.852994000,42,4,2.221294700000726,4302.385,submit,,,,,,,,,0.6666666666666666,5,False,True,39.657724084343315,55.48998684178341,r1c1_bottom_right,0
77,2021_Nov_12_1135,0 days 00:14:35.269618000,43,1,1.6351364000001922,248.41,line,1.0,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,5,False,True,-58.043992378844095,245.16332894726114,r0c1_bottom_right,2
77,2021_Nov_12_1135,0 days 00:14:35.404616000,43,2,1.6351364000001922,383.408,line,1.0,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,released,,5,False,True,-58.043992378844095,245.16332894726114,r0c1_bottom_right,2
77,2021_Nov_12_1135,0 days 00:14:35.769863000,43,3,1.6351364000001922,748.655,line,1.3333,186.21029877912443,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_right,forward_slash,selected,,5,False,True,-58.043992378844095,245.16332894726114,r0c1_bottom_right,2
77,2021_Nov_12_1135,0 days 00:14:36.603618000,43,4,1.6351364000001922,1582.4099999999999,line,1.0,-9.19313414725039,280.0,88.50858231593702,210.32665789452227,r0c2_bottom_left,back_slash,selected,,5,False,True,-58.043992378844095,245.16332894726114,r0c1_bottom_right,2
77,2021_Nov_12_1135,0 days 00:14:37.236394000,43,5,1.6351364000001922,2215.186,line,1.3333,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,5,False,True,-58.043992378844095,245.16332894726114,r0c1_bottom_right,2
77,2021_Nov_12_1135,0 days 00:14:39.439614000,43,6,1.6351364000001922,4418.406,line,1.3333,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,released,,5,False,True,-58.043992378844095,245.16332894726114,r0c1_bottom_right,2
77,2021_Nov_12_1135,0 days 00:14:40.910988000,43,7,1.6351364000001922,5889.78,line,1.3333,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,5,False,True,-58.043992378844095,245.16332894726114,r0c1_bottom_right,2
77,2021_Nov_12_1135,0 days 00:14:41.528264000,43,8,1.6351364000001922,6507.056,submit,,,,,,,,,1.0,5,False,True,-58.043992378844095,245.16332894726114,r0c1_bottom_right,2
77,2021_Nov_12_1135,0 days 00:14:44.712942000,44,1,1.5697626999990462,1131.988,line,1.0,-9.19313414725039,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:47.248480000,44,2,1.5697626999990462,3667.526,line,1.3333,283.91201524231184,90.32665789452227,381.6137317054993,20.653315789044555,r1c3_bottom_left,back_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:48.015692000,44,3,1.5697626999990462,4434.738,line,1.0,381.6137317054993,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_right,forward_slash,selected,,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:48.720159000,44,4,1.5697626999990462,5139.205,submit,,,,,,,,,1.0,3,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:54.590161000,45,1,3.4913979999982985,916.466,line,1.3333,186.21029877912443,-99.34668421095544,88.50858231593702,-169.02002631643316,r2c2_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:57.324220000,45,2,3.4913979999982985,3650.525,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:57.458753000,45,3,3.4913979999982985,3785.058,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,released,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:59.126935000,45,4,3.4913979999982985,5453.24,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:14:59.661247000,45,5,3.4913979999982985,5987.552,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,released,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:01.162649000,45,6,3.4913979999982985,7488.954,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:03.564587000,45,7,3.4913979999982985,9890.892,line,2.0,88.50858231593702,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_left,back_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:04.266971000,45,8,3.4913979999982985,10593.276,submit,,,,,,,,,0.6666666666666666,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:06.784770000,46,1,0.8721652999993239,1030.683,line,1.3333,283.91201524231184,90.32665789452227,186.21029877912443,20.653315789044555,r1c2_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:08.820142000,46,2,0.8721652999993239,3066.055,line,1.3333,-9.19313414725039,280.0,-106.8948506104378,210.32665789452227,r0c1_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:10.788393000,46,3,0.8721652999993239,5034.306,line,2.0,-204.5965670736252,-99.34668421095544,-302.2982835368126,-169.02002631643316,r2c0_bottom_right,forward_slash,selected,,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:11.993942000,46,4,0.8721652999993239,6239.855,submit,,,,,,,,,0.6666666666666666,4,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:15.192930000,47,1,2.2007372999996733,297.332,line,1.6667,88.50858231593702,90.32665789452227,-9.19313414725039,20.653315789044555,r1c1_bottom_right,forward_slash,selected,,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:16.394362000,47,2,2.2007372999996733,1498.7640000000001,line,2.0,-106.8948506104378,90.32665789452227,-204.5965670736252,20.653315789044555,r1c0_bottom_right,forward_slash,selected,,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:17.629368000,47,3,2.2007372999996733,2733.77,line,1.6667,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,selected,,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:20.114183000,47,4,2.2007372999996733,5218.585,line,1.6667,-204.5965670736252,280.0,-302.2982835368126,210.32665789452227,r0c0_bottom_right,forward_slash,released,,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:21.383078000,47,5,2.2007372999996733,6487.48,line,1.6667,381.6137317054993,-99.34668421095544,283.91201524231184,-169.02002631643316,r2c3_bottom_right,forward_slash,selected,,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:22.185540000,47,6,2.2007372999996733,7289.942,submit,,,,,,,,,0.6666666666666666,5,False,False,,,,
77,2021_Nov_12_1135,0 days 00:15:26.670060000,48,1,2.4797096000002057,1327.451,line,2.0,186.21029877912443,280.0,283.91201524231184,210.32665789452227,r0c3_bottom_left,back_slash,selected,,9,False,True,-155.7457088420315,55.48998684178341,r1c0_bottom_right,1
77,2021_Nov_12_1135,0 days 00:15:27.536221000,48,2,2.4797096000002057,2193.612,line,1.3333,283.91201524231184,210.32665789452227,283.91201524231184,90.32665789452227,r1c2_right,vertical,selected,,9,False,True,-155.7457088420315,55.48998684178341,r1c0_bottom_right,1
