"participant","trial_count","line_width","line_id","line_orientation","drop_marker"
10,35,1.3333,"r2c2_bottom_left","back_slash","10_35"
10,36,1,"r2c1_bottom_left","back_slash","10_36"
10,36,1,"r3c2_right","vertical","10_36"
10,36,1.3333,"r0c3_bottom_left","back_slash","10_36"
10,36,1.3333,"r2c0_bottom_right","forward_slash","10_36"
10,36,1.3333,"r3c0_right","vertical","10_36"
10,37,1,"r0c1_right","vertical","10_37"
10,37,1,"r1c2_right","vertical","10_37"
10,37,1.3333,"r1c1_bottom_left","back_slash","10_37"
10,37,1.3333,"r1c1_right","vertical","10_37"
10,37,1.3333,"r2c2_bottom_left","back_slash","10_37"
10,38,1,"r0c1_right","vertical","10_38"
10,38,1.3333,"r0c0_right","vertical","10_38"
10,38,1.3333,"r0c2_bottom_left","back_slash","10_38"
10,38,1.3333,"r0c2_right","vertical","10_38"
10,38,1.3333,"r2c2_bottom_right","forward_slash","10_38"
10,38,1.3333,"r3c0_right","vertical","10_38"
10,39,1.6667,"r1c2_bottom_right","forward_slash","10_39"
10,39,1.6667,"r2c2_bottom_left","back_slash","10_39"
10,39,2,"r0c0_right","vertical","10_39"
10,39,2,"r1c0_bottom_left","back_slash","10_39"
10,39,2,"r1c1_bottom_left","back_slash","10_39"
10,39,2,"r2c1_bottom_left","back_slash","10_39"
10,39,2,"r2c3_bottom_left","back_slash","10_39"
10,39,2,"r3c0_right","vertical","10_39"
10,40,1.3333,"r0c1_bottom_left","back_slash","10_40"
10,40,1.3333,"r3c1_right","vertical","10_40"
10,40,2,"r0c3_bottom_left","back_slash","10_40"
10,40,2,"r0c3_bottom_right","forward_slash","10_40"
10,40,2,"r2c0_right","vertical","10_40"
10,40,2,"r2c1_bottom_left","back_slash","10_40"
10,40,2,"r2c2_bottom_left","back_slash","10_40"
10,41,1.3333,"r0c0_bottom_right","forward_slash","10_41"
10,41,1.3333,"r1c2_bottom_left","back_slash","10_41"
10,41,1.3333,"r2c0_bottom_right","forward_slash","10_41"
10,42,1.6667,"r0c3_bottom_right","forward_slash","10_42"
10,42,1.6667,"r2c2_bottom_right","forward_slash","10_42"
10,42,1.6667,"r3c1_right","vertical","10_42"
10,43,1,"r0c0_bottom_right","forward_slash","10_43"
10,43,1,"r1c0_bottom_left","back_slash","10_43"
10,43,1,"r2c2_bottom_left","back_slash","10_43"
10,44,1.3333,"r0c3_bottom_right","forward_slash","10_44"
10,44,1.3333,"r2c2_right","vertical","10_44"
10,44,1.3333,"r3c2_right","vertical","10_44"
10,45,1.3333,"r2c0_bottom_right","forward_slash","10_45"
10,45,1.3333,"r2c0_right","vertical","10_45"
10,45,1.6667,"r2c1_right","vertical","10_45"
10,46,1.3333,"r0c1_bottom_left","back_slash","10_46"
10,46,1.3333,"r0c2_bottom_right","forward_slash","10_46"
10,46,1.3333,"r1c0_right","vertical","10_46"
10,46,1.3333,"r1c2_bottom_left","back_slash","10_46"
10,46,1.3333,"r1c2_right","vertical","10_46"
10,47,1,"r2c1_right","vertical","10_47"
10,47,1.3333,"r0c0_right","vertical","10_47"
10,47,1.3333,"r0c1_bottom_right","forward_slash","10_47"
10,47,1.3333,"r0c2_bottom_left","back_slash","10_47"
10,47,1.3333,"r0c3_bottom_right","forward_slash","10_47"
10,47,1.3333,"r2c2_right","vertical","10_47"
10,48,1.3333,"r0c1_bottom_right","forward_slash","10_48"
10,48,1.3333,"r0c3_bottom_right","forward_slash","10_48"
10,48,1.6667,"r1c2_bottom_left","back_slash","10_48"
10,48,1.6667,"r2c1_right","vertical","10_48"
10,49,1.3333,"r3c0_right","vertical","10_49"
10,49,1.6667,"r0c0_bottom_right","forward_slash","10_49"
10,49,1.6667,"r2c0_right","vertical","10_49"
10,50,1.3333,"r1c0_bottom_right","forward_slash","10_50"
10,50,1.6667,"r0c1_bottom_right","forward_slash","10_50"
10,50,1.6667,"r0c1_right","vertical","10_50"
10,50,1.6667,"r2c2_bottom_right","forward_slash","10_50"
10,51,1.3333,"r0c1_bottom_right","forward_slash","10_51"
10,51,1.3333,"r1c0_right","vertical","10_51"
10,51,1.3333,"r3c1_right","vertical","10_51"
10,52,1.3333,"r3c0_right","vertical","10_52"
10,52,1.6667,"r0c1_bottom_left","back_slash","10_52"
10,52,1.6667,"r2c1_bottom_right","forward_slash","10_52"
10,53,1.3333,"r1c0_bottom_left","back_slash","10_53"
10,53,1.3333,"r2c2_bottom_left","back_slash","10_53"
10,53,1.6667,"r0c3_bottom_right","forward_slash","10_53"
10,53,1.6667,"r2c0_right","vertical","10_53"
10,54,1,"r0c2_bottom_left","back_slash","10_54"
10,54,1.3333,"r2c3_bottom_left","back_slash","10_54"
10,54,1.3333,"r3c1_right","vertical","10_54"
10,55,1,"r1c2_bottom_left","back_slash","10_55"
10,55,1.3333,"r1c0_bottom_left","back_slash","10_55"
10,55,1.3333,"r2c2_right","vertical","10_55"
10,55,1.3333,"r3c1_right","vertical","10_55"
10,56,1.3333,"r0c3_bottom_left","back_slash","10_56"
10,56,1.3333,"r0c3_bottom_right","forward_slash","10_56"
10,56,1.3333,"r1c2_bottom_right","forward_slash","10_56"
10,56,1.3333,"r2c0_bottom_right","forward_slash","10_56"
10,56,1.3333,"r2c1_bottom_right","forward_slash","10_56"
10,57,1,"r0c3_bottom_left","back_slash","10_57"
10,57,1,"r1c2_bottom_right","forward_slash","10_57"
10,57,1.6667,"r0c3_bottom_right","forward_slash","10_57"
10,57,1.6667,"r1c2_bottom_left","back_slash","10_57"
10,57,1.6667,"r3c2_right","vertical","10_57"
10,58,1.3333,"r0c2_bottom_right","forward_slash","10_58"
10,58,1.3333,"r0c3_bottom_right","forward_slash","10_58"
10,58,1.6667,"r0c0_bottom_right","forward_slash","10_58"
10,58,1.6667,"r0c1_bottom_left","back_slash","10_58"
10,58,1.6667,"r0c2_right","vertical","10_58"
10,58,1.6667,"r1c1_bottom_right","forward_slash","10_58"
10,58,1.6667,"r1c2_bottom_right","forward_slash","10_58"
10,59,1.3333,"r0c1_right","vertical","10_59"
10,59,1.3333,"r0c3_bottom_left","back_slash","10_59"
10,59,1.3333,"r1c2_bottom_left","back_slash","10_59"
10,60,1,"r1c0_bottom_left","back_slash","10_60"
10,60,1.3333,"r0c0_right","vertical","10_60"
10,60,1.3333,"r1c1_right","vertical","10_60"
10,60,1.3333,"r2c1_bottom_right","forward_slash","10_60"
10,61,1,"r2c2_bottom_left","back_slash","10_61"
10,61,1.3333,"r1c1_bottom_left","back_slash","10_61"
10,61,1.3333,"r1c3_bottom_left","back_slash","10_61"
10,62,1.6667,"r2c0_bottom_right","forward_slash","10_62"
10,62,1.6667,"r2c2_bottom_left","back_slash","10_62"
10,62,1.6667,"r2c3_bottom_left","back_slash","10_62"
10,63,1.3333,"r0c1_bottom_left","back_slash","10_63"
10,63,1.3333,"r2c3_bottom_right","forward_slash","10_63"
10,63,1.6667,"r0c0_right","vertical","10_63"
10,63,1.6667,"r0c1_bottom_right","forward_slash","10_63"
10,63,1.6667,"r0c2_bottom_left","back_slash","10_63"
10,64,1,"r2c2_bottom_left","back_slash","10_64"
10,64,1.3333,"r1c3_bottom_left","back_slash","10_64"
10,64,1.3333,"r2c2_right","vertical","10_64"
10,65,1.3333,"r0c2_right","vertical","10_65"
10,65,1.3333,"r2c0_right","vertical","10_65"
10,65,1.6667,"r2c2_bottom_left","back_slash","10_65"
10,65,1.6667,"r2c2_right","vertical","10_65"
10,66,1,"r0c3_bottom_left","back_slash","10_66"
10,66,1.3333,"r0c0_right","vertical","10_66"
10,66,1.3333,"r0c2_bottom_right","forward_slash","10_66"
10,66,1.3333,"r2c1_right","vertical","10_66"
10,66,1.3333,"r3c1_right","vertical","10_66"
10,67,1.3333,"r0c1_right","vertical","10_67"
10,67,1.3333,"r2c0_bottom_right","forward_slash","10_67"
10,67,1.3333,"r2c0_right","vertical","10_67"
10,68,1,"r1c0_bottom_left","back_slash","10_68"
10,68,1,"r1c2_bottom_right","forward_slash","10_68"
10,68,1,"r1c2_right","vertical","10_68"
10,68,1,"r2c0_right","vertical","10_68"
10,68,1,"r2c1_bottom_left","back_slash","10_68"
10,69,1,"r1c0_right","vertical","10_69"
10,69,1.3333,"r1c2_bottom_right","forward_slash","10_69"
10,69,1.6667,"r0c2_right","vertical","10_69"
10,69,1.6667,"r2c1_bottom_left","back_slash","10_69"
10,69,1.6667,"r2c2_bottom_left","back_slash","10_69"
10,70,1.6667,"r1c1_bottom_left","back_slash","10_70"
10,70,1.6667,"r2c2_right","vertical","10_70"
10,70,2,"r0c0_bottom_right","forward_slash","10_70"
10,70,2,"r0c0_right","vertical","10_70"
10,70,2,"r0c1_bottom_left","back_slash","10_70"
10,70,2,"r0c1_bottom_right","forward_slash","10_70"
10,70,2,"r1c1_bottom_right","forward_slash","10_70"
10,70,2,"r2c1_bottom_left","back_slash","10_70"
10,71,1.3333,"r1c2_right","vertical","10_71"
10,71,1.3333,"r3c0_right","vertical","10_71"
10,71,1.6667,"r0c0_right","vertical","10_71"
10,71,1.6667,"r0c1_right","vertical","10_71"
10,71,1.6667,"r1c0_bottom_left","back_slash","10_71"
10,71,1.6667,"r2c3_bottom_left","back_slash","10_71"
10,72,1,"r1c2_right","vertical","10_72"
10,72,1,"r2c2_bottom_right","forward_slash","10_72"
10,72,1,"r2c3_bottom_left","back_slash","10_72"
10,73,1,"r0c3_bottom_right","forward_slash","10_73"
10,73,1.6667,"r0c3_bottom_left","back_slash","10_73"
10,73,1.6667,"r1c2_bottom_right","forward_slash","10_73"
10,73,1.6667,"r2c3_bottom_left","back_slash","10_73"
10,73,1.6667,"r2c3_bottom_right","forward_slash","10_73"
10,74,1.6667,"r0c3_bottom_right","forward_slash","10_74"
10,74,1.6667,"r1c1_bottom_left","back_slash","10_74"
10,74,1.6667,"r2c2_right","vertical","10_74"
10,75,1,"r2c2_right","vertical","10_75"
10,75,1.3333,"r1c1_bottom_right","forward_slash","10_75"
10,75,1.3333,"r3c1_right","vertical","10_75"
10,75,1.3333,"r3c2_right","vertical","10_75"
10,76,1,"r0c2_right","vertical","10_76"
10,76,1.3333,"r1c2_bottom_right","forward_slash","10_76"
10,76,1.6667,"r0c3_bottom_left","back_slash","10_76"
10,76,1.6667,"r1c0_right","vertical","10_76"
10,77,1.3333,"r1c3_bottom_left","back_slash","10_77"
10,77,1.6667,"r2c1_bottom_right","forward_slash","10_77"
10,77,1.6667,"r2c1_right","vertical","10_77"
10,77,1.6667,"r2c3_bottom_right","forward_slash","10_77"
10,78,1.3333,"r0c0_right","vertical","10_78"
10,78,1.3333,"r2c0_right","vertical","10_78"
10,78,1.3333,"r2c1_bottom_left","back_slash","10_78"
10,79,1.3333,"r3c0_right","vertical","10_79"
10,79,1.6667,"r0c0_bottom_right","forward_slash","10_79"
10,79,1.6667,"r1c0_right","vertical","10_79"
10,79,1.6667,"r1c2_bottom_left","back_slash","10_79"
10,80,1,"r3c2_right","vertical","10_80"
10,80,1.3333,"r0c1_bottom_right","forward_slash","10_80"
10,80,1.3333,"r0c2_bottom_left","back_slash","10_80"
10,80,1.3333,"r3c0_right","vertical","10_80"
10,81,1.6667,"r0c1_bottom_left","back_slash","10_81"
10,81,1.6667,"r0c2_bottom_right","forward_slash","10_81"
10,81,1.6667,"r1c2_bottom_right","forward_slash","10_81"
10,82,1.3333,"r0c2_bottom_left","back_slash","10_82"
10,82,1.3333,"r0c3_bottom_left","back_slash","10_82"
10,82,1.3333,"r1c1_bottom_right","forward_slash","10_82"
10,82,1.3333,"r2c3_bottom_right","forward_slash","10_82"
10,83,1.3333,"r0c2_right","vertical","10_83"
10,83,1.3333,"r2c3_bottom_left","back_slash","10_83"
10,83,1.6667,"r0c1_bottom_right","forward_slash","10_83"
10,83,1.6667,"r1c0_right","vertical","10_83"
10,83,1.6667,"r1c1_bottom_right","forward_slash","10_83"
10,83,1.6667,"r1c2_bottom_right","forward_slash","10_83"
10,83,1.6667,"r2c2_bottom_right","forward_slash","10_83"
10,84,1,"r0c2_right","vertical","10_84"
10,84,1.3333,"r0c0_right","vertical","10_84"
10,84,1.6667,"r1c0_bottom_right","forward_slash","10_84"
10,84,1.6667,"r1c2_right","vertical","10_84"
10,84,1.6667,"r2c2_bottom_right","forward_slash","10_84"
10,85,1,"r0c2_right","vertical","10_85"
10,85,1,"r2c2_bottom_left","back_slash","10_85"
10,85,1.3333,"r0c1_right","vertical","10_85"
10,85,1.3333,"r2c3_bottom_left","back_slash","10_85"
10,86,1,"r1c2_bottom_right","forward_slash","10_86"
10,86,1,"r2c1_bottom_right","forward_slash","10_86"
10,86,1.6667,"r1c0_bottom_right","forward_slash","10_86"
10,86,1.6667,"r2c1_right","vertical","10_86"
10,86,1.6667,"r2c2_right","vertical","10_86"
10,87,1,"r2c2_bottom_left","back_slash","10_87"
10,87,1.3333,"r1c2_right","vertical","10_87"
10,87,1.3333,"r2c1_bottom_right","forward_slash","10_87"
10,88,1,"r0c2_bottom_right","forward_slash","10_88"
10,88,1.6667,"r0c0_bottom_right","forward_slash","10_88"
10,88,1.6667,"r0c0_right","vertical","10_88"
10,88,1.6667,"r0c1_bottom_left","back_slash","10_88"
10,88,1.6667,"r0c2_bottom_left","back_slash","10_88"
10,88,1.6667,"r1c0_bottom_right","forward_slash","10_88"
10,88,1.6667,"r1c1_right","vertical","10_88"
10,88,1.6667,"r2c1_bottom_right","forward_slash","10_88"
10,89,1.3333,"r2c0_bottom_right","forward_slash","10_89"
10,89,2,"r0c1_bottom_left","back_slash","10_89"
10,89,2,"r0c2_bottom_right","forward_slash","10_89"
10,89,2,"r0c3_bottom_right","forward_slash","10_89"
10,89,2,"r1c1_bottom_left","back_slash","10_89"
10,89,2,"r1c2_bottom_left","back_slash","10_89"
10,89,2,"r1c2_bottom_right","forward_slash","10_89"
10,89,2,"r2c1_bottom_left","back_slash","10_89"
10,89,2,"r2c1_right","vertical","10_89"
10,89,2,"r2c2_right","vertical","10_89"
10,89,2,"r2c3_bottom_right","forward_slash","10_89"
10,90,1.3333,"r0c0_right","vertical","10_90"
10,90,1.3333,"r1c0_right","vertical","10_90"
10,90,1.3333,"r1c1_bottom_left","back_slash","10_90"
10,90,1.3333,"r2c0_bottom_right","forward_slash","10_90"
10,91,1.6667,"r0c1_bottom_left","back_slash","10_91"
10,91,2,"r0c0_bottom_right","forward_slash","10_91"
10,91,2,"r0c2_right","vertical","10_91"
10,91,2,"r1c0_right","vertical","10_91"
10,91,2,"r1c2_right","vertical","10_91"
10,91,2,"r2c0_bottom_right","forward_slash","10_91"
10,91,2,"r2c2_bottom_left","back_slash","10_91"
10,91,2,"r2c2_right","vertical","10_91"
10,91,2,"r2c3_bottom_right","forward_slash","10_91"
10,91,2,"r3c1_right","vertical","10_91"
10,92,1,"r1c1_bottom_left","back_slash","10_92"
10,92,1.3333,"r1c2_bottom_left","back_slash","10_92"
10,92,1.6667,"r2c0_bottom_right","forward_slash","10_92"
10,92,1.6667,"r2c1_right","vertical","10_92"
10,92,1.6667,"r2c2_right","vertical","10_92"
10,92,1.6667,"r2c3_bottom_left","back_slash","10_92"
10,92,1.6667,"r3c1_right","vertical","10_92"
10,93,1,"r2c3_bottom_right","forward_slash","10_93"
10,93,1.3333,"r1c0_bottom_left","back_slash","10_93"
10,93,1.3333,"r1c1_bottom_left","back_slash","10_93"
10,93,1.3333,"r1c1_bottom_right","forward_slash","10_93"
10,93,1.3333,"r2c1_right","vertical","10_93"
10,93,1.3333,"r2c2_right","vertical","10_93"
10,94,1.3333,"r2c1_right","vertical","10_94"
10,94,1.6667,"r1c3_bottom_left","back_slash","10_94"
10,94,1.6667,"r2c3_bottom_left","back_slash","10_94"
10,94,1.6667,"r2c3_bottom_right","forward_slash","10_94"
10,95,1.3333,"r0c0_right","vertical","10_95"
10,95,1.3333,"r0c2_right","vertical","10_95"
10,95,1.3333,"r1c0_bottom_right","forward_slash","10_95"
10,95,1.3333,"r2c3_bottom_left","back_slash","10_95"
10,95,1.3333,"r2c3_bottom_right","forward_slash","10_95"
10,96,1.6667,"r0c2_bottom_left","back_slash","10_96"
10,96,1.6667,"r1c0_bottom_right","forward_slash","10_96"
10,96,1.6667,"r1c1_bottom_left","back_slash","10_96"
10,96,1.6667,"r1c3_bottom_left","back_slash","10_96"
10,96,1.6667,"r2c3_bottom_right","forward_slash","10_96"
10,96,1.6667,"r3c0_right","vertical","10_96"
10,97,1,"r1c0_bottom_right","forward_slash","10_97"
10,97,1.3333,"r1c2_right","vertical","10_97"
10,97,1.3333,"r2c0_bottom_right","forward_slash","10_97"
10,97,1.3333,"r2c3_bottom_left","back_slash","10_97"
10,98,1.3333,"r0c2_bottom_right","forward_slash","10_98"
10,98,1.6667,"r0c0_right","vertical","10_98"
10,98,2,"r0c0_bottom_right","forward_slash","10_98"
10,98,2,"r0c1_bottom_right","forward_slash","10_98"
10,98,2,"r0c2_bottom_left","back_slash","10_98"
10,98,2,"r0c3_bottom_left","back_slash","10_98"
10,98,2,"r1c0_bottom_right","forward_slash","10_98"
10,98,2,"r2c1_right","vertical","10_98"
10,99,1.3333,"r0c1_bottom_right","forward_slash","10_99"
10,99,1.3333,"r0c2_right","vertical","10_99"
10,99,1.3333,"r2c1_right","vertical","10_99"
11,0,1,"r1c1_bottom_right","forward_slash","11_0"
11,0,1.3333,"r1c3_bottom_left","back_slash","11_0"
11,0,1.6667,"r0c0_bottom_right","forward_slash","11_0"
11,0,1.6667,"r2c3_bottom_left","back_slash","11_0"
11,1,1.3333,"r0c0_bottom_right","forward_slash","11_1"
11,1,1.3333,"r1c1_bottom_left","back_slash","11_1"
11,1,1.6667,"r2c2_bottom_left","back_slash","11_1"
11,8,1,"r0c0_bottom_right","forward_slash","11_8"
11,8,1.6667,"r0c1_bottom_right","forward_slash","11_8"
11,8,1.6667,"r3c2_right","vertical","11_8"
11,9,1,"r0c0_bottom_right","forward_slash","11_9"
11,9,1,"r1c2_right","vertical","11_9"
11,9,1.3333,"r2c2_bottom_right","forward_slash","11_9"
11,10,1,"r1c2_right","vertical","11_10"
11,10,2,"r0c0_bottom_right","forward_slash","11_10"
11,10,2,"r0c0_right","vertical","11_10"
11,10,2,"r2c0_bottom_right","forward_slash","11_10"
11,10,2,"r2c2_bottom_right","forward_slash","11_10"
11,10,2,"r2c3_bottom_right","forward_slash","11_10"
11,10,2,"r3c0_right","vertical","11_10"
11,10,2,"r3c2_right","vertical","11_10"
11,11,1,"r0c1_bottom_right","forward_slash","11_11"
11,11,1.3333,"r1c1_bottom_left","back_slash","11_11"
11,11,1.3333,"r2c1_right","vertical","11_11"
11,12,1.3333,"r0c1_bottom_right","forward_slash","11_12"
11,12,1.3333,"r2c1_bottom_left","back_slash","11_12"
11,12,1.3333,"r2c2_bottom_left","back_slash","11_12"
11,12,1.3333,"r2c3_bottom_right","forward_slash","11_12"
11,12,1.3333,"r3c1_right","vertical","11_12"
11,13,1,"r2c1_right","vertical","11_13"
11,13,1,"r2c2_bottom_right","forward_slash","11_13"
11,13,1.3333,"r2c0_bottom_right","forward_slash","11_13"
11,17,1.3333,"r0c3_bottom_left","back_slash","11_17"
11,17,1.3333,"r1c0_bottom_right","forward_slash","11_17"
11,17,1.3333,"r1c3_bottom_left","back_slash","11_17"
11,18,1.3333,"r0c2_bottom_right","forward_slash","11_18"
11,18,1.3333,"r1c3_bottom_left","back_slash","11_18"
11,18,1.6667,"r0c0_right","vertical","11_18"
11,18,1.6667,"r1c0_bottom_right","forward_slash","11_18"
11,18,1.6667,"r2c2_bottom_right","forward_slash","11_18"
11,19,1.6667,"r1c0_bottom_right","forward_slash","11_19"
11,19,1.6667,"r1c3_bottom_left","back_slash","11_19"
11,19,2,"r0c1_bottom_left","back_slash","11_19"
11,19,2,"r0c1_right","vertical","11_19"
11,19,2,"r0c2_bottom_right","forward_slash","11_19"
11,19,2,"r0c2_right","vertical","11_19"
11,19,2,"r3c0_right","vertical","11_19"
11,20,1.3333,"r0c0_bottom_right","forward_slash","11_20"
11,20,1.3333,"r0c2_bottom_right","forward_slash","11_20"
11,20,1.6667,"r0c1_bottom_right","forward_slash","11_20"
11,20,1.6667,"r0c1_right","vertical","11_20"
11,20,1.6667,"r0c3_bottom_right","forward_slash","11_20"
11,20,1.6667,"r2c2_bottom_left","back_slash","11_20"
11,21,1.3333,"r1c1_right","vertical","11_21"
11,21,1.3333,"r2c1_right","vertical","11_21"
11,21,1.6667,"r2c2_bottom_right","forward_slash","11_21"
11,23,1.3333,"r0c3_bottom_left","back_slash","11_23"
11,23,1.3333,"r1c1_right","vertical","11_23"
11,23,1.3333,"r2c3_bottom_left","back_slash","11_23"
11,24,1,"r2c3_bottom_right","forward_slash","11_24"
11,24,1.3333,"r1c0_bottom_left","back_slash","11_24"
11,24,1.3333,"r2c2_bottom_right","forward_slash","11_24"
11,25,1.3333,"r2c1_bottom_right","forward_slash","11_25"
11,25,1.3333,"r2c1_right","vertical","11_25"
11,25,1.6667,"r0c3_bottom_right","forward_slash","11_25"
11,25,1.6667,"r2c3_bottom_left","back_slash","11_25"
11,25,1.6667,"r3c1_right","vertical","11_25"
11,26,1,"r1c3_bottom_left","back_slash","11_26"
11,26,1,"r2c3_bottom_left","back_slash","11_26"
11,26,1.3333,"r0c3_bottom_left","back_slash","11_26"
11,26,1.3333,"r2c1_bottom_left","back_slash","11_26"
11,27,1.3333,"r2c0_right","vertical","11_27"
11,27,1.6667,"r0c3_bottom_left","back_slash","11_27"
11,27,1.6667,"r2c2_right","vertical","11_27"
11,28,1.3333,"r0c2_bottom_left","back_slash","11_28"
11,28,1.3333,"r3c2_right","vertical","11_28"
11,28,2,"r0c1_bottom_right","forward_slash","11_28"
