"participant","date","overall_time","trial_count","click_order","prompt_rt_sec","selection_rt_ms","pressed_object","line_width","top_x","top_y","bottom_x","bottom_y","line_id","line_orientation","selected_or_released","accuracy","possible_thinnest_lines","is_practice","drop_marker","indecision_trial"
10,"2021_Oct_01_1059","0 days 00:34:43.534405000",12,1,7.41927919999944,1297.117,"line",1,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,3,"False","10_12",0
10,"2021_Oct_01_1059","0 days 00:34:44.634910000",12,2,7.41927919999944,2397.622,"line",1,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,3,"False","10_12",0
10,"2021_Oct_01_1059","0 days 00:34:47.471233000",12,3,7.41927919999944,5233.945,"line",1.3333,-9.19313414725039,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_left","back_slash","selected",NA,3,"False","10_12",0
10,"2021_Oct_01_1059","0 days 00:34:49.208396000",12,4,7.41927919999944,6971.108,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","10_12",0
10,"2021_Oct_01_1059","0 days 00:35:26.710625000",14,1,12.0802248,881.533,"line",1.6667,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","10_14",0
10,"2021_Oct_01_1059","0 days 00:35:27.744609000",14,2,12.0802248,1915.517,"line",1,-106.894850610438,210.326657894522,-106.894850610438,90.3266578945223,"r1c0_right","vertical","selected",NA,3,"False","10_14",0
10,"2021_Oct_01_1059","0 days 00:35:29.012779000",14,3,12.0802248,3183.687,"line",1.6667,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,3,"False","10_14",0
10,"2021_Oct_01_1059","0 days 00:35:30.215227000",14,4,12.0802248,4386.135,"submit",NA,NA,NA,NA,NA,"","","",1,3,"False","10_14",0
10,"2021_Oct_01_1059","0 days 00:35:45.077590000",15,1,13.5839812000004,546.284,"line",1,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,4,"False","10_15",1
10,"2021_Oct_01_1059","0 days 00:35:45.211316000",15,2,13.5839812000004,680.01,"line",1,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","released",NA,4,"False","10_15",1
10,"2021_Oct_01_1059","0 days 00:35:46.045460000",15,3,13.5839812000004,1514.154,"line",1.6667,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,4,"False","10_15",1
10,"2021_Oct_01_1059","0 days 00:35:49.301807000",15,4,13.5839812000004,4770.501,"line",1.6667,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,4,"False","10_15",1
10,"2021_Oct_01_1059","0 days 00:35:51.434127000",15,5,13.5839812000004,6902.821,"line",1,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,4,"False","10_15",1
10,"2021_Oct_01_1059","0 days 00:35:52.303651000",15,6,13.5839812000004,7772.345,"submit",NA,NA,NA,NA,NA,"","","",0.333333333333333,4,"False","10_15",1
10,"2021_Oct_01_1059","0 days 00:36:09.886894000",16,1,16.3268708000005,498.522,"line",1,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,4,"False","10_16",0
10,"2021_Oct_01_1059","0 days 00:36:10.987275000",16,2,16.3268708000005,1598.903,"line",1.3333,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,4,"False","10_16",0
10,"2021_Oct_01_1059","0 days 00:36:13.622401000",16,3,16.3268708000005,4234.029,"line",1.6667,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,4,"False","10_16",0
10,"2021_Oct_01_1059","0 days 00:36:15.526209000",16,4,16.3268708000005,6137.837,"submit",NA,NA,NA,NA,NA,"","","",1,4,"False","10_16",0
10,"2021_Oct_01_1059","0 days 00:36:25.951212000",17,1,8.37903879999976,1198.739,"line",1,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,5,"False","10_17",0
10,"2021_Oct_01_1059","0 days 00:36:27.020083000",17,2,8.37903879999976,2267.61,"line",1.3333,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,5,"False","10_17",0
10,"2021_Oct_01_1059","0 days 00:36:27.754106000",17,3,8.37903879999976,3001.633,"line",1,88.508582315937,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_left","back_slash","selected",NA,5,"False","10_17",0
10,"2021_Oct_01_1059","0 days 00:36:29.023617000",17,4,8.37903879999976,4271.144,"submit",NA,NA,NA,NA,NA,"","","",1,5,"False","10_17",0
10,"2021_Oct_01_1059","0 days 00:37:13.381460000",19,1,11.6432841999995,1215.655,"line",1.6667,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,3,"False","10_19",0
10,"2021_Oct_01_1059","0 days 00:37:14.515688000",19,2,11.6432841999995,2349.883,"line",1.3333,88.508582315937,210.326657894522,88.508582315937,90.3266578945223,"r1c1_right","vertical","selected",NA,3,"False","10_19",0
10,"2021_Oct_01_1059","0 days 00:37:15.750279000",19,3,11.6432841999995,3584.474,"line",2,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,3,"False","10_19",0
10,"2021_Oct_01_1059","0 days 00:37:16.753138000",19,4,11.6432841999995,4587.333,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","10_19",0
10,"2021_Oct_01_1059","0 days 00:37:23.608228000",20,1,5.18830470000012,913.82,"line",1.3333,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,3,"False","10_20",0
10,"2021_Oct_01_1059","0 days 00:37:24.909180000",20,2,5.18830470000012,2214.772,"line",1,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,3,"False","10_20",0
10,"2021_Oct_01_1059","0 days 00:37:26.945109000",20,3,5.18830470000012,4250.701,"line",1.6667,381.613731705499,280,283.912015242312,210.326657894522,"r0c3_bottom_right","forward_slash","selected",NA,3,"False","10_20",0
10,"2021_Oct_01_1059","0 days 00:37:28.014343000",20,4,5.18830470000012,5319.935,"submit",NA,NA,NA,NA,NA,"","","",1,3,"False","10_20",0
10,"2021_Oct_01_1059","0 days 00:37:37.155548000",21,1,7.36492249999992,981.831,"line",1.3333,-204.596567073625,-99.3466842109554,-302.298283536813,-169.020026316433,"r2c0_bottom_right","forward_slash","selected",NA,3,"False","10_21",0
10,"2021_Oct_01_1059","0 days 00:37:38.457376000",21,2,7.36492249999992,2283.659,"line",1.6667,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,3,"False","10_21",0
10,"2021_Oct_01_1059","0 days 00:37:39.691514000",21,3,7.36492249999992,3517.797,"line",1.3333,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,3,"False","10_21",0
10,"2021_Oct_01_1059","0 days 00:37:41.427330000",21,4,7.36492249999992,5253.613,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","10_21",0
10,"2021_Oct_01_1059","0 days 00:37:52.921123000",22,1,10.3933053000001,349.008,"line",1.3333,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,5,"False","10_22",0
10,"2021_Oct_01_1059","0 days 00:37:53.954932000",22,2,10.3933053000001,1382.817,"line",1.3333,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,5,"False","10_22",0
10,"2021_Oct_01_1059","0 days 00:37:56.423709000",22,3,10.3933053000001,3851.594,"line",1.3333,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,5,"False","10_22",0
10,"2021_Oct_01_1059","0 days 00:37:57.126402000",22,4,10.3933053000001,4554.287,"submit",NA,NA,NA,NA,NA,"","","",1,5,"False","10_22",0
10,"2021_Oct_01_1059","0 days 00:38:06.764528000",23,1,8.49203120000038,344.914,"line",1.3333,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,4,"False","10_23",0
10,"2021_Oct_01_1059","0 days 00:38:07.565421000",23,2,8.49203120000038,1145.807,"line",1.3333,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,4,"False","10_23",0
10,"2021_Oct_01_1059","0 days 00:38:08.303027000",23,3,8.49203120000038,1883.413,"line",1,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,4,"False","10_23",0
10,"2021_Oct_01_1059","0 days 00:38:09.071290000",23,4,8.49203120000038,2651.676,"submit",NA,NA,NA,NA,NA,"","","",1,4,"False","10_23",0
10,"2021_Oct_01_1059","0 days 00:38:23.149745000",24,1,12.8141169,580.033,"line",1.3333,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,5,"False","10_24",0
10,"2021_Oct_01_1059","0 days 00:38:24.552195000",24,2,12.8141169,1982.483,"line",1.3333,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,5,"False","10_24",0
10,"2021_Oct_01_1059","0 days 00:38:27.921471000",24,3,12.8141169,5351.759,"line",1,-106.894850610438,-169.020026316433,-106.894850610438,-289.020026316433,"r3c0_right","vertical","selected",NA,5,"False","10_24",0
10,"2021_Oct_01_1059","0 days 00:38:28.657643000",24,4,12.8141169,6087.931,"submit",NA,NA,NA,NA,NA,"","","",1,5,"False","10_24",0
10,"2021_Oct_01_1059","0 days 00:38:39.197425000",25,1,8.87845620000007,994.239,"line",1.6667,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,4,"False","10_25",0
10,"2021_Oct_01_1059","0 days 00:38:40.267696000",25,2,8.87845620000007,2064.51,"line",1.3333,283.912015242312,90.3266578945223,186.210298779124,20.6533157890446,"r1c2_bottom_right","forward_slash","selected",NA,4,"False","10_25",0
10,"2021_Oct_01_1059","0 days 00:38:41.902346000",25,3,8.87845620000007,3699.16,"line",1.3333,-302.298283536813,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_left","back_slash","selected",NA,4,"False","10_25",0
10,"2021_Oct_01_1059","0 days 00:38:42.703975000",25,4,8.87845620000007,4500.789,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,4,"False","10_25",0
10,"2021_Oct_01_1059","0 days 00:38:51.495984000",26,1,7.71178159999999,463.565,"line",1.3333,-106.894850610438,-169.020026316433,-106.894850610438,-289.020026316433,"r3c0_right","vertical","selected",NA,5,"False","10_26",0
10,"2021_Oct_01_1059","0 days 00:38:53.563153000",26,2,7.71178159999999,2530.734,"line",1.6667,283.912015242312,210.326657894522,283.912015242312,90.3266578945223,"r1c2_right","vertical","selected",NA,5,"False","10_26",0
10,"2021_Oct_01_1059","0 days 00:39:01.337858000",26,3,7.71178159999999,10305.439,"line",2,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,5,"False","10_26",0
10,"2021_Oct_01_1059","0 days 00:39:02.173600000",26,4,7.71178159999999,11141.181,"submit",NA,NA,NA,NA,NA,"","","",1,5,"False","10_26",0
10,"2021_Oct_01_1059","0 days 00:39:08.544543000",27,1,5.08532530000048,513.708,"line",1.3333,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,3,"False","10_27",0
10,"2021_Oct_01_1059","0 days 00:39:09.246549000",27,2,5.08532530000048,1215.714,"line",1.3333,381.613731705499,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_right","forward_slash","selected",NA,3,"False","10_27",0
10,"2021_Oct_01_1059","0 days 00:39:09.979640000",27,3,5.08532530000048,1948.805,"line",1.3333,88.508582315937,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_right","forward_slash","selected",NA,3,"False","10_27",0
10,"2021_Oct_01_1059","0 days 00:39:10.882240000",27,4,5.08532530000048,2851.405,"submit",NA,NA,NA,NA,NA,"","","",1,3,"False","10_27",0
10,"2021_Oct_01_1059","0 days 00:39:19.889570000",28,1,7.64379779999945,514.37,"line",1.3333,-204.596567073625,20.6533157890446,-204.596567073625,-99.3466842109554,"r2c0_right","vertical","selected",NA,4,"False","10_28",0
10,"2021_Oct_01_1059","0 days 00:39:20.890245000",28,2,7.64379779999945,1515.045,"line",2,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,4,"False","10_28",0
10,"2021_Oct_01_1059","0 days 00:39:23.729334000",28,3,7.64379779999945,4354.134,"line",1.3333,88.508582315937,-169.020026316433,88.508582315937,-289.020026316433,"r3c1_right","vertical","selected",NA,4,"False","10_28",0
10,"2021_Oct_01_1059","0 days 00:39:24.529498000",28,4,7.64379779999945,5154.298,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,4,"False","10_28",0
10,"2021_Oct_01_1059","0 days 00:39:34.888968000",29,1,9.02667980000024,615.72,"line",1,88.508582315937,-169.020026316433,88.508582315937,-289.020026316433,"r3c1_right","vertical","selected",NA,3,"False","10_29",0
10,"2021_Oct_01_1059","0 days 00:39:35.988585000",29,2,9.02667980000024,1715.337,"line",1.3333,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,3,"False","10_29",0
10,"2021_Oct_01_1059","0 days 00:39:39.192664000",29,3,9.02667980000024,4919.416,"line",1.3333,186.210298779124,20.6533157890446,186.210298779124,-99.3466842109554,"r2c2_right","vertical","selected",NA,3,"False","10_29",0
10,"2021_Oct_01_1059","0 days 00:39:41.062374000",29,4,9.02667980000024,6789.126,"submit",NA,NA,NA,NA,NA,"","","",1,3,"False","10_29",0
10,"2021_Oct_01_1059","0 days 00:39:46.898240000",30,1,4.29933860000074,580.582,"line",1,283.912015242312,-169.020026316433,283.912015242312,-289.020026316433,"r3c2_right","vertical","selected",NA,3,"False","10_30",0
10,"2021_Oct_01_1059","0 days 00:39:47.600028000",30,2,4.29933860000074,1282.37,"line",1.3333,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,3,"False","10_30",0
10,"2021_Oct_01_1059","0 days 00:39:48.801264000",30,3,4.29933860000074,2483.606,"line",2,-204.596567073625,280,-106.894850610438,210.326657894522,"r0c1_bottom_left","back_slash","selected",NA,3,"False","10_30",0
10,"2021_Oct_01_1059","0 days 00:39:49.937682000",30,4,4.29933860000074,3620.024,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","10_30",0
10,"2021_Oct_01_1059","0 days 00:39:56.844580000",31,1,5.92471839999962,316.307,"line",1,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,3,"False","10_31",0
10,"2021_Oct_01_1059","0 days 00:39:58.110720000",31,2,5.92471839999962,1582.447,"line",1.3333,88.508582315937,210.326657894522,88.508582315937,90.3266578945223,"r1c1_right","vertical","selected",NA,3,"False","10_31",0
10,"2021_Oct_01_1059","0 days 00:39:59.345304000",31,3,5.92471839999962,2817.031,"line",2,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,3,"False","10_31",0
10,"2021_Oct_01_1059","0 days 00:40:00.314005000",31,4,5.92471839999962,3785.732,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","10_31",0
10,"2021_Oct_01_1059","0 days 00:40:06.887229000",32,1,5.42975769999975,349.141,"line",1,186.210298779124,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_left","back_slash","selected",NA,3,"False","10_32",0
10,"2021_Oct_01_1059","0 days 00:40:07.987828000",32,2,5.42975769999975,1449.74,"line",1.6667,-106.894850610438,90.3266578945223,-204.596567073625,20.6533157890446,"r1c0_bottom_right","forward_slash","selected",NA,3,"False","10_32",0
10,"2021_Oct_01_1059","0 days 00:40:08.887910000",32,3,5.42975769999975,2349.822,"line",1,-9.19313414725039,400,-9.19313414725039,280,"r0c1_right","vertical","selected",NA,3,"False","10_32",0
10,"2021_Oct_01_1059","0 days 00:40:09.756481000",32,4,5.42975769999975,3218.393,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,3,"False","10_32",0
10,"2021_Oct_01_1059","0 days 00:40:18.781052000",33,1,7.64786210000057,714.305,"line",1,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,4,"False","10_33",0
10,"2021_Oct_01_1059","0 days 00:40:19.849630000",33,2,7.64786210000057,1782.883,"line",1.6667,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,4,"False","10_33",0
10,"2021_Oct_01_1059","0 days 00:40:23.220204000",33,3,7.64786210000057,5153.457,"line",1.6667,-9.19313414725039,280,88.508582315937,210.326657894522,"r0c2_bottom_left","back_slash","selected",NA,4,"False","10_33",0
10,"2021_Oct_01_1059","0 days 00:40:24.505599000",33,4,7.64786210000057,6438.852,"submit",NA,NA,NA,NA,NA,"","","",0.333333333333333,4,"False","10_33",0
10,"2021_Oct_01_1059","0 days 00:40:32.595255000",34,1,6.8049617000006,448.462,"line",1.6667,-204.596567073625,280,-302.298283536813,210.326657894522,"r0c0_bottom_right","forward_slash","selected",NA,5,"False","10_34",0
10,"2021_Oct_01_1059","0 days 00:40:33.729136000",34,2,6.8049617000006,1582.343,"line",1.3333,-9.19313414725039,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_right","forward_slash","selected",NA,5,"False","10_34",0
10,"2021_Oct_01_1059","0 days 00:40:34.229960000",34,3,6.8049617000006,2083.167,"line",1.6667,186.210298779124,-99.3466842109554,88.508582315937,-169.020026316433,"r2c2_bottom_right","forward_slash","selected",NA,5,"False","10_34",0
10,"2021_Oct_01_1059","0 days 00:40:34.949228000",34,4,6.8049617000006,2802.435,"submit",NA,NA,NA,NA,NA,"","","",1,5,"False","10_34",0
10,"2021_Oct_01_1059","0 days 00:40:44.423398000",35,1,8.29469840000002,480.62,"line",1.3333,-9.19313414725039,280,-106.894850610438,210.326657894522,"r0c1_bottom_right","forward_slash","selected",NA,4,"False","10_35",0
10,"2021_Oct_01_1059","0 days 00:40:47.092394000",35,2,8.29469840000002,3149.616,"line",1.3333,283.912015242312,90.3266578945223,381.613731705499,20.6533157890446,"r1c3_bottom_left","back_slash","selected",NA,4,"False","10_35",0
10,"2021_Oct_01_1059","0 days 00:40:48.144718000",35,3,8.29469840000002,4201.94,"line",1.6667,381.613731705499,-99.3466842109554,283.912015242312,-169.020026316433,"r2c3_bottom_right","forward_slash","selected",NA,4,"False","10_35",0
10,"2021_Oct_01_1059","0 days 00:40:48.796082000",35,4,8.29469840000002,4853.304,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,4,"False","10_35",0
10,"2021_Oct_01_1059","0 days 00:40:55.899974000",36,1,5.92981280000004,512.274,"line",1,-204.596567073625,-99.3466842109554,-106.894850610438,-169.020026316433,"r2c1_bottom_left","back_slash","selected",NA,5,"False","10_36",0
10,"2021_Oct_01_1059","0 days 00:40:57.352854000",36,2,5.92981280000004,1965.154,"line",1.3333,186.210298779124,280,283.912015242312,210.326657894522,"r0c3_bottom_left","back_slash","selected",NA,5,"False","10_36",0
10,"2021_Oct_01_1059","0 days 00:41:07.329256000",36,3,5.92981280000004,11941.556,"line",1.6667,186.210298779124,280,88.508582315937,210.326657894522,"r0c2_bottom_right","forward_slash","selected",NA,5,"False","10_36",0
10,"2021_Oct_01_1059","0 days 00:41:08.332211000",36,4,5.92981280000004,12944.511,"submit",NA,NA,NA,NA,NA,"","","",0.666666666666667,5,"False","10_36",0
10,"2021_Oct_01_1059","0 days 00:41:15.954432000",37,1,5.88952229999995,1061.6,"line",1.3333,-106.894850610438,90.3266578945223,-9.19313414725039,20.6533157890446,"r1c1_bottom_left","back_slash","selected",NA,5,"False","10_37",0
10,"2021_Oct_01_1059","0 days 00:41:16.822450000",37,2,5.88952229999995,1929.618,"line",1.3333,88.508582315937,210.326657894522,88.508582315937,90.3266578945223,"r1c1_right","vertical","selected",NA,5,"False","10_37",0
10,"2021_Oct_01_1059","0 days 00:41:18.056597000",37,3,5.88952229999995,3163.765,"line",1,283.912015242312,210.326657894522,283.912015242312,90.3266578945223,"r1c2_right","vertical","selected",NA,5,"False","10_37",0
10,"2021_Oct_01_1059","0 days 00:41:19.260031000",37,4,5.88952229999995,4367.199,"submit",NA,NA,NA,NA,NA,"","","",1,5,"False","10_37",0
