stimulus,display,cor_mag_resp,cor_par_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,isi_blank0.started,isi_blank1.started,stimulus_text.started,stimulus_resp.started,blank_text.started,stimulus_resp.keys,stimulus_resp.rt,error_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.755523799918592,17.755523799918592,space,1.2213869001716375,,,,,,,,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
9,0,k,f,0,0,0,15,,,,,19.03805770003237,19.03805770003237,19.538722299970686,19.538722299970686,19.538722299970686,k,1.2884029999841005,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
2,1,j,f,0,1,1,1,,,,,21.40465799998492,21.40465799998492,21.904607699951157,21.904607699951157,21.904607699951157,j,3.7238296000286937,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
7,1,k,f,0,2,2,5,,,,,26.188076100079343,26.188076100079343,26.722081100102514,26.722081100102514,26.722081100102514,k,1.8508683999534696,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
6,0,k,d,0,3,3,12,,,,,29.137736100004986,29.137736100004986,29.671639299951494,29.671639299951494,29.671639299951494,k,0.8745780000463128,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
4,1,j,f,0,4,4,3,,,,,31.08772479998879,31.08772479998879,31.62221090006642,31.62221090006642,31.62221090006642,j,1.1714878999628127,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
9,1,k,f,0,5,5,7,,,,,33.33774659992196,33.33774659992196,33.8710103998892,33.8710103998892,33.8710103998892,k,0.6418943000026047,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
2,0,j,f,0,6,6,9,,,,,35.054338600020856,35.054338600020856,35.588093699887395,35.588093699887395,35.588093699887395,k,0.9839165001176298,36.6379799998831,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
8,1,k,d,0,7,7,6,,,,,37.17096329992637,37.17096329992637,37.6714820000343,37.6714820000343,37.6714820000343,k,1.0266452999785542,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
8,0,k,d,0,8,8,14,,,,,39.254270599922165,39.254270599922165,39.78813360002823,39.78813360002823,39.78813360002823,k,1.0440327001269907,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
4,0,j,f,0,9,9,11,,,,,41.37093420000747,41.37093420000747,41.904195999959484,41.904195999959484,41.904195999959484,j,1.0437180001754314,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
7,0,k,f,0,10,10,13,,,,,43.48753740009852,43.48753740009852,44.02081759995781,44.02081759995781,44.02081759995781,k,1.0273895002901554,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
6,1,k,d,0,11,11,4,,,,,45.60421769996174,45.60421769996174,46.13751900009811,46.13751900009811,46.13751900009811,k,1.2876968001946807,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
3,1,j,d,0,12,12,2,,,,,47.987384099978954,47.987384099978954,48.521438600029796,48.521438600029796,48.521438600029796,j,5.140133900102228,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
1,0,j,d,0,13,13,8,,,,,54.20407019997947,54.20407019997947,54.738289000000805,54.738289000000805,54.738289000000805,j,1.0098249001894146,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
3,0,j,d,0,14,14,10,,,,,56.28722779988311,56.28722779988311,56.82052589999512,56.82052589999512,56.82052589999512,j,3.7461963000241667,,0,001,2022-07-08_10h18.53.468,device-switching_baseline,2022.2.1,60.26256404051123,
,,,,,,,,,,,,61.10376799991354,61.10376799991354,61.6046138999518,61.6046138999518,61.6046138999518,,,,,,,,,,
