trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus,display,cor_mag_resp,cor_par_resp,key_resp.started,text.started,key_resp.keys,key_resp.rt,isi_blank0.started,isi_blank1.started,stimulus_text.started,stimulus_resp.started,blank_text.started,stimulus_resp.keys,stimulus_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.99187400000119,21.99187400000119,space,0.3318392999990465,,,,,,,,0,001,2022-07-19_15h56.06.657,device-switching_baseline,2022.2.1,None,
,,,,,,,,,,,,22.392512300000817,22.392512300000817,22.933834800000113,22.933834800000113,22.933834800000113,j,1.4404088999999658,,,,,,,
