trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,number_stimulus,letter_stimulus,display,cor_mag_resp,cor_par_resp,key_resp.started,text.started,key_resp.keys,key_resp.rt,isi_blank0.started,isi_blank1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,21.36152199999924,21.36152199999924,space,0.9330668000002333,,,0,001,2022-07-19_16h27.02.382,device-switching_baseline,2022.2.1,None,
,,,,,,,,,,,,,22.34609769999952,22.34609769999952,,,,,,,
