"participant","trial","is_anomaly_trial","anomaly_line_id","selected_line_1","selected_line_2","selected_line_3"
65,33,"False","","r0c1_bottom_left","r2c0_bottom_right","r2c2_bottom_left"
65,34,"False","","r2c2_bottom_left","r0c2_bottom_left","r1c0_bottom_right"
65,35,"True","r1c1_right","r0c2_bottom_left","r2c3_bottom_left","r1c3_bottom_left"
65,36,"False","","r1c2_bottom_left","r2c3_bottom_right","r0c2_right"
65,37,"True","r1c0_bottom_right","r0c1_bottom_right","r1c1_bottom_left","r1c0_bottom_left"
65,38,"False","","r0c1_right","r0c2_bottom_left","r1c3_bottom_left"
65,39,"False","","r2c1_bottom_right","r1c2_bottom_left","r0c1_bottom_left"
65,40,"False","","r1c2_bottom_right","r2c3_bottom_right","r1c1_bottom_left"
65,41,"True","r2c2_bottom_left","r0c1_bottom_left","r2c0_bottom_right","r2c1_bottom_right"
65,42,"False","","r2c3_bottom_left","r1c1_bottom_right","r0c3_bottom_left"
65,43,"False","","r1c0_bottom_right","r2c2_bottom_left","r0c3_bottom_left"
65,44,"False","","r2c2_bottom_right","r0c0_bottom_right","r1c2_bottom_right"
65,45,"False","","r0c0_bottom_right","r0c1_bottom_left","r0c1_bottom_right"
65,46,"False","","r2c3_bottom_right","r0c2_bottom_right","r0c1_bottom_right"
65,47,"False","","r0c2_bottom_left","r2c2_bottom_right","r2c2_bottom_left"
65,48,"False","","r2c2_bottom_right","r2c2_bottom_left","r1c2_bottom_right"
65,49,"False","","r1c3_bottom_left","r2c3_bottom_right","r1c0_bottom_left"
65,50,"True","r0c1_bottom_right","r1c2_bottom_left","r1c2_bottom_right","r0c2_bottom_right"
65,51,"True","r2c2_bottom_left","r2c3_bottom_right","r0c2_bottom_left","r0c3_bottom_left"
65,52,"False","","r1c0_bottom_left","r0c2_bottom_right","r1c3_bottom_left"
65,53,"False","","r0c3_bottom_right","r0c1_bottom_left","r1c1_bottom_right"
65,54,"False","","r1c2_bottom_left","r0c0_bottom_right","r1c1_right"
65,55,"False","","r0c0_bottom_right","r0c3_bottom_right","r1c0_bottom_left"
65,56,"True","r1c1_right","r0c3_bottom_left","r0c2_bottom_right","r1c1_bottom_left"
65,57,"False","","r0c2_bottom_right","r2c1_bottom_right","r2c3_bottom_left"
65,58,"False","","r1c3_bottom_left","r0c3_bottom_right","r0c2_bottom_right"
65,59,"True","r1c0_bottom_right","r2c1_bottom_left","r0c0_bottom_right","r0c3_bottom_right"
65,60,"False","","r2c2_bottom_left","r0c0_bottom_right","r2c3_bottom_right"
65,61,"False","","r1c0_bottom_right","r1c1_bottom_left","r1c2_bottom_right"
65,62,"True","r0c2_bottom_left","r0c2_bottom_right","r0c0_right","r2c2_bottom_right"
65,63,"True","r2c2_bottom_right","r0c0_bottom_right","r1c0_bottom_left","r1c3_bottom_left"
65,64,"False","","r0c2_right","r0c2_bottom_right","r1c2_bottom_right"
65,65,"True","r2c2_bottom_left","r1c1_bottom_right","r0c3_bottom_left","r1c0_bottom_right"
65,66,"False","","r0c1_bottom_left","r1c0_bottom_right","r2c0_bottom_right"
65,67,"False","","r0c1_right","r2c3_bottom_right","r1c0_bottom_left"
65,68,"False","","r0c3_bottom_right","r1c0_bottom_right","r0c0_bottom_right"
65,69,"False","","r0c1_bottom_left","r1c2_bottom_left","r2c3_bottom_left"
65,70,"False","","r1c0_bottom_left","r1c2_bottom_right","r0c2_bottom_left"
65,71,"False","","r1c0_bottom_left","r2c2_bottom_left","r1c3_bottom_left"
65,72,"False","","r0c0_right","r1c0_bottom_left","r0c3_bottom_left"
65,73,"False","","r0c1_bottom_right","r1c3_bottom_left","r1c1_bottom_left"
65,74,"False","","r0c3_bottom_right","r2c3_bottom_left","r1c1_bottom_left"
65,75,"False","","r0c1_bottom_left","r2c2_bottom_right","r2c1_bottom_left"
65,76,"False","","r0c1_bottom_left","r2c0_right","r2c3_bottom_left"
65,77,"False","","r0c2_bottom_left","r1c1_bottom_right","r1c2_right"
65,78,"False","","r1c0_bottom_right","r0c2_bottom_left","r0c2_bottom_right"
65,79,"False","","r2c3_bottom_left","r0c2_bottom_right","r2c1_bottom_left"
65,80,"True","r2c2_bottom_left","r1c3_bottom_left","r2c3_bottom_left","r0c2_bottom_right"
65,81,"False","","r0c0_bottom_right","r1c0_bottom_left","r0c2_bottom_left"
65,82,"False","","r2c1_bottom_right","r1c2_bottom_left","r1c3_bottom_left"
65,83,"True","r1c1_bottom_right","r1c2_bottom_left","r2c1_bottom_left","r2c2_bottom_left"
65,84,"False","","r0c0_bottom_right","r1c0_bottom_right","r1c2_bottom_right"
65,85,"False","","r0c0_bottom_right","r2c1_bottom_left","r1c0_bottom_left"
65,86,"False","","r0c2_bottom_right","r2c3_bottom_right","r1c0_bottom_right"
65,87,"False","","r0c1_bottom_left","r0c2_bottom_right","r1c2_bottom_left"
65,88,"False","","r0c2_bottom_left","r0c1_bottom_left","r1c1_bottom_right"
65,89,"False","","r0c2_bottom_right","r0c0_bottom_right","r1c0_bottom_right"
65,90,"False","","r0c2_bottom_left","r1c1_bottom_left","r1c1_bottom_right"
65,91,"True","r1c1_bottom_right","r0c2_bottom_left","r0c3_bottom_left","r1c0_bottom_left"
65,92,"True","r1c2_bottom_right","r2c0_bottom_right","r0c0_right","r1c3_bottom_left"
65,93,"False","","r0c0_bottom_right","r0c2_bottom_right","r1c0_bottom_right"
65,94,"True","r1c1_right","r2c2_bottom_left","r2c1_bottom_right","r1c0_bottom_right"
65,95,"False","","r0c3_bottom_right","r2c2_bottom_left","r1c3_bottom_left"
65,96,"True","r1c2_bottom_left","r2c1_bottom_left","r2c1_bottom_right","r0c1_right"
65,97,"False","","r2c3_bottom_left","r2c3_bottom_right","r1c3_bottom_left"
65,98,"False","","r2c0_bottom_right","r2c3_bottom_right","r0c3_bottom_right"
65,99,"False","","r0c3_bottom_right","r1c0_bottom_left","r2c0_bottom_right"
66,0,"False","","r0c3_bottom_left","r2c1_right","r0c2_bottom_right"
66,1,"True","r1c1_right","r1c3_bottom_left","r2c2_bottom_left","r2c0_bottom_right"
66,2,"False","","r1c1_bottom_left","r1c1_right","r0c1_bottom_right"
66,3,"False","","r2c1_right","r1c1_bottom_right","r0c2_bottom_right"
66,4,"False","","r1c0_bottom_left","r0c3_bottom_left","r0c3_bottom_right"
66,5,"False","","r1c2_bottom_left","r0c2_bottom_right","r1c0_bottom_left"
66,6,"False","","r2c2_bottom_left","r1c3_bottom_left","r0c1_bottom_left"
66,7,"False","","r2c3_bottom_left","r1c2_bottom_right","r0c2_bottom_left"
66,8,"False","","r0c2_bottom_left","r0c1_bottom_left","r0c1_bottom_right"
66,9,"True","r2c2_bottom_right","r1c1_right","r3c0_right","r0c3_bottom_right"
66,10,"True","r0c2_bottom_right","r2c1_bottom_right","r1c1_bottom_left","r0c0_right"
66,11,"False","","r0c2_bottom_left","r2c0_bottom_right","r0c0_bottom_right"
66,12,"True","r2c2_right","r1c0_bottom_right","r1c1_bottom_left","r0c3_bottom_right"
66,13,"False","","r2c2_right","r3c1_right","r0c2_bottom_left"
66,14,"True","r1c2_bottom_left","r2c3_bottom_right","r2c1_bottom_left","r0c2_bottom_left"
66,15,"False","","r2c1_right","r2c1_bottom_left","r2c0_bottom_right"
66,16,"False","","r1c2_bottom_left","r1c2_bottom_right","r0c1_bottom_right"
66,17,"False","","r1c0_bottom_right","r2c1_bottom_right","r0c3_bottom_left"
66,18,"False","","r1c0_right","r1c1_bottom_right","r2c0_bottom_right"
66,19,"False","","r2c2_right","r2c0_right","r1c2_bottom_right"
66,20,"False","","r2c1_bottom_left","r0c1_bottom_right","r0c3_bottom_right"
66,21,"False","","r1c2_bottom_left","r0c3_bottom_right","r2c2_bottom_right"
66,22,"False","","r2c2_bottom_right","r1c3_bottom_left","r1c0_bottom_right"
66,23,"False","","r1c2_bottom_left","r1c1_right","r0c2_bottom_right"
66,24,"True","r0c2_bottom_left","r2c2_bottom_left","r1c2_bottom_right","r0c1_bottom_left"
66,25,"True","r1c1_right","r2c0_right","r2c1_right","r0c2_bottom_right"
66,26,"False","","r2c2_bottom_right","r2c3_bottom_left","r2c3_bottom_right"
66,27,"False","","r2c2_bottom_left","r2c3_bottom_left","r1c0_bottom_left"
66,28,"False","","r2c1_bottom_right","r2c1_bottom_left","r0c2_bottom_right"
66,29,"True","r2c1_right","r1c1_bottom_right","r0c3_bottom_right","r2c2_bottom_right"
66,30,"False","","r1c1_bottom_right","r1c2_bottom_left","r0c2_bottom_right"
66,31,"True","r1c0_right","r1c0_bottom_left","r1c0_bottom_right","r2c3_bottom_left"
66,32,"False","","r1c0_bottom_right","r1c1_bottom_left","r2c3_bottom_right"
66,33,"True","r2c1_right","r1c2_bottom_right","r1c3_bottom_left","r0c1_bottom_right"
66,34,"False","","r2c0_right","r2c1_right","r0c3_bottom_left"
66,35,"True","r0c2_bottom_left","r1c1_right","r2c2_bottom_right","r2c2_bottom_left"
66,36,"True","r2c1_bottom_right","r0c1_right","r1c0_right","r0c2_right"
66,37,"True","r2c2_right","r1c2_right","r2c1_bottom_right","r0c1_bottom_left"
66,38,"False","","r1c1_bottom_left","r0c2_right","r2c2_bottom_right"
66,39,"False","","r3c0_right","r2c2_bottom_left","r2c1_bottom_left"
66,40,"False","","r1c1_bottom_right","r2c1_right","r1c2_right"
66,41,"True","r2c1_bottom_right","r2c2_bottom_left","r1c1_right","r0c2_bottom_right"
66,42,"False","","r1c1_bottom_right","r2c2_right","r0c1_bottom_right"
66,43,"False","","r1c1_bottom_left","r1c3_bottom_left","r2c1_bottom_right"
66,44,"False","","r1c0_bottom_left","r0c1_bottom_right","r1c1_bottom_right"
66,45,"False","","r2c3_bottom_left","r0c3_bottom_right","r1c0_bottom_right"
66,46,"False","","r2c1_bottom_left","r1c3_bottom_left","r1c1_right"
66,47,"False","","r1c1_right","r2c3_bottom_right","r2c1_bottom_right"
66,48,"False","","r3c1_right","r2c0_bottom_right","r0c1_bottom_left"
66,49,"False","","r2c2_bottom_right","r1c1_bottom_left","r1c2_bottom_left"
66,50,"False","","r1c1_bottom_left","r0c1_bottom_left","r2c2_bottom_left"
66,51,"False","","r2c1_right","r2c3_bottom_left","r2c2_right"
66,52,"True","r2c1_bottom_right","r1c1_bottom_right","r1c2_bottom_right","r1c3_bottom_left"
66,53,"False","","r2c1_bottom_right","r1c1_bottom_left","r1c2_bottom_right"
66,54,"True","r0c1_bottom_right","r2c2_bottom_left","r1c2_bottom_left","r2c3_bottom_right"
66,55,"False","","r2c2_bottom_right","r0c2_bottom_left","r0c0_bottom_right"
66,56,"False","","r0c1_bottom_left","r1c0_bottom_right","r0c1_bottom_right"
66,57,"False","","r2c0_bottom_right","r2c1_bottom_right","r2c2_bottom_right"
66,58,"True","r2c1_bottom_right","r1c0_bottom_left","r2c2_bottom_left","r1c0_bottom_right"
66,59,"True","r0c2_bottom_right","r2c0_bottom_right","r2c1_bottom_left","r0c0_bottom_right"
66,60,"True","r0c2_bottom_left","r0c1_bottom_left","r0c2_bottom_right","r2c3_bottom_left"
66,61,"False","","r2c1_bottom_left","r2c3_bottom_left","r1c2_bottom_left"
66,62,"False","","r1c1_bottom_right","r0c2_bottom_right","r1c2_bottom_left"
66,63,"False","","r1c3_bottom_left","r2c2_right","r0c2_bottom_left"
66,64,"False","","r1c1_bottom_left","r3c1_right","r2c1_right"
66,65,"False","","r1c3_bottom_left","r1c1_right","r2c2_bottom_left"
66,66,"False","","r2c2_bottom_right","r2c2_bottom_left","r0c2_bottom_right"
66,67,"True","r1c0_bottom_right","r1c1_bottom_right","r2c2_bottom_right","r0c3_bottom_right"
66,68,"False","","r2c1_bottom_right","r2c2_right","r2c3_bottom_left"
66,69,"True","r1c0_right","r2c3_bottom_right","r1c2_right","r0c0_right"
66,70,"False","","r3c1_right","r1c0_right","r3c2_right"
66,71,"False","","r0c0_right","r0c1_bottom_left","r0c2_bottom_left"
66,72,"False","","r3c0_right","r0c1_right","r2c3_bottom_right"
66,73,"True","r0c2_bottom_left","r1c1_bottom_left","r2c1_bottom_left","r1c2_bottom_right"
66,74,"False","","r1c1_bottom_left","r1c0_bottom_left","r2c1_bottom_right"
66,75,"True","r0c1_bottom_right","r1c1_bottom_right","r2c1_bottom_left","r2c1_bottom_right"
66,76,"True","r1c0_bottom_right","r3c0_right","r2c1_bottom_right","r2c0_bottom_right"
66,77,"True","r2c2_right","r2c1_bottom_left","r2c2_bottom_right","r1c1_bottom_right"
66,78,"False","","r3c1_right","r1c1_bottom_left","r1c0_bottom_left"
66,79,"False","","r2c0_right","r1c0_right","r2c2_right"
66,80,"False","","r2c2_bottom_left","r1c1_bottom_left","r1c2_bottom_left"
66,81,"False","","r0c2_bottom_left","r2c3_bottom_left","r1c0_right"
66,82,"False","","r2c2_bottom_left","r0c3_bottom_right","r1c3_bottom_left"
66,83,"False","","r2c2_bottom_left","r1c1_bottom_right","r1c1_bottom_left"
66,84,"False","","r2c2_bottom_right","r1c0_bottom_right","r1c1_bottom_left"
66,85,"False","","r2c2_bottom_right","r1c2_bottom_right","r1c3_bottom_left"
66,86,"True","r1c2_bottom_left","r3c1_right","r0c2_bottom_left","r2c1_bottom_left"
66,87,"True","r0c2_bottom_left","r1c2_bottom_left","r2c1_bottom_left","r1c0_bottom_right"
66,88,"False","","r2c1_bottom_right","r2c2_bottom_right","r2c2_right"
66,89,"True","r1c2_bottom_right","r1c0_bottom_right","r2c1_bottom_left","r1c2_bottom_left"
66,90,"False","","r2c2_bottom_right","r2c2_bottom_left","r1c2_bottom_left"
66,91,"False","","r1c1_bottom_left","r0c2_bottom_left","r0c2_right"
66,92,"False","","r1c1_bottom_left","r1c2_bottom_left","r1c1_right"
66,93,"True","r0c2_bottom_left","r1c1_bottom_right","r1c1_bottom_left","r2c0_bottom_right"
66,94,"False","","r1c0_bottom_left","r0c1_bottom_left","r1c2_bottom_right"
66,95,"False","","r1c0_bottom_right","r2c1_right","r1c2_bottom_left"
66,96,"False","","r2c2_bottom_left","r2c1_bottom_right","r2c3_bottom_right"
66,97,"False","","r1c1_bottom_right","r3c0_right","r2c3_bottom_left"
66,98,"False","","r1c1_right","r1c2_right","r2c3_bottom_right"
66,99,"False","","r1c0_bottom_right","r1c0_right","r1c0_bottom_left"
67,0,"False","","r2c0_bottom_right","r1c1_bottom_right","r2c3_bottom_right"
67,1,"False","","r0c2_bottom_left","r0c3_bottom_right","r1c3_bottom_left"
67,2,"True","r2c2_right","r0c2_bottom_right","r1c2_bottom_right","r2c2_bottom_right"
67,3,"True","r2c2_bottom_right","r0c2_bottom_right","r2c1_right","r3c2_right"
67,4,"False","","r2c2_bottom_left","r1c1_bottom_left","r0c3_bottom_right"
67,5,"False","","r0c2_bottom_right","r1c0_bottom_right","r3c2_right"
67,6,"False","","r2c3_bottom_right","r2c1_bottom_left","r1c3_bottom_left"
67,7,"False","","r0c2_bottom_left","r2c2_right","r2c2_bottom_left"
67,8,"False","","r0c2_bottom_left","r0c1_bottom_right","r1c1_bottom_left"
67,9,"True","r0c1_bottom_right","r0c2_bottom_left","r0c2_bottom_right","r1c3_bottom_left"
67,10,"True","r1c2_bottom_right","r0c1_bottom_left","r2c1_bottom_right","r2c2_bottom_right"
67,11,"False","","r1c0_bottom_right","r1c1_bottom_right","r0c3_bottom_left"
67,12,"False","","r0c2_bottom_left","r1c1_bottom_left","r2c2_bottom_left"
67,13,"True","r1c1_bottom_right","r0c3_bottom_left","r0c2_right","r3c2_right"
67,14,"True","r1c0_bottom_right","r2c2_bottom_left","r2c2_bottom_right","r0c2_bottom_left"
67,15,"False","","r0c1_bottom_left","r1c1_bottom_right","r1c2_bottom_left"
67,16,"True","r2c2_bottom_left","r2c1_bottom_left","r2c1_bottom_right","r0c3_bottom_left"
67,17,"False","","r1c0_bottom_left","r2c2_bottom_left","r2c3_bottom_left"
67,18,"True","r0c2_bottom_left","r1c0_bottom_left","r1c1_bottom_left","r0c3_bottom_left"
67,19,"False","","r2c1_bottom_right","r0c3_bottom_right","r3c1_right"
67,20,"False","","r0c2_bottom_right","r1c0_bottom_right","r3c0_right"
67,21,"True","r1c2_bottom_right","r0c1_bottom_right","r1c1_bottom_right","r1c0_bottom_left"
67,22,"False","","r0c2_bottom_right","r0c1_right","r0c1_bottom_right"
67,23,"True","r2c1_bottom_right","r0c2_bottom_right","r2c3_bottom_left","r2c2_bottom_left"
67,24,"False","","r1c0_bottom_right","r2c1_bottom_left","r0c3_bottom_left"
67,25,"True","r1c1_bottom_left","r0c0_bottom_right","r0c1_bottom_right","r3c2_right"
67,26,"False","","r0c0_bottom_right","r0c1_bottom_right","r1c0_right"
67,27,"False","","r0c1_bottom_left","r0c2_right","r0c3_bottom_right"
67,28,"False","","r2c3_bottom_right","r0c2_bottom_right","r0c3_bottom_left"
67,29,"False","","r0c1_bottom_right","r2c2_bottom_left","r2c3_bottom_right"
67,30,"True","r0c1_bottom_right","r1c1_bottom_left","r0c3_bottom_right","r0c2_right"
67,31,"True","r1c0_bottom_right","r2c0_bottom_right","r1c3_bottom_left","r0c1_right"
67,32,"False","","r0c3_bottom_left","r1c2_bottom_right","r1c1_bottom_right"
67,33,"False","","r1c3_bottom_left","r0c3_bottom_left","r1c1_bottom_right"
67,34,"False","","r0c1_bottom_right","r1c1_bottom_right","r0c2_bottom_right"
67,35,"True","r2c2_bottom_right","r0c3_bottom_right","r0c1_bottom_left","r1c2_bottom_left"
67,36,"False","","r0c3_bottom_left","r0c2_bottom_left","r1c0_bottom_left"
67,37,"False","","r0c3_bottom_left","r2c1_right","r1c0_bottom_left"
67,38,"False","","r3c1_right","r1c1_bottom_right","r0c3_bottom_right"
67,39,"False","","r2c2_bottom_right","r0c3_bottom_left","r2c1_bottom_right"
67,40,"False","","r0c2_bottom_left","r1c1_bottom_left","r0c3_bottom_left"
67,41,"True","r1c2_bottom_right","r0c2_bottom_right","r0c3_bottom_right","r2c0_bottom_right"
67,42,"False","","r1c0_bottom_right","r0c3_bottom_left","r2c0_bottom_right"
67,43,"False","","r2c2_bottom_right","r1c0_bottom_right","r0c1_bottom_left"
67,44,"False","","r0c1_right","r1c1_right","r2c2_right"
67,45,"True","r0c2_bottom_left","r3c1_right","r1c3_bottom_left","r1c0_bottom_right"
67,46,"False","","r1c0_bottom_right","r0c1_bottom_right","r0c1_bottom_left"
67,47,"False","","r1c0_bottom_left","r2c2_right","r1c2_bottom_right"
67,48,"True","r0c1_bottom_right","r1c1_right","r1c2_right","r2c1_bottom_left"
67,49,"False","","r1c0_bottom_left","r1c0_right","r2c1_bottom_left"
67,50,"False","","r0c1_bottom_right","r2c0_bottom_right","r2c2_bottom_right"
67,51,"False","","r3c1_right","r0c0_bottom_right","r0c1_right"
67,52,"False","","r2c1_bottom_right","r1c0_bottom_left","r1c0_right"
67,53,"True","r1c0_bottom_right","r1c2_bottom_right","r2c3_bottom_right","r2c1_bottom_left"
67,54,"False","","r0c1_bottom_right","r0c3_bottom_right","r1c2_right"
67,55,"True","r0c1_bottom_right","r0c1_bottom_left","r2c0_bottom_right","r2c1_bottom_left"
67,56,"False","","r0c1_bottom_left","r0c2_right","r1c2_bottom_right"
67,57,"False","","r1c1_right","r0c1_right","r0c1_bottom_left"
67,58,"False","","r1c0_right","r2c1_bottom_right","r2c2_right"
67,59,"True","r1c1_bottom_left","r1c0_bottom_right","r0c1_right","r0c1_bottom_left"
67,60,"True","r1c0_bottom_right","r1c2_bottom_right","r2c1_right","r2c1_bottom_left"
67,61,"False","","r1c0_bottom_right","r1c0_right","r1c2_right"
67,62,"False","","r2c0_bottom_right","r1c0_right","r0c1_bottom_right"
67,63,"False","","r1c1_bottom_right","r0c2_bottom_right","r0c1_bottom_left"
67,64,"False","","r0c2_bottom_right","r1c0_bottom_right","r1c1_bottom_left"
67,65,"True","r0c1_bottom_right","r1c0_bottom_right","r2c1_bottom_right","r1c1_bottom_right"
67,66,"False","","r2c0_bottom_right","r1c2_bottom_right","r0c0_bottom_right"
67,67,"False","","r1c1_bottom_right","r1c0_bottom_right","r2c3_bottom_right"
67,68,"False","","r2c1_bottom_left","r0c1_bottom_right","r2c3_bottom_left"
67,69,"False","","r1c2_bottom_right","r2c1_bottom_right","r0c0_right"
67,70,"False","","r1c1_bottom_right","r2c2_bottom_left","r0c1_bottom_left"
67,71,"True","r2c2_right","r0c2_bottom_right","r2c1_bottom_left","r0c3_bottom_left"
67,72,"True","r1c1_bottom_right","r2c0_right","r0c2_bottom_left","r0c2_bottom_right"
67,73,"True","r0c1_bottom_right","r2c0_bottom_right","r1c2_bottom_right","r1c0_bottom_left"
67,74,"True","r2c1_bottom_right","r1c1_bottom_right","r2c2_bottom_right","r1c0_bottom_right"
67,75,"False","","r1c0_right","r0c1_bottom_left","r0c2_bottom_right"
67,76,"False","","r1c3_bottom_left","r0c3_bottom_right","r0c2_bottom_right"
67,77,"True","r1c0_bottom_right","r0c1_bottom_left","r0c2_bottom_right","r0c3_bottom_right"
67,78,"False","","r2c2_bottom_right","r1c1_bottom_right","r0c0_right"
67,79,"True","r1c1_right","r1c0_bottom_left","r1c1_bottom_right","r0c3_bottom_left"
67,80,"True","r1c1_right","r1c1_bottom_right","r1c0_bottom_left","r1c0_right"
67,81,"False","","r1c2_bottom_right","r1c2_bottom_left","r1c1_right"
67,82,"True","r0c2_bottom_left","r2c3_bottom_right","r2c2_bottom_right","r0c3_bottom_left"
67,83,"False","","r2c0_bottom_right","r1c0_bottom_left","r1c2_bottom_left"
67,84,"False","","r1c3_bottom_left","r2c1_right","r2c3_bottom_right"
67,85,"False","","r1c1_bottom_left","r1c3_bottom_left","r2c1_bottom_left"
67,86,"False","","r3c1_right","r0c1_bottom_right","r0c0_right"
67,87,"False","","r2c0_bottom_right","r2c3_bottom_left","r1c1_right"
67,88,"True","r0c1_bottom_right","r1c0_bottom_left","r0c3_bottom_left","r0c3_bottom_right"
67,89,"True","r0c2_bottom_left","r1c0_bottom_right","r2c1_bottom_right","r2c2_bottom_left"
67,90,"False","","r1c2_bottom_left","r1c3_bottom_left","r3c2_right"
67,91,"False","","r2c1_right","r1c1_bottom_right","r0c2_bottom_left"
67,92,"False","","r0c2_bottom_left","r0c2_bottom_right","r1c2_bottom_right"
67,93,"False","","r0c1_bottom_right","r3c1_right","r2c2_bottom_left"
67,94,"True","r1c1_right","r2c1_bottom_right","r1c0_bottom_right","r0c0_bottom_right"
67,95,"False","","r1c1_bottom_right","r1c1_bottom_left","r0c2_right"
67,96,"False","","r1c0_bottom_right","r0c1_bottom_left","r0c0_right"
67,97,"False","","r0c1_bottom_left","r1c1_bottom_right","r2c1_bottom_left"
67,98,"False","","r1c0_bottom_left","r1c1_bottom_left","r2c2_right"
67,99,"False","","r1c2_bottom_left","r0c2_bottom_left","r2c2_bottom_right"
68,0,"False","","r0c2_bottom_right","r1c1_bottom_left","r2c2_bottom_right"
68,1,"False","","r1c1_bottom_left","r1c3_bottom_left","r1c2_bottom_left"
68,2,"False","","r3c1_right","r0c1_bottom_right","r2c1_bottom_left"
68,3,"False","","r1c2_bottom_left","r1c2_bottom_right","r2c0_right"
68,4,"False","","r2c2_bottom_right","r0c2_bottom_right","r0c2_bottom_left"
68,5,"False","","r0c0_bottom_right","r0c2_bottom_right","r0c2_bottom_left"
68,6,"False","","r2c1_bottom_left","r0c1_bottom_right","r0c2_bottom_right"
68,7,"False","","r1c1_bottom_right","r2c3_bottom_right","r2c1_bottom_left"
68,8,"False","","r0c1_bottom_right","r1c0_bottom_right","r1c1_bottom_left"
68,9,"False","","r2c1_bottom_right","r0c0_right","r3c2_right"
68,10,"False","","r0c1_bottom_right","r0c3_bottom_left","r1c2_bottom_right"
68,11,"True","r2c2_bottom_left","r2c1_bottom_left","r1c0_bottom_left","r1c0_bottom_right"
68,12,"True","r2c2_bottom_right","r1c2_bottom_left","r1c0_right","r2c1_bottom_right"
68,13,"False","","r0c2_bottom_left","r1c1_bottom_left","r1c2_right"
68,14,"True","r1c1_right","r2c3_bottom_left","r3c0_right","r2c1_bottom_left"
68,15,"False","","r0c2_bottom_right","r1c0_bottom_right","r1c1_bottom_right"
68,16,"False","","r1c0_bottom_right","r0c3_bottom_right","r2c2_bottom_left"
68,17,"False","","r2c1_bottom_right","r0c3_bottom_left","r0c0_right"
68,18,"False","","r2c1_bottom_left","r1c0_right","r2c0_right"
68,19,"False","","r0c2_bottom_left","r1c3_bottom_left","r2c1_right"
68,20,"False","","r2c2_bottom_right","r3c1_right","r1c0_bottom_right"
68,21,"False","","r1c2_bottom_right","r1c1_bottom_left","r0c2_bottom_left"
68,22,"False","","r2c3_bottom_right","r1c1_bottom_right","r2c1_bottom_left"
68,23,"False","","r1c0_bottom_right","r2c1_bottom_left","r0c0_right"
68,24,"False","","r3c1_right","r2c2_bottom_right","r0c1_right"
68,25,"True","r2c2_bottom_left","r1c0_right","r1c1_bottom_left","r1c2_bottom_right"
68,26,"False","","r2c1_bottom_right","r2c3_bottom_right","r2c2_bottom_left"
68,27,"False","","r0c1_bottom_right","r1c0_bottom_left","r2c3_bottom_right"
68,28,"False","","r0c2_bottom_right","r2c1_right","r1c0_bottom_right"
68,29,"False","","r2c1_bottom_right","r2c2_right","r2c3_bottom_right"
68,30,"False","","r2c2_bottom_left","r1c2_bottom_right","r0c2_bottom_right"
68,31,"True","r1c1_right","r1c1_bottom_right","r2c1_right","r0c2_right"
68,32,"True","r0c1_bottom_right","r0c2_bottom_left","r1c1_bottom_right","r1c2_bottom_right"
68,33,"False","","r0c2_bottom_left","r1c0_bottom_right","r1c1_bottom_left"
68,34,"True","r1c2_bottom_right","r0c0_bottom_right","r0c1_bottom_right","r1c2_bottom_left"
68,35,"False","","r0c1_right","r2c1_bottom_left","r2c3_bottom_left"
68,36,"True","r1c1_bottom_left","r0c1_bottom_right","r2c1_right","r0c0_bottom_right"
68,37,"False","","r2c1_bottom_left","r0c2_right","r0c1_bottom_left"
68,38,"False","","r1c1_right","r1c0_bottom_left","r0c2_bottom_right"
68,39,"True","r1c0_bottom_right","r1c2_bottom_right","r0c3_bottom_left","r0c1_bottom_right"
68,40,"True","r2c2_right","r2c2_bottom_right","r0c2_right","r1c2_bottom_right"
68,41,"False","","r2c2_bottom_left","r1c0_bottom_right","r0c3_bottom_left"
68,42,"True","r1c2_bottom_right","r2c3_bottom_right","r0c2_bottom_left","r0c2_right"
68,43,"False","","r2c3_bottom_right","r2c0_bottom_right","r1c0_bottom_left"
68,44,"True","r0c1_bottom_right","r2c1_bottom_left","r0c1_bottom_left","r1c1_bottom_left"
68,45,"False","","r1c0_bottom_left","r1c2_bottom_right","r1c0_right"
68,46,"False","","r2c1_bottom_left","r1c0_bottom_right","r3c2_right"
68,47,"True","r1c1_right","r1c1_bottom_right","r0c0_bottom_right","r2c2_right"
68,48,"True","r1c1_bottom_left","r2c2_bottom_left","r1c1_bottom_right","r0c2_bottom_right"
68,49,"False","","r2c1_bottom_left","r1c1_bottom_right","r0c2_bottom_left"
68,50,"False","","r2c3_bottom_left","r1c1_bottom_left","r1c3_bottom_left"
68,51,"False","","r0c1_bottom_right","r1c0_bottom_right","r2c2_bottom_right"
68,52,"False","","r1c2_bottom_left","r2c2_bottom_left","r2c0_bottom_right"
68,53,"True","r0c2_bottom_right","r2c2_right","r3c2_right","r0c0_bottom_right"
68,54,"False","","r1c0_bottom_left","r0c2_bottom_right","r1c0_bottom_right"
68,55,"False","","r1c0_bottom_left","r0c3_bottom_left","r2c1_bottom_right"
68,56,"True","r1c1_bottom_left","r1c2_bottom_left","r0c1_bottom_left","r2c1_right"
68,57,"True","r0c1_bottom_right","r2c2_bottom_right","r0c3_bottom_right","r1c1_bottom_right"
68,58,"False","","r1c1_bottom_right","r0c1_bottom_left","r0c2_right"
