"participant","trial","is_anomaly_trial","anomaly_line_id","selected_line_1","selected_line_2","selected_line_3"
62,13,"False","","r1c0_bottom_left","r0c1_right","r2c0_bottom_right"
62,14,"False","","r1c1_bottom_left","r2c1_bottom_right","r2c3_bottom_left"
62,15,"False","","r0c2_bottom_left","r1c1_bottom_left","r1c0_bottom_right"
62,16,"True","r2c1_bottom_right","r2c1_right","r0c2_bottom_left","r1c0_right"
62,17,"False","","r1c0_right","r1c3_bottom_left","r2c3_bottom_left"
62,18,"False","","r1c1_bottom_left","r0c2_bottom_left","r2c1_bottom_right"
62,19,"True","r2c2_bottom_left","r1c0_bottom_right","r2c3_bottom_left","r2c3_bottom_right"
62,20,"False","","r2c2_bottom_right","r2c0_bottom_right","r0c3_bottom_left"
62,21,"True","r2c2_bottom_right","r1c1_bottom_left","r0c2_bottom_right","r0c0_bottom_right"
62,22,"True","r0c1_bottom_right","r0c0_bottom_right","r2c1_bottom_left","r1c1_bottom_left"
62,23,"False","","r2c3_bottom_right","r0c3_bottom_right","r0c2_bottom_left"
62,24,"False","","r0c1_bottom_right","r1c2_bottom_right","r2c2_bottom_left"
62,25,"True","r1c2_bottom_left","r1c3_bottom_left","r2c2_bottom_right","r0c3_bottom_left"
62,26,"True","r1c0_right","r0c1_bottom_right","r1c3_bottom_left","r1c0_bottom_left"
62,27,"False","","r0c0_bottom_right","r0c2_bottom_left","r2c2_bottom_left"
62,28,"True","r1c1_bottom_right","r2c2_bottom_left","r0c0_bottom_right","r0c3_bottom_right"
62,29,"False","","r1c1_bottom_left","r1c1_bottom_right","r1c0_bottom_left"
62,30,"False","","r2c3_bottom_right","r1c0_bottom_left","r0c3_bottom_right"
62,31,"True","r2c2_bottom_left","r2c1_bottom_right","r1c1_right","r0c2_bottom_left"
62,32,"False","","r0c2_bottom_left","r0c1_bottom_left","r0c2_bottom_right"
62,33,"False","","r2c0_bottom_right","r1c2_bottom_right","r2c0_right"
62,34,"True","r1c0_right","r2c3_bottom_right","r0c1_bottom_left","r1c1_bottom_left"
62,35,"False","","r2c2_bottom_right","r1c0_bottom_left","r1c0_bottom_right"
62,36,"False","","r0c0_bottom_right","r1c0_right","r0c3_bottom_left"
62,37,"True","r2c2_right","r0c3_bottom_left","r2c3_bottom_right","r0c2_bottom_right"
62,38,"False","","r0c3_bottom_right","r1c3_bottom_left","r2c3_bottom_right"
62,39,"False","","r1c2_bottom_left","r3c2_right","r0c0_right"
62,40,"True","r2c2_right","r2c1_right","r0c1_bottom_left","r0c0_bottom_right"
62,41,"False","","r0c2_bottom_left","r1c1_bottom_right","r1c1_bottom_left"
62,42,"False","","r0c3_bottom_right","r0c2_bottom_left","r1c0_bottom_left"
62,43,"True","r1c2_bottom_right","r0c0_bottom_right","r2c2_bottom_right","r2c3_bottom_left"
62,44,"True","r2c1_right","r1c2_bottom_right","r0c3_bottom_left","r0c0_bottom_right"
62,45,"False","","r0c3_bottom_left","r0c2_bottom_right","r1c2_right"
62,46,"False","","r0c2_bottom_right","r1c0_bottom_right","r2c0_bottom_right"
62,47,"False","","r1c0_bottom_right","r2c3_bottom_left","r0c1_bottom_left"
62,48,"False","","r2c2_bottom_left","r0c1_bottom_right","r0c2_bottom_left"
62,49,"True","r2c2_bottom_left","r3c0_right","r0c0_bottom_right","r0c3_bottom_right"
62,50,"False","","r1c2_bottom_right","r0c2_bottom_right","r0c0_bottom_right"
62,51,"True","r2c2_bottom_left","r0c1_bottom_left","r2c2_bottom_right","r3c1_right"
62,52,"False","","r2c0_right","r0c2_bottom_right","r1c1_bottom_right"
62,53,"False","","r0c0_bottom_right","r0c2_bottom_left","r1c1_bottom_left"
62,54,"True","r1c1_right","r1c1_bottom_right","r1c1_bottom_left","r1c2_bottom_right"
62,55,"True","r1c0_right","r0c2_bottom_left","r0c1_bottom_left","r2c3_bottom_right"
62,56,"False","","r1c1_right","r2c2_bottom_right","r3c0_right"
62,57,"False","","r0c3_bottom_left","r0c2_bottom_right","r1c0_bottom_right"
62,58,"False","","r0c2_bottom_right","r0c3_bottom_right","r2c2_bottom_right"
62,59,"True","r1c2_bottom_right","r1c1_bottom_right","r1c2_bottom_left","r0c0_bottom_right"
62,60,"True","r1c0_right","r2c1_right","r2c3_bottom_right","r1c0_bottom_right"
62,61,"False","","r3c1_right","r2c3_bottom_left","r0c3_bottom_right"
62,62,"False","","r1c1_bottom_left","r1c2_right","r3c2_right"
62,63,"True","r1c2_bottom_left","r1c1_bottom_right","r2c2_bottom_right","r2c3_bottom_left"
62,64,"False","","r2c2_bottom_left","r2c2_bottom_right","r2c3_bottom_left"
62,65,"False","","r1c1_bottom_left","r0c2_bottom_left","r2c2_bottom_right"
62,66,"False","","r1c1_bottom_right","r1c2_bottom_right","r0c3_bottom_right"
62,67,"False","","r1c2_bottom_right","r2c2_right","r2c3_bottom_right"
62,68,"True","r1c2_bottom_right","r2c1_bottom_left","r1c0_right","r0c0_bottom_right"
62,69,"False","","r0c1_bottom_right","r0c2_bottom_right","r2c1_bottom_right"
62,70,"False","","r1c1_bottom_left","r0c0_right","r1c2_bottom_left"
62,71,"False","","r1c0_bottom_right","r1c2_bottom_right","r1c1_bottom_left"
62,72,"False","","r1c0_bottom_left","r0c1_bottom_left","r1c0_right"
62,73,"True","r1c1_right","r0c0_bottom_right","r0c2_bottom_left","r2c0_bottom_right"
62,74,"False","","r0c3_bottom_right","r1c3_bottom_left","r2c1_bottom_right"
62,75,"False","","r0c1_bottom_left","r0c3_bottom_right","r2c1_bottom_right"
62,76,"False","","r1c1_bottom_right","r2c3_bottom_left","r0c1_bottom_right"
62,77,"False","","r2c3_bottom_left","r1c0_bottom_right","r0c2_bottom_right"
62,78,"False","","r2c3_bottom_left","r1c1_bottom_right","r0c2_bottom_right"
62,79,"True","r0c1_bottom_right","r0c1_bottom_left","r0c3_bottom_left","r1c3_bottom_left"
62,80,"False","","r1c0_bottom_right","r2c1_bottom_right","r2c0_bottom_right"
62,81,"False","","r1c1_bottom_left","r0c1_bottom_left","r0c2_bottom_right"
62,82,"False","","r3c0_right","r0c2_bottom_right","r1c1_bottom_right"
62,83,"True","r1c0_right","r1c2_bottom_left","r2c2_right","r2c1_bottom_right"
62,84,"False","","r1c0_bottom_left","r2c3_bottom_right","r2c2_bottom_left"
62,85,"True","r1c0_bottom_right","r2c3_bottom_right","r2c1_bottom_left","r2c0_bottom_right"
62,86,"False","","r2c3_bottom_right","r2c2_bottom_right","r0c3_bottom_right"
62,87,"False","","r1c1_bottom_left","r1c1_bottom_right","r1c0_bottom_right"
62,88,"True","r1c1_bottom_left","r0c2_bottom_left","r0c0_bottom_right","r2c2_bottom_right"
62,89,"False","","r0c1_bottom_right","r0c1_bottom_left","r2c2_bottom_right"
62,90,"False","","r1c1_bottom_left","r1c2_bottom_right","r1c1_bottom_right"
62,91,"False","","r2c3_bottom_left","r0c1_bottom_right","r1c3_bottom_left"
62,92,"False","","r0c2_bottom_left","r2c2_bottom_right","r2c2_bottom_left"
62,93,"True","r1c1_bottom_left","r0c0_bottom_right","r0c1_bottom_right","r0c3_bottom_left"
62,94,"False","","r1c2_bottom_left","r3c1_right","r0c3_bottom_left"
62,95,"False","","r2c1_bottom_left","r1c1_bottom_left","r1c0_bottom_right"
62,96,"False","","r1c3_bottom_left","r0c3_bottom_right","r1c1_bottom_right"
62,97,"False","","r0c0_bottom_right","r1c0_bottom_right","r1c2_bottom_left"
62,98,"False","","r1c3_bottom_left","r2c2_bottom_left","r1c2_bottom_left"
62,99,"False","","r2c1_bottom_left","r2c0_bottom_right","r1c1_bottom_left"
63,0,"False","","r1c0_bottom_left","r2c2_bottom_right","r2c1_right"
63,1,"False","","r0c1_bottom_left","r0c1_bottom_right","r2c0_bottom_right"
63,2,"False","","r1c3_bottom_left","r2c3_bottom_right","r0c2_right"
63,3,"False","","r0c0_bottom_right","r2c2_bottom_right","r2c3_bottom_left"
63,4,"True","r2c1_right","r2c0_right","r1c1_right","r0c1_bottom_right"
63,5,"False","","r0c3_bottom_left","r2c1_bottom_left","r1c0_bottom_left"
63,6,"False","","r1c1_right","r1c3_bottom_left","r2c2_bottom_left"
63,7,"True","r0c1_bottom_right","r2c1_bottom_right","r2c2_right","r1c2_bottom_left"
63,8,"False","","r1c2_bottom_left","r1c1_bottom_left","r0c0_bottom_right"
63,9,"True","r2c2_bottom_right","r2c1_bottom_left","r1c0_right","r2c2_bottom_left"
63,10,"False","","r2c2_bottom_left","r0c0_bottom_right","r0c3_bottom_right"
63,11,"False","","r1c1_bottom_left","r0c1_bottom_left","r0c0_bottom_right"
63,12,"False","","r1c2_bottom_right","r0c2_bottom_left","r0c3_bottom_left"
63,13,"False","","r0c0_bottom_right","r0c2_bottom_right","r2c1_bottom_left"
63,14,"False","","r1c0_bottom_left","r0c3_bottom_right","r1c1_bottom_left"
63,15,"False","","r1c1_bottom_right","r0c2_bottom_left","r2c1_bottom_left"
63,16,"True","r2c2_right","r2c1_bottom_right","r2c2_bottom_right","r2c3_bottom_left"
63,17,"True","r1c0_right","r2c3_bottom_left","r2c0_bottom_right","r0c2_bottom_right"
63,18,"False","","r0c1_bottom_right","r0c2_bottom_left","r1c0_bottom_right"
63,19,"False","","r2c1_bottom_left","r2c1_bottom_right","r2c2_bottom_left"
63,20,"False","","r2c3_bottom_right","r1c0_bottom_left","r1c2_bottom_left"
63,21,"False","","r1c2_bottom_right","r0c2_bottom_right","r0c1_bottom_right"
63,22,"False","","r0c0_bottom_right","r0c1_bottom_left","r2c2_bottom_right"
63,23,"False","","r1c1_bottom_right","r0c1_bottom_left","r0c3_bottom_right"
63,24,"False","","r1c3_bottom_left","r2c3_bottom_left","r1c0_bottom_right"
63,25,"True","r2c1_right","r2c2_bottom_left","r1c1_bottom_right","r0c2_bottom_right"
63,26,"False","","r0c1_bottom_right","r0c2_bottom_left","r1c1_bottom_right"
63,27,"False","","r1c1_bottom_left","r1c2_bottom_right","r2c2_bottom_right"
63,28,"False","","r1c2_bottom_left","r3c1_right","r0c1_right"
63,29,"True","r0c2_bottom_right","r0c1_right","r2c3_bottom_right","r1c1_bottom_right"
63,30,"False","","r0c3_bottom_left","r1c0_bottom_right","r0c1_bottom_left"
63,31,"False","","r0c3_bottom_left","r0c2_bottom_left","r0c2_bottom_right"
63,32,"False","","r2c2_right","r1c1_bottom_left","r0c1_right"
63,33,"False","","r0c3_bottom_right","r1c0_bottom_right","r0c1_bottom_left"
63,34,"False","","r1c1_bottom_left","r0c2_bottom_right","r0c3_bottom_right"
63,35,"False","","r0c3_bottom_left","r1c1_bottom_left","r1c0_bottom_right"
63,36,"False","","r0c3_bottom_left","r1c2_bottom_left","r2c1_bottom_right"
63,37,"False","","r1c2_bottom_right","r0c2_bottom_right","r1c0_bottom_left"
63,38,"False","","r1c1_bottom_left","r0c1_bottom_left","r0c0_bottom_right"
63,39,"False","","r1c0_bottom_right","r0c1_bottom_right","r2c1_right"
63,40,"False","","r0c2_bottom_right","r0c1_bottom_left","r1c2_bottom_right"
63,41,"False","","r1c2_bottom_right","r2c3_bottom_right","r1c1_bottom_left"
63,42,"True","r1c0_bottom_right","r1c1_right","r2c1_bottom_right","r2c1_bottom_left"
63,43,"False","","r1c1_bottom_left","r0c1_bottom_left","r1c2_bottom_right"
63,44,"False","","r0c1_bottom_right","r2c1_bottom_left","r2c2_bottom_right"
63,45,"True","r1c2_bottom_right","r1c2_bottom_left","r1c1_bottom_right","r2c1_bottom_left"
63,46,"True","r1c2_bottom_left","r1c1_bottom_left","r0c1_bottom_left","r2c2_bottom_left"
63,47,"False","","r1c2_bottom_left","r0c1_bottom_left","r2c2_bottom_right"
63,48,"False","","r1c0_bottom_left","r2c1_bottom_left","r1c1_right"
63,49,"False","","r1c0_bottom_right","r2c2_bottom_right","r2c1_bottom_left"
63,50,"True","r2c2_bottom_right","r1c1_bottom_right","r2c0_right","r1c0_bottom_left"
63,51,"True","r1c1_right","r1c2_bottom_left","r1c1_bottom_right","r1c0_bottom_left"
63,52,"False","","r0c2_bottom_right","r1c2_bottom_right","r1c1_bottom_right"
63,53,"False","","r2c0_bottom_right","r2c1_bottom_right","r3c1_right"
63,54,"False","","r0c1_bottom_left","r1c2_right","r0c2_right"
63,55,"True","r1c1_bottom_left","r0c3_bottom_left","r2c2_bottom_left","r2c2_right"
63,56,"False","","r1c1_bottom_right","r1c2_bottom_left","r2c3_bottom_right"
63,57,"False","","r1c2_bottom_right","r2c3_bottom_right","r2c0_bottom_right"
63,58,"False","","r0c2_bottom_right","r1c3_bottom_left","r2c1_bottom_left"
63,59,"False","","r1c2_bottom_right","r0c1_bottom_right","r1c0_bottom_left"
63,60,"False","","r1c2_bottom_left","r0c2_bottom_left","r0c1_bottom_left"
63,61,"False","","r1c1_bottom_left","r3c1_right","r1c1_bottom_right"
63,62,"False","","r1c2_bottom_left","r2c2_bottom_right","r1c1_bottom_right"
63,63,"True","r1c0_bottom_right","r2c1_bottom_right","r2c3_bottom_right","r0c3_bottom_left"
63,64,"False","","r1c1_bottom_left","r2c1_bottom_right","r1c3_bottom_left"
63,65,"False","","r2c3_bottom_left","r0c3_bottom_left","r0c2_bottom_right"
63,66,"False","","r2c2_bottom_right","r1c1_bottom_left","r1c3_bottom_left"
63,67,"True","r1c1_right","r2c2_bottom_right","r1c0_bottom_left","r2c0_bottom_right"
63,68,"False","","r1c1_bottom_right","r0c2_bottom_left","r2c3_bottom_right"
63,69,"True","r2c1_bottom_right","r1c2_bottom_left","r1c1_bottom_left","r2c3_bottom_left"
63,70,"False","","r0c1_bottom_right","r2c0_bottom_right","r1c1_bottom_left"
63,71,"False","","r0c1_bottom_left","r3c1_right","r2c3_bottom_right"
63,72,"False","","r1c3_bottom_left","r0c3_bottom_right","r2c3_bottom_left"
63,73,"False","","r1c1_bottom_right","r1c2_bottom_left","r2c1_bottom_right"
63,74,"True","r2c2_bottom_right","r0c1_bottom_right","r0c2_bottom_left","r1c3_bottom_left"
63,75,"False","","r0c2_bottom_right","r1c2_bottom_right","r2c0_right"
63,76,"False","","r0c1_right","r1c2_right","r2c3_bottom_left"
63,77,"True","r2c1_bottom_right","r0c2_bottom_left","r0c2_bottom_right","r0c3_bottom_left"
63,78,"True","r0c2_bottom_right","r0c0_bottom_right","r1c0_bottom_right","r1c1_bottom_left"
63,79,"False","","r0c2_bottom_left","r1c1_bottom_left","r2c2_bottom_left"
63,80,"False","","r0c2_bottom_left","r2c1_bottom_left","r2c3_bottom_left"
63,81,"False","","r0c2_bottom_left","r1c1_bottom_left","r1c0_bottom_left"
63,82,"True","r0c2_bottom_right","r1c0_bottom_right","r0c3_bottom_left","r2c1_bottom_left"
63,83,"False","","r1c1_bottom_left","r2c1_bottom_left","r0c1_bottom_right"
63,84,"True","r1c1_right","r1c1_bottom_right","r1c2_bottom_right","r2c2_bottom_right"
63,85,"True","r1c2_bottom_left","r0c0_bottom_right","r0c1_bottom_left","r0c2_bottom_left"
63,86,"False","","r1c1_bottom_left","r1c1_bottom_right","r2c2_bottom_right"
63,87,"False","","r0c3_bottom_left","r1c3_bottom_left","r1c2_bottom_left"
63,88,"True","r1c1_bottom_right","r2c2_bottom_right","r2c2_bottom_left","r0c1_bottom_left"
63,89,"False","","r1c1_bottom_right","r1c2_bottom_right","r2c2_bottom_left"
63,90,"False","","r0c2_bottom_left","r0c0_bottom_right","r0c1_right"
63,91,"False","","r0c1_bottom_right","r1c2_bottom_left","r1c0_bottom_left"
63,92,"False","","r0c1_bottom_right","r1c1_bottom_left","r2c2_bottom_right"
63,93,"True","r2c2_right","r1c1_bottom_left","r0c0_right","r1c0_bottom_left"
63,94,"False","","r1c1_bottom_right","r0c1_bottom_left","r0c1_bottom_right"
63,95,"False","","r0c0_bottom_right","r1c0_bottom_left","r0c1_bottom_left"
63,96,"False","","r1c1_bottom_left","r1c1_bottom_right","r2c3_bottom_left"
63,97,"True","r0c2_bottom_left","r1c1_bottom_right","r0c3_bottom_left","r1c3_bottom_left"
63,98,"False","","r1c1_bottom_left","r1c0_bottom_left","r2c0_bottom_right"
63,99,"False","","r0c0_bottom_right","r0c1_bottom_left","r0c2_bottom_right"
64,0,"False","","r1c2_bottom_right","r2c2_bottom_left","r0c1_bottom_right"
64,1,"False","","r2c3_bottom_right","r2c0_bottom_right","r1c2_bottom_left"
64,2,"False","","r2c3_bottom_right","r0c3_bottom_right","r0c3_bottom_left"
64,3,"True","r0c2_bottom_left","r0c1_bottom_right","r1c0_bottom_left","r1c1_bottom_left"
64,4,"False","","r1c0_bottom_right","r1c2_bottom_right","r2c1_bottom_right"
64,5,"False","","r0c1_bottom_right","r2c1_bottom_left","r1c1_right"
64,6,"False","","r2c1_bottom_right","r0c3_bottom_left","r1c3_bottom_left"
64,7,"True","r1c1_bottom_left","r2c0_bottom_right","r2c1_bottom_left","r0c1_bottom_left"
64,8,"True","r2c2_bottom_right","r2c1_bottom_right","r2c3_bottom_right","r0c0_bottom_right"
64,9,"True","r1c2_bottom_right","r2c3_bottom_left","r1c3_bottom_left","r2c2_bottom_right"
64,10,"True","r1c2_bottom_right","r1c0_bottom_left","r0c1_bottom_left","r0c3_bottom_left"
64,11,"True","r1c1_right","r1c0_bottom_left","r0c0_bottom_right","r2c2_bottom_left"
64,12,"False","","r2c2_bottom_right","r2c1_bottom_left","r0c1_bottom_right"
64,13,"True","r2c2_right","r0c1_bottom_left","r0c3_bottom_left","r2c3_bottom_left"
64,14,"True","r2c2_right","r0c0_bottom_right","r1c2_bottom_right","r1c1_bottom_right"
64,15,"True","r0c2_bottom_left","r2c2_bottom_right","r0c3_bottom_left","r1c0_bottom_left"
64,16,"False","","r0c2_bottom_left","r0c1_right","r0c1_bottom_right"
64,17,"False","","r1c1_right","r2c2_bottom_right","r1c3_bottom_left"
64,18,"True","r1c1_bottom_right","r1c2_bottom_left","r2c2_bottom_right","r1c0_bottom_left"
64,19,"False","","r1c2_bottom_left","r1c0_bottom_right","r2c2_bottom_right"
64,20,"False","","r2c2_bottom_left","r0c3_bottom_left","r1c2_bottom_left"
64,21,"False","","r2c3_bottom_left","r1c1_bottom_right","r0c3_bottom_right"
64,22,"False","","r0c2_bottom_left","r1c0_bottom_left","r2c3_bottom_right"
64,23,"False","","r1c2_bottom_left","r1c2_bottom_right","r0c0_bottom_right"
64,24,"False","","r2c2_bottom_left","r0c3_bottom_right","r0c0_bottom_right"
64,25,"False","","r2c2_bottom_left","r1c0_bottom_right","r1c2_bottom_right"
64,26,"True","r1c1_bottom_left","r0c1_bottom_right","r2c3_bottom_left","r0c0_bottom_right"
64,27,"False","","r1c0_bottom_left","r2c1_bottom_left","r2c2_bottom_left"
64,28,"True","r1c1_bottom_right","r0c2_bottom_right","r2c1_right","r0c0_bottom_right"
64,29,"True","r1c2_bottom_right","r0c1_bottom_left","r0c1_bottom_right","r0c0_bottom_right"
64,30,"True","r2c2_bottom_right","r0c3_bottom_right","r1c2_right","r0c2_bottom_left"
64,31,"False","","r1c0_bottom_right","r2c2_bottom_left","r1c2_bottom_left"
64,32,"False","","r1c1_bottom_left","r1c1_bottom_right","r0c0_bottom_right"
64,33,"True","r1c0_right","r1c2_bottom_right","r2c1_bottom_right","r2c0_bottom_right"
64,34,"True","r1c1_bottom_left","r2c3_bottom_right","r1c2_bottom_right","r0c0_bottom_right"
64,35,"False","","r0c1_bottom_right","r1c1_right","r1c2_bottom_right"
64,36,"False","","r2c1_bottom_left","r1c2_bottom_right","r0c0_bottom_right"
64,37,"False","","r2c1_bottom_left","r1c2_bottom_right","r1c2_bottom_left"
64,38,"True","r2c1_right","r0c2_bottom_left","r2c2_bottom_left","r1c2_bottom_left"
64,39,"False","","r1c2_right","r0c2_bottom_right","r2c1_bottom_right"
64,40,"True","r2c2_bottom_left","r1c2_bottom_right","r0c0_bottom_right","r2c3_bottom_right"
64,41,"True","r1c0_bottom_right","r1c1_bottom_right","r0c1_bottom_right","r1c2_right"
64,42,"True","r0c2_bottom_left","r0c1_bottom_right","r1c0_bottom_right","r2c3_bottom_right"
64,43,"True","r1c2_bottom_right","r0c2_bottom_right","r1c0_bottom_right","r2c1_bottom_right"
64,44,"False","","r1c2_bottom_left","r0c3_bottom_left","r1c2_right"
64,45,"False","","r0c2_bottom_right","r1c0_bottom_right","r2c3_bottom_right"
64,46,"False","","r2c1_bottom_right","r2c3_bottom_left","r2c0_bottom_right"
64,47,"False","","r0c1_bottom_left","r0c1_bottom_right","r0c2_bottom_right"
64,48,"False","","r1c2_bottom_right","r2c3_bottom_right","r0c1_bottom_right"
64,49,"True","r1c1_right","r0c2_bottom_right","r1c2_right","r1c2_bottom_right"
64,50,"False","","r2c3_bottom_right","r2c2_bottom_left","r1c0_right"
64,51,"False","","r2c1_bottom_right","r1c2_bottom_right","r0c1_bottom_left"
64,52,"False","","r1c1_bottom_right","r0c0_bottom_right","r1c2_bottom_right"
64,53,"False","","r2c0_right","r2c0_bottom_right","r1c0_bottom_right"
64,54,"False","","r0c3_bottom_right","r1c0_bottom_left","r1c3_bottom_left"
64,55,"True","r0c2_bottom_left","r1c2_bottom_left","r1c0_bottom_right","r1c2_bottom_right"
64,56,"False","","r2c3_bottom_left","r1c1_bottom_left","r2c1_bottom_right"
64,57,"True","r2c1_right","r1c1_bottom_right","r0c2_bottom_right","r2c1_bottom_left"
64,58,"True","r2c1_right","r1c3_bottom_left","r1c1_bottom_right","r2c1_bottom_left"
64,59,"False","","r1c2_bottom_right","r1c0_bottom_left","r0c3_bottom_left"
64,60,"False","","r0c1_bottom_right","r1c2_bottom_left","r2c2_bottom_left"
64,61,"False","","r0c2_bottom_left","r2c1_bottom_right","r1c0_bottom_right"
64,62,"False","","r0c1_bottom_left","r0c2_bottom_right","r1c2_bottom_right"
64,63,"True","r0c2_bottom_right","r0c2_bottom_left","r2c1_bottom_left","r1c2_bottom_left"
64,64,"False","","r0c2_bottom_left","r0c3_bottom_left","r1c1_right"
64,65,"False","","r1c1_bottom_left","r1c0_bottom_right","r0c2_bottom_left"
64,66,"False","","r2c2_bottom_left","r0c2_bottom_right","r1c0_bottom_left"
64,67,"False","","r1c0_bottom_left","r0c0_bottom_right","r2c3_bottom_right"
64,68,"True","r0c2_bottom_left","r2c2_bottom_right","r2c1_bottom_left","r0c3_bottom_right"
64,69,"False","","r2c2_bottom_right","r1c1_right","r2c1_bottom_left"
64,70,"False","","r1c1_bottom_right","r0c2_bottom_left","r1c2_bottom_right"
64,71,"False","","r2c1_bottom_right","r1c1_bottom_left","r2c3_bottom_right"
64,72,"True","r1c2_bottom_left","r0c0_bottom_right","r2c3_bottom_left","r0c1_right"
64,73,"False","","r2c1_bottom_right","r2c1_bottom_left","r1c2_bottom_left"
64,74,"True","r1c2_bottom_right","r0c3_bottom_left","r0c2_bottom_right","r1c0_bottom_right"
64,75,"True","r2c2_right","r0c2_bottom_left","r3c2_right","r2c0_right"
64,76,"True","r2c1_bottom_right","r1c2_bottom_right","r0c2_bottom_right","r2c2_bottom_right"
64,77,"False","","r2c1_bottom_right","r2c2_bottom_left","r0c1_bottom_right"
64,78,"False","","r2c0_right","r2c0_bottom_right","r0c2_bottom_right"
64,79,"True","r1c2_bottom_right","r0c1_bottom_right","r0c1_bottom_left","r2c0_bottom_right"
64,80,"False","","r2c2_bottom_right","r0c2_bottom_right","r0c3_bottom_right"
64,81,"False","","r2c2_bottom_left","r0c1_bottom_right","r1c2_bottom_right"
64,82,"False","","r1c2_bottom_right","r0c3_bottom_left","r1c0_bottom_left"
64,83,"True","r2c2_bottom_right","r2c1_bottom_left","r1c0_bottom_left","r0c2_bottom_left"
64,84,"False","","r1c1_bottom_left","r1c0_bottom_left","r1c2_bottom_right"
64,85,"False","","r1c1_bottom_left","r0c2_bottom_right","r1c2_bottom_right"
64,86,"False","","r0c1_bottom_left","r1c0_bottom_right","r3c1_right"
64,87,"False","","r0c3_bottom_left","r2c0_bottom_right","r1c0_bottom_left"
64,88,"False","","r1c3_bottom_left","r1c0_right","r1c2_bottom_right"
64,89,"False","","r2c1_bottom_right","r1c1_bottom_left","r2c3_bottom_left"
64,90,"False","","r1c2_bottom_right","r2c3_bottom_left","r1c0_right"
64,91,"True","r0c2_bottom_right","r0c3_bottom_right","r0c1_bottom_left","r2c3_bottom_left"
64,92,"False","","r2c2_bottom_right","r1c3_bottom_left","r0c2_right"
64,93,"True","r1c2_bottom_right","r2c1_right","r2c3_bottom_left","r1c1_bottom_left"
64,94,"False","","r2c1_bottom_right","r1c3_bottom_left","r0c0_right"
64,95,"True","r0c1_bottom_right","r1c0_bottom_left","r2c2_bottom_right","r2c3_bottom_left"
64,96,"True","r0c2_bottom_right","r0c3_bottom_left","r1c0_bottom_right","r2c1_bottom_left"
64,97,"False","","r1c1_bottom_left","r1c0_bottom_left","r0c3_bottom_left"
64,98,"False","","r0c1_bottom_right","r1c0_bottom_right","r0c3_bottom_right"
64,99,"False","","r0c1_bottom_right","r0c2_right","r0c3_bottom_right"
65,0,"False","","r0c1_bottom_right","r0c3_bottom_left","r2c1_bottom_left"
65,1,"False","","r0c0_bottom_right","r2c1_bottom_right","r0c2_bottom_right"
65,2,"False","","r2c3_bottom_left","r2c2_bottom_right","r0c1_bottom_left"
65,3,"False","","r0c2_bottom_right","r1c1_bottom_right","r1c2_bottom_left"
65,4,"True","r2c2_right","r0c1_bottom_left","r0c2_bottom_right","r1c2_bottom_left"
65,5,"False","","r0c1_bottom_right","r0c3_bottom_left","r1c2_bottom_right"
65,6,"False","","r0c0_bottom_right","r1c1_bottom_right","r1c2_bottom_right"
65,7,"False","","r0c3_bottom_right","r2c1_bottom_right","r0c2_bottom_left"
65,8,"False","","r0c2_bottom_left","r0c2_bottom_right","r1c1_bottom_right"
65,9,"False","","r2c3_bottom_left","r0c1_bottom_left","r1c0_bottom_right"
65,10,"False","","r2c2_bottom_left","r1c0_bottom_right","r1c2_bottom_right"
65,11,"False","","r2c2_bottom_right","r2c0_bottom_right","r2c3_bottom_right"
65,12,"False","","r1c3_bottom_left","r0c2_bottom_left","r2c3_bottom_right"
65,13,"False","","r2c2_right","r0c1_bottom_left","r1c0_bottom_left"
65,14,"False","","r0c0_bottom_right","r0c2_bottom_right","r1c0_bottom_right"
65,15,"True","r2c2_right","r0c1_bottom_left","r1c0_bottom_right","r2c0_bottom_right"
65,16,"True","r0c1_bottom_right","r0c1_right","r0c2_bottom_left","r2c2_bottom_right"
65,17,"False","","r3c2_right","r1c0_bottom_right","r0c2_bottom_left"
65,18,"False","","r0c1_bottom_right","r0c3_bottom_left","r2c1_bottom_right"
65,19,"False","","r0c2_bottom_right","r1c2_bottom_right","r2c3_bottom_right"
65,20,"False","","r1c0_bottom_left","r2c1_bottom_left","r2c1_right"
65,21,"True","r0c1_bottom_right","r2c3_bottom_right","r0c2_bottom_left","r0c0_bottom_right"
65,22,"False","","r2c1_bottom_right","r2c0_bottom_right","r0c1_bottom_right"
65,23,"False","","r1c1_bottom_right","r0c0_right","r3c2_right"
65,24,"False","","r0c2_bottom_left","r0c3_bottom_left","r0c1_bottom_right"
65,25,"False","","r2c2_bottom_right","r2c0_bottom_right","r0c2_bottom_right"
65,26,"False","","r0c0_bottom_right","r0c2_bottom_right","r2c1_bottom_left"
65,27,"False","","r2c2_bottom_left","r0c1_bottom_left","r0c1_bottom_right"
65,28,"False","","r2c2_bottom_right","r1c2_bottom_left","r1c0_bottom_left"
65,29,"False","","r2c2_bottom_left","r2c1_bottom_left","r0c1_bottom_right"
65,30,"False","","r0c2_bottom_right","r1c1_bottom_right","r0c1_bottom_left"
65,31,"True","r0c1_bottom_right","r0c3_bottom_right","r1c1_bottom_right","r0c0_bottom_right"
65,32,"False","","r2c3_bottom_left","r0c0_bottom_right","r0c3_bottom_left"
